Dim1	Dim2	Dataset		
X1.67	-5.144095232	-7.022108856	rna	Cumulus cell_Car14 high(Ovary)
X2.67	7.214851568	-9.072923485	rna	Cumulus cell_Car14 high(Ovary)
X3.67	6.991647909	8.173518356	rna	Cumulus cell_Car14 high(Ovary)
X4.67	8.519916246	-12.43482095	rna	Cumulus cell_Car14 high(Ovary)
X5.67	3.924589346	-7.391168419	rna	Cumulus cell_Car14 high(Ovary)
X6.67	-13.83455973	19.85767191	rna	Cumulus cell_Car14 high(Ovary)
X7.67	2.207855294	13.94317835	rna	Cumulus cell_Car14 high(Ovary)
X8.67	9.081358621	-17.08640653	rna	Cumulus cell_Car14 high(Ovary)
X9.67	-4.859840681	-6.890559975	rna	Cumulus cell_Car14 high(Ovary)
X10.67	3.257059286	-7.025678459	rna	Cumulus cell_Car14 high(Ovary)
X11.67	-3.071569493	-6.563650433	rna	Cumulus cell_Car14 high(Ovary)
X12.67	-0.726985087	-6.413034264	rna	Cumulus cell_Car14 high(Ovary)
X13.67	-0.104896923	17.49195116	rna	Cumulus cell_Car14 high(Ovary)
X14.67	0.886891852	14.3355171	rna	Cumulus cell_Car14 high(Ovary)
X15.67	1.899807999	13.72804564	rna	Cumulus cell_Car14 high(Ovary)
X16.67	3.150863836	-6.901161495	rna	Cumulus cell_Car14 high(Ovary)
X17.67	0.791217396	14.36380881	rna	Cumulus cell_Car14 high(Ovary)
X18.67	2.111788819	13.94486349	rna	Cumulus cell_Car14 high(Ovary)
X19.67	-0.062666466	17.92946452	rna	Cumulus cell_Car14 high(Ovary)
X20.67	-4.360022833	-6.764019314	rna	Cumulus cell_Car14 high(Ovary)
X21.67	8.52753515	-13.8678568	rna	Cumulus cell_Car14 high(Ovary)
X22.67	-1.039472272	-6.166037384	rna	Cumulus cell_Car14 high(Ovary)
X23.67	4.660593698	-7.426066223	rna	Cumulus cell_Car14 high(Ovary)
X24.67	1.788663457	14.10736769	rna	Cumulus cell_Car14 high(Ovary)
X25.67	6.258015344	16.96466845	rna	Cumulus cell_Car14 high(Ovary)
X26.67	-13.34385519	19.68509692	rna	Cumulus cell_Car14 high(Ovary)
X27.67	-4.694677164	-6.851477925	rna	Cumulus cell_Car14 high(Ovary)
X28.67	6.22538204	8.552911934	rna	Cumulus cell_Car14 high(Ovary)
X29.67	-13.93652563	20.07135027	rna	Cumulus cell_Car14 high(Ovary)
X30.67	6.560732076	17.34023875	rna	Cumulus cell_Car14 high(Ovary)
X31.67	6.456058691	-9.005307022	rna	Cumulus cell_Car14 high(Ovary)
X32.67	11.01358862	11.44800108	rna	Cumulus cell_Car14 high(Ovary)
X33.67	3.705755184	-7.105040852	rna	Cumulus cell_Car14 high(Ovary)
X34.67	9.099349687	-17.04162771	rna	Cumulus cell_Car14 high(Ovary)
X35.67	11.4494626	11.93943613	rna	Cumulus cell_Car14 high(Ovary)
X36.67	4.16301317	14.03523272	rna	Cumulus cell_Car14 high(Ovary)
X37.67	6.875694463	8.285293754	rna	Cumulus cell_Car14 high(Ovary)
X38.67	1.921915958	13.81948012	rna	Cumulus cell_Car14 high(Ovary)
X39.67	7.264903734	-9.089481179	rna	Cumulus cell_Car14 high(Ovary)
X40.67	8.95166559	-12.52399236	rna	Cumulus cell_Car14 high(Ovary)
X41.67	8.839032838	9.612742599	rna	Cumulus cell_Car14 high(Ovary)
X42.67	6.636437605	17.33489245	rna	Cumulus cell_Car14 high(Ovary)
X43.67	-4.095178892	-6.568462673	rna	Cumulus cell_Car14 high(Ovary)
X44.67	-4.575474551	-6.541599098	rna	Cumulus cell_Car14 high(Ovary)
X45.67	-1.659364989	-6.512145821	rna	Cumulus cell_Car14 high(Ovary)
X46.67	11.99400491	13.05981463	rna	Cumulus cell_Car14 high(Ovary)
X47.67	10.75579614	11.20525092	rna	Cumulus cell_Car14 high(Ovary)
X48.67	4.382856081	4.507620987	rna	Cumulus cell_Car14 high(Ovary)
X49.67	7.711037824	8.510065254	rna	Cumulus cell_Car14 high(Ovary)
X0.69	-13.59424811	20.02133768	rna	Ovarian vascular surface endothelium cell(Ovary)
X1.68	0.935573051	-6.39741737	rna	Ovarian vascular surface endothelium cell(Ovary)
X2.68	8.164705942	-11.74975187	rna	Ovarian vascular surface endothelium cell(Ovary)
X3.68	-13.61926298	19.87449091	rna	Ovarian vascular surface endothelium cell(Ovary)
X4.68	13.03950281	13.78494852	rna	Ovarian vascular surface endothelium cell(Ovary)
X5.68	-1.416894128	19.49557703	rna	Ovarian vascular surface endothelium cell(Ovary)
X6.68	8.392984102	-13.81783468	rna	Ovarian vascular surface endothelium cell(Ovary)
X7.68	-2.148141911	19.1754114	rna	Ovarian vascular surface endothelium cell(Ovary)
X8.68	5.141551683	14.9503681	rna	Ovarian vascular surface endothelium cell(Ovary)
X9.68	6.186726759	8.57652491	rna	Ovarian vascular surface endothelium cell(Ovary)
X10.68	0.691450039	-6.392423455	rna	Ovarian vascular surface endothelium cell(Ovary)
X11.68	8.318024347	-12.9403618	rna	Ovarian vascular surface endothelium cell(Ovary)
X12.68	-3.049228003	-6.579425637	rna	Ovarian vascular surface endothelium cell(Ovary)
X13.68	-2.634150555	18.83997935	rna	Ovarian vascular surface endothelium cell(Ovary)
X14.68	7.9267189	-11.2893551	rna	Ovarian vascular surface endothelium cell(Ovary)
X15.68	-0.73583137	-6.484967533	rna	Ovarian vascular surface endothelium cell(Ovary)
X16.68	-5.772813608	-6.630136315	rna	Ovarian vascular surface endothelium cell(Ovary)
X17.68	8.196193884	-12.61055547	rna	Ovarian vascular surface endothelium cell(Ovary)
X18.68	2.863840768	-6.955325428	rna	Ovarian vascular surface endothelium cell(Ovary)
X19.68	-2.431167652	-6.525357548	rna	Ovarian vascular surface endothelium cell(Ovary)
X20.68	2.175426791	14.05376643	rna	Ovarian vascular surface endothelium cell(Ovary)
X21.68	1.994068453	14.03130167	rna	Ovarian vascular surface endothelium cell(Ovary)
X22.68	-1.370601346	-6.188987557	rna	Ovarian vascular surface endothelium cell(Ovary)
X23.68	3.236168811	14.03097361	rna	Ovarian vascular surface endothelium cell(Ovary)
X24.68	-4.327012827	-6.668047253	rna	Ovarian vascular surface endothelium cell(Ovary)
X25.68	-1.206706693	-6.206051174	rna	Ovarian vascular surface endothelium cell(Ovary)
X26.68	8.404679964	-13.38631231	rna	Ovarian vascular surface endothelium cell(Ovary)
X27.68	8.410230348	-13.020006	rna	Ovarian vascular surface endothelium cell(Ovary)
X28.68	6.45540447	8.431859192	rna	Ovarian vascular surface endothelium cell(Ovary)
X29.68	12.06996698	13.30371302	rna	Ovarian vascular surface endothelium cell(Ovary)
X30.68	5.862105081	8.83142012	rna	Ovarian vascular surface endothelium cell(Ovary)
X31.68	5.466069887	15.36275881	rna	Ovarian vascular surface endothelium cell(Ovary)
X32.68	-13.66543894	19.95582789	rna	Ovarian vascular surface endothelium cell(Ovary)
X33.68	6.729172418	17.37327975	rna	Ovarian vascular surface endothelium cell(Ovary)
X34.68	-1.969956925	19.28043383	rna	Ovarian vascular surface endothelium cell(Ovary)
X35.68	0.976314614	-6.478402439	rna	Ovarian vascular surface endothelium cell(Ovary)
X36.68	4.032441328	-7.188936535	rna	Ovarian vascular surface endothelium cell(Ovary)
X37.68	-0.53398185	17.52047366	rna	Ovarian vascular surface endothelium cell(Ovary)
X38.68	5.71430702	15.72009295	rna	Ovarian vascular surface endothelium cell(Ovary)
X39.68	-0.155939867	15.33220118	rna	Ovarian vascular surface endothelium cell(Ovary)
X40.68	-1.011597564	19.63259714	rna	Ovarian vascular surface endothelium cell(Ovary)
X41.68	7.805873583	-11.55859644	rna	Ovarian vascular surface endothelium cell(Ovary)
X42.68	3.012292335	-7.042988602	rna	Ovarian vascular surface endothelium cell(Ovary)
X43.68	-0.546049347	17.48821276	rna	Ovarian vascular surface endothelium cell(Ovary)
X44.68	3.306039045	-7.104704682	rna	Ovarian vascular surface endothelium cell(Ovary)
X45.68	5.789378832	15.93117922	rna	Ovarian vascular surface endothelium cell(Ovary)
X46.68	5.442191789	15.21445292	rna	Ovarian vascular surface endothelium cell(Ovary)
X47.68	8.902167986	-16.51854307	rna	Ovarian vascular surface endothelium cell(Ovary)
X48.68	5.221738527	15.37495631	rna	Ovarian vascular surface endothelium cell(Ovary)
X49.68	-0.773743739	19.60514277	rna	Ovarian vascular surface endothelium cell(Ovary)
X0.70	-13.2839797	19.91773814	rna	Granulosa cell_Kctd14 high(Ovary)
X1.69	8.657095621	-15.12588388	rna	Granulosa cell_Kctd14 high(Ovary)
X2.69	11.67096681	12.28489321	rna	Granulosa cell_Kctd14 high(Ovary)
X3.69	-1.269889047	-6.763050858	rna	Granulosa cell_Kctd14 high(Ovary)
X4.69	2.511718223	-6.586083714	rna	Granulosa cell_Kctd14 high(Ovary)
X5.69	6.049213121	16.399872	rna	Granulosa cell_Kctd14 high(Ovary)
X6.69	3.579994867	-7.30724651	rna	Granulosa cell_Kctd14 high(Ovary)
X7.69	8.821715067	-15.84332735	rna	Granulosa cell_Kctd14 high(Ovary)
X8.69	7.343748281	-10.1422661	rna	Granulosa cell_Kctd14 high(Ovary)
X9.69	2.493663023	-6.57978994	rna	Granulosa cell_Kctd14 high(Ovary)
X10.69	8.965163896	-12.4996422	rna	Granulosa cell_Kctd14 high(Ovary)
X11.69	5.561983774	15.48204821	rna	Granulosa cell_Kctd14 high(Ovary)
X12.69	-14.30580931	19.51667422	rna	Granulosa cell_Kctd14 high(Ovary)
X13.69	6.441403577	-8.5701955	rna	Granulosa cell_Kctd14 high(Ovary)
X14.69	8.69491739	-13.18072206	rna	Granulosa cell_Kctd14 high(Ovary)
X15.69	1.716162036	-6.533006016	rna	Granulosa cell_Kctd14 high(Ovary)
X16.69	8.681996057	-13.57589132	rna	Granulosa cell_Kctd14 high(Ovary)
X17.69	-14.08668928	19.62768191	rna	Granulosa cell_Kctd14 high(Ovary)
X18.69	-5.76457577	-6.719488922	rna	Granulosa cell_Kctd14 high(Ovary)
X19.69	-1.096105149	-6.359771553	rna	Granulosa cell_Kctd14 high(Ovary)
X20.69	4.329271982	4.446450409	rna	Granulosa cell_Kctd14 high(Ovary)
X21.69	5.004531095	-7.709407154	rna	Granulosa cell_Kctd14 high(Ovary)
X22.69	-4.575294306	-6.79848415	rna	Granulosa cell_Kctd14 high(Ovary)
X23.69	-1.364579131	-6.716256443	rna	Granulosa cell_Kctd14 high(Ovary)
X24.69	1.78641362	4.908151325	rna	Granulosa cell_Kctd14 high(Ovary)
X25.69	7.191283891	-9.09488279	rna	Granulosa cell_Kctd14 high(Ovary)
X26.69	-3.162262251	-6.46333057	rna	Granulosa cell_Kctd14 high(Ovary)
X27.69	4.591043184	14.20990866	rna	Granulosa cell_Kctd14 high(Ovary)
X28.69	8.849614809	-16.32624132	rna	Granulosa cell_Kctd14 high(Ovary)
X29.69	-4.531438639	-6.823924366	rna	Granulosa cell_Kctd14 high(Ovary)
X30.69	1.936094592	-6.634743515	rna	Granulosa cell_Kctd14 high(Ovary)
X31.69	-13.58529024	19.67946833	rna	Granulosa cell_Kctd14 high(Ovary)
X32.69	-13.45817213	19.73870676	rna	Granulosa cell_Kctd14 high(Ovary)
X33.69	6.436242292	-8.980980698	rna	Granulosa cell_Kctd14 high(Ovary)
X34.69	0.05794693	18.88145464	rna	Granulosa cell_Kctd14 high(Ovary)
X35.69	-0.629911532	-6.352812115	rna	Granulosa cell_Kctd14 high(Ovary)
X36.69	8.321769426	-13.28723318	rna	Granulosa cell_Kctd14 high(Ovary)
X37.69	3.392224977	14.07047766	rna	Granulosa cell_Kctd14 high(Ovary)
X38.69	-4.902034094	-6.780502621	rna	Granulosa cell_Kctd14 high(Ovary)
X39.69	5.902785967	16.09658068	rna	Granulosa cell_Kctd14 high(Ovary)
X40.69	-0.156133016	19.71942156	rna	Granulosa cell_Kctd14 high(Ovary)
X41.69	10.10914106	10.6658718	rna	Granulosa cell_Kctd14 high(Ovary)
X42.69	5.23078079	-7.888042275	rna	Granulosa cell_Kctd14 high(Ovary)
X43.69	6.689340303	17.38476771	rna	Granulosa cell_Kctd14 high(Ovary)
X44.69	7.545897195	-10.60259706	rna	Granulosa cell_Kctd14 high(Ovary)
X45.69	3.355786989	0.318316158	rna	Granulosa cell_Kctd14 high(Ovary)
X46.69	-13.94524317	19.96745127	rna	Granulosa cell_Kctd14 high(Ovary)
X47.69	8.646182726	-13.37850172	rna	Granulosa cell_Kctd14 high(Ovary)
X48.69	8.473694513	-13.2289694	rna	Granulosa cell_Kctd14 high(Ovary)
X49.69	-0.201490005	19.89635676	rna	Granulosa cell_Kctd14 high(Ovary)
X0.71	7.697760294	-11.2632559	rna	Small luteal cell(Ovary)
X1.70	-0.678962519	-6.32177097	rna	Small luteal cell(Ovary)
X2.70	-13.38683157	19.85974329	rna	Small luteal cell(Ovary)
X3.70	-1.448638847	-6.325505081	rna	Small luteal cell(Ovary)
X4.70	-1.328767111	-6.509008232	rna	Small luteal cell(Ovary)
X5.70	-13.32327776	19.85970896	rna	Small luteal cell(Ovary)
X6.70	0.971106539	-6.374226872	rna	Small luteal cell(Ovary)
X7.70	-13.84461622	19.94306582	rna	Small luteal cell(Ovary)
X8.70	4.745084474	14.18962782	rna	Small luteal cell(Ovary)
X9.70	7.90846319	-11.7773512	rna	Small luteal cell(Ovary)
X10.70	6.692679594	-9.220440689	rna	Small luteal cell(Ovary)
X11.70	-13.66348105	19.91572779	rna	Small luteal cell(Ovary)
X12.70	-2.270866444	-6.435367409	rna	Small luteal cell(Ovary)
X13.70	-13.35235338	19.77454012	rna	Small luteal cell(Ovary)
X14.70	-4.228165915	-6.511161152	rna	Small luteal cell(Ovary)
X15.70	7.500405023	-11.33017046	rna	Small luteal cell(Ovary)
X16.70	4.470721433	14.13828009	rna	Small luteal cell(Ovary)
X17.70	3.265686462	-6.849131409	rna	Small luteal cell(Ovary)
X18.70	-1.956008723	-6.594631974	rna	Small luteal cell(Ovary)
X19.70	-1.542642166	-6.700251404	rna	Small luteal cell(Ovary)
X20.70	6.219408224	-8.741374794	rna	Small luteal cell(Ovary)
X21.70	-1.557134321	-6.292501751	rna	Small luteal cell(Ovary)
X22.70	-6.277072241	-6.719309155	rna	Small luteal cell(Ovary)
X23.70	8.983377168	-16.8142069	rna	Small luteal cell(Ovary)
X24.70	2.67752857	-6.804289643	rna	Small luteal cell(Ovary)
X25.70	-5.704006007	-6.210922066	rna	Small luteal cell(Ovary)
X26.70	7.695714662	-10.77040178	rna	Small luteal cell(Ovary)
X27.70	7.824199865	-10.7785185	rna	Small luteal cell(Ovary)
X28.70	-1.879499724	-6.11294109	rna	Small luteal cell(Ovary)
X29.70	8.98995466	-15.76999551	rna	Small luteal cell(Ovary)
X30.70	4.834675024	-7.594880883	rna	Small luteal cell(Ovary)
X31.70	-6.135516932	-6.730168644	rna	Small luteal cell(Ovary)
X32.70	-2.265143683	-6.193221871	rna	Small luteal cell(Ovary)
X33.70	-6.058690836	-6.723598305	rna	Small luteal cell(Ovary)
X34.70	3.623057554	-6.985973183	rna	Small luteal cell(Ovary)
X35.70	4.17272372	-7.419246022	rna	Small luteal cell(Ovary)
X36.70	-0.610978772	-6.079524342	rna	Small luteal cell(Ovary)
X37.70	1.031086633	-6.417131249	rna	Small luteal cell(Ovary)
X38.70	-5.833081057	-6.519134823	rna	Small luteal cell(Ovary)
X39.70	7.479428957	-10.34661752	rna	Small luteal cell(Ovary)
X40.70	1.99847574	-6.632690731	rna	Small luteal cell(Ovary)
X41.70	-1.76237314	-6.592432324	rna	Small luteal cell(Ovary)
X42.70	-3.747350981	-6.645509068	rna	Small luteal cell(Ovary)
X43.70	6.324265669	17.04245013	rna	Small luteal cell(Ovary)
X44.70	-6.082205584	-6.956694905	rna	Small luteal cell(Ovary)
X45.70	3.648107956	-7.437656704	rna	Small luteal cell(Ovary)
X46.70	-5.620503237	-6.616697613	rna	Small luteal cell(Ovary)
X47.70	4.818176935	-7.363065068	rna	Small luteal cell(Ovary)
X48.70	-5.679239085	-6.347050492	rna	Small luteal cell(Ovary)
X49.70	0.336161586	-6.46365482	rna	Small luteal cell(Ovary)
X0.72	-14.29026251	19.64868182	rna	Large luteal cell(Ovary)
X1.71	-13.64324312	19.7467367	rna	Large luteal cell(Ovary)
X2.71	-13.76106005	19.5658552	rna	Large luteal cell(Ovary)
X3.71	-14.21193915	19.62333315	rna	Large luteal cell(Ovary)
X4.71	-14.28938418	19.49103564	rna	Large luteal cell(Ovary)
X5.71	7.397417257	-11.22506029	rna	Large luteal cell(Ovary)
X6.71	-13.71566801	19.70336741	rna	Large luteal cell(Ovary)
X7.71	7.248603056	-10.62716848	rna	Large luteal cell(Ovary)
X8.71	-13.67685919	20.02875727	rna	Large luteal cell(Ovary)
X9.71	-13.63509112	19.79674929	rna	Large luteal cell(Ovary)
X10.71	-14.20283442	19.6314184	rna	Large luteal cell(Ovary)
X11.71	-14.12935286	19.5031225	rna	Large luteal cell(Ovary)
X12.71	-14.28163939	19.51327914	rna	Large luteal cell(Ovary)
X13.71	-13.38089018	19.71139544	rna	Large luteal cell(Ovary)
X14.71	-14.22625761	19.55801409	rna	Large luteal cell(Ovary)
X15.71	-14.28949957	19.5756399	rna	Large luteal cell(Ovary)
X16.71	3.366826246	-6.985551182	rna	Large luteal cell(Ovary)
X17.71	-14.18912916	19.50411051	rna	Large luteal cell(Ovary)
X18.71	-14.22295695	19.5818426	rna	Large luteal cell(Ovary)
X19.71	-3.649511387	-19.83777792	rna	Large luteal cell(Ovary)
X20.71	11.55368967	12.10907381	rna	Large luteal cell(Ovary)
X21.71	-14.17808466	19.67088145	rna	Large luteal cell(Ovary)
X22.71	2.982571075	-6.754410092	rna	Large luteal cell(Ovary)
X23.71	-4.601099303	-6.551286999	rna	Large luteal cell(Ovary)
X24.71	-0.459830394	19.8279497	rna	Large luteal cell(Ovary)
X25.71	-14.28017645	19.52509135	rna	Large luteal cell(Ovary)
X26.71	6.414616773	-9.271348778	rna	Large luteal cell(Ovary)
X27.71	-13.46155005	19.63144129	rna	Large luteal cell(Ovary)
X28.71	-14.05450468	19.71255129	rna	Large luteal cell(Ovary)
X29.71	-13.96944647	19.94518679	rna	Large luteal cell(Ovary)
X30.71	-14.24194269	19.50210398	rna	Large luteal cell(Ovary)
X31.71	9.471143434	10.16202563	rna	Large luteal cell(Ovary)
X32.71	9.066384981	-13.16144926	rna	Large luteal cell(Ovary)
X33.71	-13.98047095	19.78352946	rna	Large luteal cell(Ovary)
X34.71	-13.5670188	19.75299853	rna	Large luteal cell(Ovary)
X35.71	3.594722221	13.97925204	rna	Large luteal cell(Ovary)
X36.71	-13.32711439	19.90714091	rna	Large luteal cell(Ovary)
X37.71	-1.38403528	-6.700544659	rna	Large luteal cell(Ovary)
X38.71	-13.57591181	19.76214617	rna	Large luteal cell(Ovary)
X39.71	5.781160543	15.84989565	rna	Large luteal cell(Ovary)
X40.71	-14.22396403	19.60408228	rna	Large luteal cell(Ovary)
X41.71	-14.31448107	19.67985552	rna	Large luteal cell(Ovary)
X42.71	-14.30435686	19.59033793	rna	Large luteal cell(Ovary)
X43.71	-14.36866408	19.62989634	rna	Large luteal cell(Ovary)
X44.71	3.154961059	14.01210135	rna	Large luteal cell(Ovary)
X45.71	-13.54061442	19.68720454	rna	Large luteal cell(Ovary)
X46.71	1.566392133	14.08491343	rna	Large luteal cell(Ovary)
X47.71	3.316384742	14.04405897	rna	Large luteal cell(Ovary)
X48.71	11.60226793	12.2902643	rna	Large luteal cell(Ovary)
X49.71	-14.06504374	19.57773226	rna	Large luteal cell(Ovary)
X0.73	8.286563585	-12.3684662	rna	Thecal cell(Ovary)
X1.72	7.930747698	-11.55104143	rna	Thecal cell(Ovary)
X2.72	8.853355119	-16.42281133	rna	Thecal cell(Ovary)
X3.72	1.728975365	-6.552506748	rna	Thecal cell(Ovary)
X4.72	4.125516365	14.03022402	rna	Thecal cell(Ovary)
X5.72	-3.664210369	-19.85399992	rna	Thecal cell(Ovary)
X6.72	5.118011663	14.99551218	rna	Thecal cell(Ovary)
X7.72	-2.189454367	-6.339458767	rna	Thecal cell(Ovary)
X8.72	8.033423612	-11.79095441	rna	Thecal cell(Ovary)
X9.72	9.678156564	10.3270418	rna	Thecal cell(Ovary)
X10.72	2.012563059	13.91224402	rna	Thecal cell(Ovary)
X11.72	3.967288444	-7.297090832	rna	Thecal cell(Ovary)
X12.72	-0.142727067	17.32337588	rna	Thecal cell(Ovary)
X13.72	3.332234571	-6.950952355	rna	Thecal cell(Ovary)
X14.72	-0.294969847	16.1414892	rna	Thecal cell(Ovary)
X15.72	4.457422445	14.20173376	rna	Thecal cell(Ovary)
X16.72	8.83803148	-16.23422701	rna	Thecal cell(Ovary)
X17.72	1.093116591	14.25799387	rna	Thecal cell(Ovary)
X18.72	8.65868635	-14.37660772	rna	Thecal cell(Ovary)
X19.72	6.378941724	17.21491068	rna	Thecal cell(Ovary)
X20.72	-13.7657321	19.88467997	rna	Thecal cell(Ovary)
X21.72	8.653052995	-14.17036707	rna	Thecal cell(Ovary)
X22.72	-0.285932412	-6.180282894	rna	Thecal cell(Ovary)
X23.72	1.25197191	-6.45883638	rna	Thecal cell(Ovary)
X24.72	9.446852396	10.13438719	rna	Thecal cell(Ovary)
X25.72	0.05347235	18.97299784	rna	Thecal cell(Ovary)
X26.72	4.479170988	14.2935602	rna	Thecal cell(Ovary)
X27.72	8.836586664	-16.2465685	rna	Thecal cell(Ovary)
X28.72	6.294222543	17.03859919	rna	Thecal cell(Ovary)
X29.72	-0.344976177	16.17171877	rna	Thecal cell(Ovary)
X30.72	8.761166284	-15.6091984	rna	Thecal cell(Ovary)
X31.72	3.386815975	-6.700337712	rna	Thecal cell(Ovary)
X32.72	1.842681239	14.00678748	rna	Thecal cell(Ovary)
X33.72	3.680030534	-7.117839161	rna	Thecal cell(Ovary)
X34.72	6.146253297	-8.523269955	rna	Thecal cell(Ovary)
X35.72	9.156383226	-17.18130476	rna	Thecal cell(Ovary)
X36.72	-1.380113652	-6.584353272	rna	Thecal cell(Ovary)
X37.72	-13.74423533	19.96957606	rna	Thecal cell(Ovary)
X38.72	0.593627433	14.86933154	rna	Thecal cell(Ovary)
X39.72	6.736389825	17.46654528	rna	Thecal cell(Ovary)
X40.72	7.264369676	-9.271017853	rna	Thecal cell(Ovary)
X41.72	3.974150608	14.06863135	rna	Thecal cell(Ovary)
X42.72	-0.130768289	19.74145144	rna	Thecal cell(Ovary)
X43.72	-13.67266875	20.03830355	rna	Thecal cell(Ovary)
X44.72	8.795024583	-13.06240064	rna	Thecal cell(Ovary)
X45.72	-6.052588274	-7.073228661	rna	Thecal cell(Ovary)
X46.72	-3.212560942	-6.516791168	rna	Thecal cell(Ovary)
X47.72	-6.09292536	-6.644221131	rna	Thecal cell(Ovary)
X48.72	3.512988756	-6.983517472	rna	Thecal cell(Ovary)
X49.72	4.603224943	14.19391936	rna	Thecal cell(Ovary)
X0.74	4.726849744	-7.399641339	rna	Osteoblast_Ppic high(Neonatal-Skin)
X1.73	-1.49846082	-6.653826062	rna	Osteoblast_Ppic high(Neonatal-Skin)
X2.73	-16.10546141	-2.054781262	rna	Osteoblast_Ppic high(Neonatal-Skin)
X3.73	4.458846281	4.531425651	rna	Osteoblast_Ppic high(Neonatal-Skin)
X4.73	1.635609458	4.826686081	rna	Osteoblast_Ppic high(Neonatal-Skin)
X5.73	0.760702799	-6.357915703	rna	Osteoblast_Ppic high(Neonatal-Skin)
X6.73	4.637324522	-7.421012226	rna	Osteoblast_Ppic high(Neonatal-Skin)
X7.73	-15.87935095	-1.220863107	rna	Osteoblast_Ppic high(Neonatal-Skin)
X8.73	4.238728712	6.291752037	rna	Osteoblast_Ppic high(Neonatal-Skin)
X9.73	1.826422045	6.780768093	rna	Osteoblast_Ppic high(Neonatal-Skin)
X10.73	7.187305162	-9.927340332	rna	Osteoblast_Ppic high(Neonatal-Skin)
X11.73	1.833981822	3.705361541	rna	Osteoblast_Ppic high(Neonatal-Skin)
X12.73	1.997434447	3.270137008	rna	Osteoblast_Ppic high(Neonatal-Skin)
X13.73	1.50444896	-6.564316574	rna	Osteoblast_Ppic high(Neonatal-Skin)
X14.73	-1.365614226	-6.309214894	rna	Osteoblast_Ppic high(Neonatal-Skin)
X15.73	6.282129476	17.31447047	rna	Osteoblast_Ppic high(Neonatal-Skin)
X16.73	7.170756529	-9.769007508	rna	Osteoblast_Ppic high(Neonatal-Skin)
X17.73	-15.91904288	-0.981674749	rna	Osteoblast_Ppic high(Neonatal-Skin)
X18.73	-15.80527716	-1.103058878	rna	Osteoblast_Ppic high(Neonatal-Skin)
X19.73	4.73217077	-7.668354336	rna	Osteoblast_Ppic high(Neonatal-Skin)
X20.73	4.276251981	4.477828678	rna	Osteoblast_Ppic high(Neonatal-Skin)
X21.73	3.5784039	4.689790901	rna	Osteoblast_Ppic high(Neonatal-Skin)
X22.73	1.856904218	3.625468906	rna	Osteoblast_Ppic high(Neonatal-Skin)
X23.73	-16.38256674	2.497752603	rna	Osteoblast_Ppic high(Neonatal-Skin)
X24.73	-15.8967021	-1.049093131	rna	Osteoblast_Ppic high(Neonatal-Skin)
X25.73	1.788978408	3.790864643	rna	Osteoblast_Ppic high(Neonatal-Skin)
X26.73	-4.59329777	-6.435072724	rna	Osteoblast_Ppic high(Neonatal-Skin)
X27.73	6.514598558	-8.84204847	rna	Osteoblast_Ppic high(Neonatal-Skin)
X28.73	-16.45778113	3.297786888	rna	Osteoblast_Ppic high(Neonatal-Skin)
X29.73	-16.01421004	-0.939628843	rna	Osteoblast_Ppic high(Neonatal-Skin)
X30.73	4.840450952	-7.462989632	rna	Osteoblast_Ppic high(Neonatal-Skin)
X31.73	1.546723316	4.820344623	rna	Osteoblast_Ppic high(Neonatal-Skin)
X32.73	6.776155183	-9.317026917	rna	Osteoblast_Ppic high(Neonatal-Skin)
X33.73	1.851867268	3.593693908	rna	Osteoblast_Ppic high(Neonatal-Skin)
X34.73	-15.8804019	-0.968094397	rna	Osteoblast_Ppic high(Neonatal-Skin)
X35.73	-0.985398581	-6.157067124	rna	Osteoblast_Ppic high(Neonatal-Skin)
X36.73	-4.577937414	-6.719771687	rna	Osteoblast_Ppic high(Neonatal-Skin)
X37.73	1.615043352	4.624519047	rna	Osteoblast_Ppic high(Neonatal-Skin)
X38.73	-15.83351927	-1.411244456	rna	Osteoblast_Ppic high(Neonatal-Skin)
X39.73	-16.12252264	0.090476092	rna	Osteoblast_Ppic high(Neonatal-Skin)
X40.73	6.730484197	-9.047460381	rna	Osteoblast_Ppic high(Neonatal-Skin)
X41.73	6.249363134	-8.472785774	rna	Osteoblast_Ppic high(Neonatal-Skin)
X42.73	-16.14294081	0.498929557	rna	Osteoblast_Ppic high(Neonatal-Skin)
X43.73	-16.02453451	0.276556548	rna	Osteoblast_Ppic high(Neonatal-Skin)
X44.73	-15.91034727	-1.181689087	rna	Osteoblast_Ppic high(Neonatal-Skin)
X45.73	3.827515075	-6.882440869	rna	Osteoblast_Ppic high(Neonatal-Skin)
X46.73	7.534775922	-11.26452333	rna	Osteoblast_Ppic high(Neonatal-Skin)
X47.73	-16.10427122	0.947153863	rna	Osteoblast_Ppic high(Neonatal-Skin)
X48.73	-15.86750632	-0.520082954	rna	Osteoblast_Ppic high(Neonatal-Skin)
X49.73	1.57487149	4.52003878	rna	Osteoblast_Ppic high(Neonatal-Skin)
X0.75	-16.48155623	3.390002903	rna	Osteoblast_Dlk1 high(Neonatal-Skin)
X1.74	-16.06651144	4.533195194	rna	Osteoblast_Dlk1 high(Neonatal-Skin)
X2.74	-16.32347517	2.885231432	rna	Osteoblast_Dlk1 high(Neonatal-Skin)
X3.74	-16.26059942	1.068394002	rna	Osteoblast_Dlk1 high(Neonatal-Skin)
