a,TSNE_1,TSNE_2,X,      ,,,,,,,
2190,X36.15,5.499205785,-2.188357115,DPT cell(Thymus)    ,,,,,,,
2191,X37.15,5.649529418,-2.386095387,DPT cell(Thymus)    ,,,,,,,
2192,X38.15,5.780871911,-2.320674163,DPT cell(Thymus)    ,,,,,,,
2193,X40.15,5.752973449,-2.426373463,DPT cell(Thymus)    ,,,,,,,
2194,X41.15,5.662281311,-2.828072752,DPT cell(Thymus)    ,,,,,,,
2195,X43.15,5.734379913,-2.402464555,DPT cell(Thymus)    ,,,,,,,
2196,X44.15,5.73753618,-2.368130361,DPT cell(Thymus)    ,,,,,,,
2197,X46.15,5.410365787,-2.206854643,DPT cell(Thymus)    ,,,,,,,
2198,X47.15,5.717080306,-2.308228114,DPT cell(Thymus)    ,,,,,,,
2199,X49.15,5.807715543,-2.342327078,DPT cell(Thymus)    ,,,,,,,
2200,X4.16,1.889160725,2.577361591,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2201,X0.17,1.684397141,2.616788078,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2202,X15.16,1.640740191,2.62398311,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2203,X16.16,1.783651456,2.594701534,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2204,X44.16,1.591095539,2.596953196,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2205,X9.16,2.046188623,2.575401993,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2206,X46.16,2.010381151,2.603654584,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2207,X49.16,1.920902385,2.594121239,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2208,X12.16,1.975240371,2.558125924,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2209,X3.16,6.286194056,0.668426711,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2210,X44.21,6.292768288,0.660514806,Spermatids_Cst13 high(Testis)    ,,,,,,,
2211,X0.23,6.287255486,0.67186131,Elongating spermatid(Testis)    ,,,,,,,
2212,X26.22,6.277770112,0.723474347,Elongating spermatid(Testis)    ,,,,,,,
2213,X49.22,6.304586307,0.60187534,Elongating spermatid(Testis)    ,,,,,,,
2214,X5.16,2.017384795,2.567184302,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2215,X27.19,0.405067121,2.52524136,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2216,X4.23,1.09827766,2.746705862,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2217,X8.16,1.53519623,2.465982823,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2218,X47.16,1.783067213,2.460647565,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2219,X42.20,1.183062316,2.514060368,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2220,X22.20,1.285193021,2.549017012,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2221,X10.16,2.015089105,2.625297151,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2222,X14.16,1.440508047,2.549321656,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2223,X28.16,1.628844854,2.474278002,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2224,X24.18,1.576728437,2.465261911,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2225,X41.18,1.365140267,2.537661962,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2226,X46.20,1.197037072,2.527066305,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2227,X34.22,1.576225917,2.620943016,Elongating spermatid(Testis)    ,,,,,,,
2228,X31.21,6.238420464,0.419878981,Spermatids_Cst13 high(Testis)    ,,,,,,,
2229,X37.22,6.396116279,0.648802005,Elongating spermatid(Testis)    ,,,,,,,
2230,X26.16,1.134658421,2.720798879,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2231,X43.17,0.788792468,2.790151947,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2232,X37.20,0.879779862,2.778607712,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2233,X29.23,1.05331452,2.726187961,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2234,X0.24,6.029502355,0.703680561,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2235,X40.23,6.231532776,0.762097217,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2236,X16.22,0.262757838,2.563272185,Elongating spermatid(Testis)    ,,,,,,,
2237,X43.22,0.386020847,2.529279129,Elongating spermatid(Testis)    ,,,,,,,
2238,X1.23,0.311979207,2.551889422,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2239,X2.22,0.303347868,2.582324857,Elongating spermatid(Testis)    ,,,,,,,
2240,X31.16,0.159785742,2.594630615,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2241,X33.23,0.100188327,2.603898605,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2242,X48.23,0.121873226,2.601841658,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2243,X7.20,1.374849633,2.597228049,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2244,X36.16,1.66769865,2.403381049,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2245,X15.18,1.772580116,2.39567722,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2246,X21.18,1.698791267,2.413106769,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2247,X27.18,1.803685201,2.40988002,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2248,X39.18,1.665441136,2.412742045,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2249,X37.16,5.914266087,0.383671188,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2250,X44.22,5.873486442,0.377213713,Elongating spermatid(Testis)    ,,,,,,,
2251,X32.23,6.04951683,0.335698755,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2252,X17.17,0.011164419,2.632108337,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2253,X38.16,-0.040803902,2.654242714,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2254,X29.20,0.064907713,2.626097362,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2255,X27.22,-0.013938859,2.614700189,Elongating spermatid(Testis)    ,,,,,,,
2256,X39.22,0.044752005,2.640465458,Elongating spermatid(Testis)    ,,,,,,,
2257,X2.23,-0.028949306,2.637995738,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2258,X39.16,1.262266981,2.525178342,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2259,X9.20,1.2546731,2.573912379,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2260,X48.20,0.958902854,2.557852129,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2261,X40.16,1.900975324,2.573020902,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2262,X43.16,1.806334448,2.589024424,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2263,X36.18,1.675627601,2.657717509,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2264,X45.16,0.024654135,2.598224593,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2265,X48.16,1.179779363,2.477063387,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
2266,X23.17,0.912140592,2.541283244,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2267,X18.17,0.389881007,2.557185805,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2268,X26.17,0.521279671,2.568548631,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2269,X37.17,0.360419054,2.560881722,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2270,X17.22,0.595817403,2.556956962,Elongating spermatid(Testis)    ,,,,,,,
2271,X29.18,1.242360763,2.658801974,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2272,X1.17,0.938536422,2.640865077,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2273,X3.20,0.958220607,2.661335914,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2274,X20.20,0.947869545,2.640118981,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2275,X44.20,1.023449635,2.557754684,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2276,X10.19,6.451628612,0.552579286,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2277,X2.17,6.59510257,0.456480674,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2278,X15.19,6.679302296,0.332669189,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2279,X47.21,6.734909726,0.193929814,Spermatids_Cst13 high(Testis)    ,,,,,,,
2280,X6.22,6.422896691,0.552295944,Elongating spermatid(Testis)    ,,,,,,,
2281,X15.17,0.739311918,2.829353838,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2282,X3.17,0.766741772,2.84368356,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2283,X28.17,0.912504833,2.751229165,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2284,X23.20,1.079555024,2.741998952,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2285,X24.20,0.670624935,2.812439307,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2286,X4.17,0.73985634,2.777246244,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2287,X27.17,1.092124341,2.769976126,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2288,X12.18,0.887915968,2.811303417,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2289,X34.20,0.74433276,2.811082872,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2290,X45.22,1.062719006,2.742593928,Elongating spermatid(Testis)    ,,,,,,,
2291,X47.17,6.251516278,0.456356562,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2292,X5.17,6.095650251,0.355196014,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2293,X7.19,5.905135099,0.287831282,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2294,X32.22,5.987373749,0.408268308,Elongating spermatid(Testis)    ,,,,,,,
2295,X24.23,5.790933015,0.261650526,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2296,X30.23,5.99633898,0.478762277,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2297,X6.17,0.74941335,2.822278882,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2298,X35.20,0.677963959,2.813260369,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2299,X22.17,0.630410025,2.648549255,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2300,X7.17,0.620817945,2.715542806,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2301,X33.17,0.843638064,2.813759621,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2302,X10.20,0.640398409,2.799592613,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2303,X31.20,0.654085215,2.771129279,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2304,X36.20,0.679040042,2.63354258,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2305,X24.17,6.186474752,0.769257162,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2306,X8.17,6.491336188,0.567652743,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2307,X25.17,6.29275789,0.770893434,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2308,X31.17,6.51327129,0.552784345,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2309,X35.17,6.589431474,0.495560257,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2310,X33.19,6.380741572,0.653350177,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2311,X4.20,0.924765919,2.565065538,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2312,X9.17,0.933680866,2.531850758,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2313,X8.20,1.010778916,2.49691526,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2314,X15.20,1.211226964,2.486098285,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2315,X38.20,0.763955015,2.549765848,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2316,X43.20,0.777154881,2.545557194,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2317,X12.17,0.735815885,2.550288251,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2318,X10.17,0.649914215,2.621706453,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2319,X41.17,0.811300099,2.564252467,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2320,X48.17,0.640246694,2.616699344,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2321,X11.17,6.275176286,0.430965358,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2322,X18.21,6.054965387,0.70715685,Spermatids_Cst13 high(Testis)    ,,,,,,,
2323,X46.17,1.023750179,2.514329477,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2324,X14.17,0.760846741,2.589855013,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2325,X39.20,0.781218305,2.609619475,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2326,X16.20,0.78705058,2.815027693,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2327,X16.17,0.412219558,2.553566569,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2328,X30.17,0.289098754,2.585701261,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2329,X19.17,0.783928274,2.649949805,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2330,X39.17,0.636996975,2.624961888,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2331,X20.17,6.197099222,0.616367295,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2332,X35.19,6.686381874,0.125313159,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2333,X21.17,6.669064351,0.151158313,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2334,X41.21,6.543686103,0.179888285,Spermatids_Cst13 high(Testis)    ,,,,,,,
2335,X21.22,6.565790823,0.147136733,Elongating spermatid(Testis)    ,,,,,,,
2336,X24.22,6.728504011,0.132899584,Elongating spermatid(Testis)    ,,,,,,,
2337,X42.22,6.609560961,0.14386286,Elongating spermatid(Testis)    ,,,,,,,
2338,X38.17,0.78366403,2.5826642,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2339,X47.22,6.24271909,0.770122064,Elongating spermatid(Testis)    ,,,,,,,
2340,X26.20,1.005316975,2.699441995,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2341,X35.23,1.09230821,2.736258655,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2342,X0.21,0.94931093,2.754148526,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2343,X32.17,0.503265842,2.482872175,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2344,X48.19,0.140279486,2.613061497,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2345,X45.20,0.746360387,2.82252419,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2346,X42.17,6.401816901,0.395223794,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2347,X34.17,6.527848577,0.180351067,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2348,X49.20,6.332255188,0.229162401,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2349,X3.22,6.292075987,0.221645353,Elongating spermatid(Testis)    ,,,,,,,
2350,X36.17,5.508426972,0.624257727,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2351,X34.19,5.578651428,0.485019544,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2352,X28.21,5.391912177,0.651851208,Spermatids_Cst13 high(Testis)    ,,,,,,,
2353,X45.23,5.502708471,0.676011541,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2354,X40.17,1.104557793,2.708484447,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2355,X11.19,6.324396861,0.689865566,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2356,X27.23,6.404821396,0.579100238,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2357,X2.19,7.02506395,-0.032663331,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2358,X44.17,6.923364846,-0.047920693,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2359,X9.19,6.878884135,-0.018676257,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2360,X16.21,5.96335886,0.157323708,Spermatids_Cst13 high(Testis)    ,,,,,,,
2361,X19.22,7.0183353,-0.039785375,Elongating spermatid(Testis)    ,,,,,,,
2362,X11.23,7.014229223,-0.056302584,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2363,X45.17,7.035840051,-0.054894588,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2364,X25.22,6.956795918,0.042505939,Elongating spermatid(Testis)    ,,,,,,,
2365,X4.19,6.252208127,0.629553809,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2366,X49.17,0.679288854,2.54426944,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
2367,X6.18,1.78525987,2.48584577,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2368,X30.18,1.796323901,2.458289625,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2369,X42.18,1.799545156,2.433345631,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2370,X14.18,1.737049617,2.405621301,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2371,X2.18,1.632295637,2.431819815,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2372,X3.18,1.721146704,2.398196905,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2373,X46.18,1.76118071,2.412548659,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2374,X26.18,1.86761401,2.453537092,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2375,X33.18,1.799164374,2.471614215,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2376,X5.20,1.512422408,2.502176457,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2377,X8.18,1.754727804,2.464351351,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2378,X13.18,1.6779057,2.48567972,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2379,X9.18,1.843003501,2.430193306,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2380,X10.18,1.634655916,2.440678667,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2381,X43.18,1.567611182,2.463656375,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2382,X31.18,1.743309573,2.528297457,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2383,X18.18,1.055820261,2.520382252,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2384,X20.18,1.451518482,2.468650221,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2385,X49.18,1.550973534,2.4912755,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2386,X23.18,1.707129269,2.408408792,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2387,X25.18,1.691782212,2.506321238,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2388,X28.18,1.693050556,2.359198839,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2389,X2.20,1.296960389,2.680716977,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2390,X47.20,1.266545484,2.548540183,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2391,X35.18,1.87595887,2.459576653,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2392,X45.18,1.905956111,2.272189135,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
2393,X30.19,6.210816142,0.600167423,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2394,X32.21,6.00609413,0.625910093,Spermatids_Cst13 high(Testis)    ,,,,,,,
2395,X5.23,5.926257035,0.593899155,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2396,X3.21,7.037613007,-0.017091378,Spermatids_Cst13 high(Testis)    ,,,,,,,
2397,X17.23,7.037487155,-0.045729462,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2398,X3.19,6.950448858,0.063376161,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2399,X8.19,7.035637274,-0.000629547,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2400,X45.19,6.166890229,0.62587262,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2401,X46.21,7.002893802,0.026701923,Spermatids_Cst13 high(Testis)    ,,,,,,,
2402,X12.23,6.905332741,0.093797759,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2403,X5.19,6.547574619,0.173640318,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2404,X22.19,5.638361047,0.487694235,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2405,X6.19,5.658726568,0.444204244,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2406,X12.21,5.596738201,0.588065578,Spermatids_Cst13 high(Testis)    ,,,,,,,
2407,X14.21,5.596138767,0.485170618,Spermatids_Cst13 high(Testis)    ,,,,,,,
2408,X3.23,5.893836933,0.16260899,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2409,X46.23,7.033862662,0.010437933,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2410,X18.19,6.269705513,0.620870519,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2411,X5.22,6.512171242,0.510799515,Elongating spermatid(Testis)    ,,,,,,,
2412,X12.19,5.535286657,0.418284003,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2413,X37.19,5.578689784,0.348920805,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2414,X43.19,5.519638248,0.428068611,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2415,X30.21,5.554213736,0.39395897,Spermatids_Cst13 high(Testis)    ,,,,,,,
2416,X19.19,5.507286591,1.009556069,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2417,X6.21,5.729385488,0.84990157,Spermatids_Cst13 high(Testis)    ,,,,,,,
2418,X36.21,5.49277466,0.932153209,Spermatids_Cst13 high(Testis)    ,,,,,,,
2419,X37.21,5.910347517,0.773953176,Spermatids_Cst13 high(Testis)    ,,,,,,,
2420,X14.19,5.621344803,0.642755575,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2421,X26.21,5.85427553,0.274044178,Spermatids_Cst13 high(Testis)    ,,,,,,,
2422,X40.21,5.757175529,0.534622214,Spermatids_Cst13 high(Testis)    ,,,,,,,
2423,X31.23,6.594241835,0.418959624,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2424,X16.19,5.614029926,0.288932443,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2425,X32.19,5.52263873,0.407067589,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2426,X17.19,5.759183059,0.223524961,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2427,X20.19,0.818672551,2.834879936,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2428,X13.20,0.743957449,2.825910572,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2429,X46.19,5.307853802,0.440885757,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2430,X15.21,5.227776281,0.474303575,Spermatids_Cst13 high(Testis)    ,,,,,,,
2431,X23.19,5.301303642,0.43000713,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2432,X13.21,5.252844568,0.413517152,Spermatids_Cst13 high(Testis)    ,,,,,,,
2433,X21.21,5.19321211,0.49020803,Spermatids_Cst13 high(Testis)    ,,,,,,,
2434,X25.19,5.480524594,1.002729508,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2435,X8.21,5.500689576,0.82260909,Spermatids_Cst13 high(Testis)    ,,,,,,,
2436,X26.19,5.21533756,0.460870147,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2437,X28.19,5.239925463,0.42286283,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2438,X29.19,5.927302835,0.510978278,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2439,X36.19,5.477731371,0.539749518,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2440,X38.19,6.324339394,0.603394757,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2441,X30.22,6.475706667,0.477705111,Elongating spermatid(Testis)    ,,,,,,,
2442,X10.21,5.70461331,0.957517416,Spermatids_Cst13 high(Testis)    ,,,,,,,
2443,X40.19,5.796920773,0.195921233,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2444,X29.22,5.774662019,0.236058441,Elongating spermatid(Testis)    ,,,,,,,
2445,X49.19,5.829724917,0.377322238,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2446,X41.19,5.630160003,0.601345185,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2447,X11.21,5.863558033,0.265574862,Spermatids_Cst13 high(Testis)    ,,,,,,,
2448,X44.19,5.84971291,0.269213634,Spermatids_Tnp1 high(Testis)    ,,,,,,,
2449,X25.21,5.874199749,0.242717698,Spermatids_Cst13 high(Testis)    ,,,,,,,
2450,X29.21,5.938078954,0.216428776,Spermatids_Cst13 high(Testis)    ,,,,,,,
2451,X45.21,5.931999354,0.225897893,Spermatids_Cst13 high(Testis)    ,,,,,,,
2452,X19.21,6.567809625,0.361181225,Spermatids_Cst13 high(Testis)    ,,,,,,,
2453,X23.21,6.034592234,0.679085723,Spermatids_Cst13 high(Testis)    ,,,,,,,
2454,X43.21,5.878501902,0.809881394,Spermatids_Cst13 high(Testis)    ,,,,,,,
2455,X14.22,0.17216415,2.609251883,Elongating spermatid(Testis)    ,,,,,,,
2456,X1.20,1.115960882,2.532595465,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2457,X11.20,1.735551089,2.57653613,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2458,X41.20,1.698215336,2.639681933,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2459,X6.20,1.05380567,2.761824284,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2460,X27.20,1.26976796,2.569710105,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2461,X28.20,1.362149858,2.653855736,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2462,X8.22,0.670170382,2.845726229,Elongating spermatid(Testis)    ,,,,,,,
2463,X14.20,0.793184978,2.595197161,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2464,X17.20,0.813868006,2.540509969,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2465,X19.20,1.347256039,2.674777156,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2466,X21.20,1.567542204,2.485927572,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2467,X25.20,0.211697114,2.597405883,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2468,X35.22,1.044537551,2.742245927,Elongating spermatid(Testis)    ,,,,,,,
2469,X30.20,0.246522201,2.58366374,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2470,X32.20,0.726171738,2.836305419,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2471,X33.20,1.451311188,2.557465268,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
2472,X10.23,6.233414261,0.265162862,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
2473,X4.21,6.560435745,0.343879778,Spermatids_Cst13 high(Testis)    ,,,,,,,
2474,X39.21,6.370388491,0.483114754,Spermatids_Cst13 high(Testis)    ,,,,,,,
2475,X39.23,6.571335073,0.33137678,Spermatogonia_1700001P01Rik high(Testis)    ,,,,,,,
