Dim1	Dim2	Dataset		
X35.18	6.326637764	-3.783960001	rna	Spermatocyte_Slc2a3 high(Testis)
X36.18	2.531754036	-0.110521571	rna	Spermatocyte_Slc2a3 high(Testis)
X37.18	15.71664192	-6.638484136	rna	Spermatocyte_Slc2a3 high(Testis)
X38.18	17.84753944	-3.593170301	rna	Spermatocyte_Slc2a3 high(Testis)
X39.18	18.23759987	-3.098094598	rna	Spermatocyte_Slc2a3 high(Testis)
X40.18	8.660884399	-4.021311418	rna	Spermatocyte_Slc2a3 high(Testis)
X41.18	13.30940105	-3.605102674	rna	Spermatocyte_Slc2a3 high(Testis)
X42.18	-23.88115166	2.574528321	rna	Spermatocyte_Slc2a3 high(Testis)
X43.18	18.64258148	-2.605209962	rna	Spermatocyte_Slc2a3 high(Testis)
X44.18	16.99213936	-4.809509412	rna	Spermatocyte_Slc2a3 high(Testis)
X45.18	9.337229271	-4.010234014	rna	Spermatocyte_Slc2a3 high(Testis)
X46.18	16.48967506	-5.527784482	rna	Spermatocyte_Slc2a3 high(Testis)
X47.18	5.151338119	-3.305098669	rna	Spermatocyte_Slc2a3 high(Testis)
X48.18	16.21013977	-5.929548875	rna	Spermatocyte_Slc2a3 high(Testis)
X49.18	9.188563843	-4.210686342	rna	Spermatocyte_Slc2a3 high(Testis)
X0.20	8.599972267	-4.155809537	rna	Spermatids_Tnp1 high(Testis)
X1.19	18.78039505	-2.529861108	rna	Spermatids_Tnp1 high(Testis)
X2.19	0.020085354	0.060862764	rna	Spermatids_Tnp1 high(Testis)
X3.19	-6.968940239	2.154786154	rna	Spermatids_Tnp1 high(Testis)
X4.19	-0.849490743	0.095206007	rna	Spermatids_Tnp1 high(Testis)
X5.19	2.806581993	-0.908948318	rna	Spermatids_Tnp1 high(Testis)
X6.19	-2.144407253	-0.630755321	rna	Spermatids_Tnp1 high(Testis)
X7.19	-2.858730178	-1.108193294	rna	Spermatids_Tnp1 high(Testis)
X8.19	-4.311629276	0.816235288	rna	Spermatids_Tnp1 high(Testis)
X9.19	-1.531061362	0.245684727	rna	Spermatids_Tnp1 high(Testis)
X10.19	2.216594	-0.25833346	rna	Spermatids_Tnp1 high(Testis)
X11.19	7.118449707	-3.852894918	rna	Spermatids_Tnp1 high(Testis)
X12.19	-0.575511943	-0.320353643	rna	Spermatids_Tnp1 high(Testis)
X13.19	7.614161987	-3.946758405	rna	Spermatids_Tnp1 high(Testis)
X14.19	-7.111036282	1.776053681	rna	Spermatids_Tnp1 high(Testis)
X15.19	2.329921741	-0.392094032	rna	Spermatids_Tnp1 high(Testis)
X16.19	-2.587103825	-0.932514326	rna	Spermatids_Tnp1 high(Testis)
X17.19	-2.543704491	-0.510037796	rna	Spermatids_Tnp1 high(Testis)
X18.19	4.658741493	-2.804723875	rna	Spermatids_Tnp1 high(Testis)
X19.19	2.788321037	-0.683108703	rna	Spermatids_Tnp1 high(Testis)
X20.19	-1.942251306	0.728795334	rna	Spermatids_Tnp1 high(Testis)
X21.19	7.312222977	-3.85789837	rna	Spermatids_Tnp1 high(Testis)
X22.19	4.4432378	6.614713534	rna	Spermatids_Tnp1 high(Testis)
X23.19	-2.849713426	-0.746846334	rna	Spermatids_Tnp1 high(Testis)
X24.19	18.41625549	-2.949655191	rna	Spermatids_Tnp1 high(Testis)
X25.19	-3.653489571	-1.084064857	rna	Spermatids_Tnp1 high(Testis)
X26.19	-2.259747129	-0.887959377	rna	Spermatids_Tnp1 high(Testis)
X27.19	5.584063072	-3.433488981	rna	Spermatids_Tnp1 high(Testis)
X28.19	-7.977357845	2.753437146	rna	Spermatids_Tnp1 high(Testis)
X29.19	2.531150837	-0.725417511	rna	Spermatids_Tnp1 high(Testis)
X30.19	2.292619247	0.121894225	rna	Spermatids_Tnp1 high(Testis)
X31.19	4.318456669	-3.156597749	rna	Spermatids_Tnp1 high(Testis)
X32.19	2.331325073	-0.839495794	rna	Spermatids_Tnp1 high(Testis)
X33.19	-0.203187685	0.053916319	rna	Spermatids_Tnp1 high(Testis)
X34.19	-3.230267029	-1.6585349	rna	Spermatids_Tnp1 high(Testis)
X35.19	-4.888376455	-20.33142294	rna	Spermatids_Tnp1 high(Testis)
X36.19	-3.253581505	-1.609929697	rna	Spermatids_Tnp1 high(Testis)
X37.19	-7.702432137	3.164042457	rna	Spermatids_Tnp1 high(Testis)
X38.19	-7.372050266	2.346738978	rna	Spermatids_Tnp1 high(Testis)
X39.19	2.926779528	-0.655975715	rna	Spermatids_Tnp1 high(Testis)
X40.19	2.530313034	0.068684562	rna	Spermatids_Tnp1 high(Testis)
X41.19	-8.077871304	2.084159478	rna	Spermatids_Tnp1 high(Testis)
X42.19	18.58880951	-2.668134347	rna	Spermatids_Tnp1 high(Testis)
X43.19	-1.787755053	0.5500326	rna	Spermatids_Tnp1 high(Testis)
X44.19	-0.945553686	0.144764169	rna	Spermatids_Tnp1 high(Testis)
X45.19	6.442176361	-3.655413286	rna	Spermatids_Tnp1 high(Testis)
X46.19	-1.315496366	-0.199613348	rna	Spermatids_Tnp1 high(Testis)
X47.19	-23.89512489	2.588590368	rna	Spermatids_Tnp1 high(Testis)
X48.19	5.990367908	-3.679261819	rna	Spermatids_Tnp1 high(Testis)
X49.19	-4.100270968	1.864821239	rna	Spermatids_Tnp1 high(Testis)
X0.21	-3.543838005	-1.350153581	rna	Spermatocyte_Mesp1 high(Testis)
X1.20	2.902937193	-0.339521662	rna	Spermatocyte_Mesp1 high(Testis)
X2.20	6.078532238	-3.669701711	rna	Spermatocyte_Mesp1 high(Testis)
X3.20	-3.373969059	-1.611677305	rna	Spermatocyte_Mesp1 high(Testis)
X4.20	-1.570465844	0.11968027	rna	Spermatocyte_Mesp1 high(Testis)
X5.20	-3.34450243	0.829797491	rna	Spermatocyte_Mesp1 high(Testis)
X6.20	4.754464645	-2.988240854	rna	Spermatocyte_Mesp1 high(Testis)
X7.20	18.6892009	-2.598743574	rna	Spermatocyte_Mesp1 high(Testis)
X8.20	4.043991585	-2.402449266	rna	Spermatocyte_Mesp1 high(Testis)
X9.20	6.087131042	-3.674671308	rna	Spermatocyte_Mesp1 high(Testis)
X10.20	-3.93081377	-0.59676911	rna	Spermatocyte_Mesp1 high(Testis)
X11.20	-3.114632111	1.334263533	rna	Spermatocyte_Mesp1 high(Testis)
X12.20	-3.180739145	-0.065887109	rna	Spermatocyte_Mesp1 high(Testis)
X13.20	1.860577125	-0.243274704	rna	Spermatocyte_Mesp1 high(Testis)
X14.20	-3.757814627	1.656438275	rna	Spermatocyte_Mesp1 high(Testis)
X15.20	18.61603882	-2.586403028	rna	Spermatocyte_Mesp1 high(Testis)
X16.20	-3.834254007	0.267909153	rna	Spermatocyte_Mesp1 high(Testis)
X17.20	-7.65143774	3.01967202	rna	Spermatocyte_Mesp1 high(Testis)
X18.20	18.61149742	-2.745378629	rna	Spermatocyte_Mesp1 high(Testis)
X19.20	-4.865280132	0.450811549	rna	Spermatocyte_Mesp1 high(Testis)
X20.20	-1.958771269	-0.492109314	rna	Spermatocyte_Mesp1 high(Testis)
X21.20	-1.327391516	-0.473646657	rna	Spermatocyte_Mesp1 high(Testis)
X22.20	8.141437073	-4.022064344	rna	Spermatocyte_Mesp1 high(Testis)
X23.20	-0.794781547	-0.114394084	rna	Spermatocyte_Mesp1 high(Testis)
X24.20	-3.401133042	-1.364831583	rna	Spermatocyte_Mesp1 high(Testis)
X25.20	-5.517920952	1.234564304	rna	Spermatocyte_Mesp1 high(Testis)
X26.20	5.69715311	-3.658999578	rna	Spermatocyte_Mesp1 high(Testis)
X27.20	1.607325811	-0.996433393	rna	Spermatocyte_Mesp1 high(Testis)
X28.20	4.366358299	-3.05329527	rna	Spermatocyte_Mesp1 high(Testis)
X29.20	4.272558231	-2.357520954	rna	Spermatocyte_Mesp1 high(Testis)
X30.20	-3.58696888	1.080306723	rna	Spermatocyte_Mesp1 high(Testis)
X31.20	-3.391736489	-1.649235622	rna	Spermatocyte_Mesp1 high(Testis)
X32.20	-6.3986759	2.776853665	rna	Spermatocyte_Mesp1 high(Testis)
X33.20	-5.446501713	1.679168387	rna	Spermatocyte_Mesp1 high(Testis)
X34.20	-4.595780831	1.625122651	rna	Spermatocyte_Mesp1 high(Testis)
X35.20	-7.257047634	2.629610761	rna	Spermatocyte_Mesp1 high(Testis)
X36.20	-6.319110375	2.74832414	rna	Spermatocyte_Mesp1 high(Testis)
X37.20	-2.808842879	-0.71616377	rna	Spermatocyte_Mesp1 high(Testis)
X38.20	-2.366371851	-1.008445159	rna	Spermatocyte_Mesp1 high(Testis)
X39.20	-2.984966498	-0.282248274	rna	Spermatocyte_Mesp1 high(Testis)
X40.20	0.057943601	-0.083344237	rna	Spermatocyte_Mesp1 high(Testis)
X41.20	-4.54653595	-0.122563259	rna	Spermatocyte_Mesp1 high(Testis)
X42.20	6.213884849	-3.801748411	rna	Spermatocyte_Mesp1 high(Testis)
X43.20	-3.418402891	-1.602422372	rna	Spermatocyte_Mesp1 high(Testis)
X44.20	-4.161300163	1.722531422	rna	Spermatocyte_Mesp1 high(Testis)
X45.20	-6.507468681	2.182882353	rna	Spermatocyte_Mesp1 high(Testis)
X46.20	4.678031463	-2.95742716	rna	Spermatocyte_Mesp1 high(Testis)
X47.20	1.359082956	-0.170774356	rna	Spermatocyte_Mesp1 high(Testis)
X48.20	-0.840966534	-0.137575284	rna	Spermatocyte_Mesp1 high(Testis)
X49.20	-6.585231762	1.964945956	rna	Spermatocyte_Mesp1 high(Testis)
X0.22	9.066190262	-3.974584238	rna	Spermatids_Cst13 high(Testis)
X1.21	15.31462242	-7.042284147	rna	Spermatids_Cst13 high(Testis)
X2.21	18.07632782	-3.285078184	rna	Spermatids_Cst13 high(Testis)
X3.21	-4.092424135	0.118628844	rna	Spermatids_Cst13 high(Testis)
X4.21	-3.888311129	1.224552243	rna	Spermatids_Cst13 high(Testis)
X5.21	2.909558554	-0.786258356	rna	Spermatids_Cst13 high(Testis)
X6.21	5.891638775	-3.508551256	rna	Spermatids_Cst13 high(Testis)
X7.21	15.61872437	-6.757628576	rna	Spermatids_Cst13 high(Testis)
X8.21	4.721584339	-3.068648473	rna	Spermatids_Cst13 high(Testis)
X9.21	15.41555931	-6.978320257	rna	Spermatids_Cst13 high(Testis)
X10.21	-2.929957729	-1.283024923	rna	Spermatids_Cst13 high(Testis)
X11.21	-5.862081509	1.270133405	rna	Spermatids_Cst13 high(Testis)
X12.21	2.558919449	-0.184126989	rna	Spermatids_Cst13 high(Testis)
X13.21	-7.18965147	2.499466761	rna	Spermatids_Cst13 high(Testis)
X14.21	2.218526382	-1.285492794	rna	Spermatids_Cst13 high(Testis)
X15.21	5.96974184	-3.581558362	rna	Spermatids_Cst13 high(Testis)
X16.21	2.862577696	-0.735402242	rna	Spermatids_Cst13 high(Testis)
X17.21	4.102854748	-2.603629247	rna	Spermatids_Cst13 high(Testis)
X18.21	5.034825344	-3.205118791	rna	Spermatids_Cst13 high(Testis)
X19.21	4.342392464	-2.947677747	rna	Spermatids_Cst13 high(Testis)
X20.21	5.875015755	-3.507139818	rna	Spermatids_Cst13 high(Testis)
X21.21	-0.40168504	-0.178934471	rna	Spermatids_Cst13 high(Testis)
X22.21	18.65098145	-2.59617366	rna	Spermatids_Cst13 high(Testis)
X23.21	2.001384516	-0.077107207	rna	Spermatids_Cst13 high(Testis)
X24.21	3.93067791	-2.747018949	rna	Spermatids_Cst13 high(Testis)
X25.21	-1.151202742	-0.270620123	rna	Spermatids_Cst13 high(Testis)
X26.21	-3.110508185	-1.687882797	rna	Spermatids_Cst13 high(Testis)
X27.21	5.602491398	-3.366841451	rna	Spermatids_Cst13 high(Testis)
X28.21	-4.019916992	-0.586209909	rna	Spermatids_Cst13 high(Testis)
X29.21	2.725652237	-0.238804475	rna	Spermatids_Cst13 high(Testis)
X30.21	2.004595299	-0.496441261	rna	Spermatids_Cst13 high(Testis)
X31.21	11.57746269	-3.346199647	rna	Spermatids_Cst13 high(Testis)
X32.21	4.333021183	-3.025293485	rna	Spermatids_Cst13 high(Testis)
X33.21	-1.550375532	0.099029287	rna	Spermatids_Cst13 high(Testis)
X34.21	-3.601944666	-1.441187278	rna	Spermatids_Cst13 high(Testis)
X35.21	15.34247543	-7.046538488	rna	Spermatids_Cst13 high(Testis)
X36.21	-1.469621729	0.267726644	rna	Spermatids_Cst13 high(Testis)
X37.21	3.874856014	-2.615689413	rna	Spermatids_Cst13 high(Testis)
X38.21	12.50053265	-3.52936186	rna	Spermatids_Cst13 high(Testis)
X39.21	3.028523464	-0.407580272	rna	Spermatids_Cst13 high(Testis)
X40.21	-7.964222412	2.189836427	rna	Spermatids_Cst13 high(Testis)
X41.21	-2.855290036	-1.073552982	rna	Spermatids_Cst13 high(Testis)
X42.21	8.023335953	-3.984386579	rna	Spermatids_Cst13 high(Testis)
X43.21	2.733646889	-0.264987961	rna	Spermatids_Cst13 high(Testis)
X44.21	9.976532478	-3.678506986	rna	Spermatids_Cst13 high(Testis)
X45.21	2.674794454	-0.199595229	rna	Spermatids_Cst13 high(Testis)
X46.21	2.025705356	-0.774835483	rna	Spermatids_Cst13 high(Testis)
X47.21	7.975029487	-3.924156801	rna	Spermatids_Cst13 high(Testis)
X48.21	15.74505951	-6.600941793	rna	Spermatids_Cst13 high(Testis)
X49.21	-1.510652553	0.235588177	rna	Spermatids_Cst13 high(Testis)
X0.23	5.719154854	-3.47667803	rna	Elongating spermatid(Testis)
X1.22	-7.521103363	1.464283533	rna	Elongating spermatid(Testis)
X2.22	4.378959198	-3.110219614	rna	Elongating spermatid(Testis)
X3.22	-2.884742837	0.930210694	rna	Elongating spermatid(Testis)
X4.22	2.986033459	-1.113062994	rna	Elongating spermatid(Testis)
X5.22	-2.421343546	-0.73729767	rna	Elongating spermatid(Testis)
X6.22	2.705708046	-0.462880746	rna	Elongating spermatid(Testis)
X7.22	0.720341821	-0.256397025	rna	Elongating spermatid(Testis)
X8.22	1.610589285	-0.18766679	rna	Elongating spermatid(Testis)
X9.22	12.10388901	22.16911684	rna	Elongating spermatid(Testis)
X10.22	-23.8848748	2.578279837	rna	Elongating spermatid(Testis)
X11.22	-3.963414889	-0.352490918	rna	Elongating spermatid(Testis)
X12.22	-4.700563173	2.016532405	rna	Elongating spermatid(Testis)
X13.22	-7.773798447	2.722057804	rna	Elongating spermatid(Testis)
X14.22	-2.645647626	-1.37741603	rna	Elongating spermatid(Testis)
X15.22	-3.453398447	-0.397030489	rna	Elongating spermatid(Testis)
X16.22	17.91321327	-3.480288641	rna	Elongating spermatid(Testis)
X17.22	-1.702072721	-0.603264467	rna	Elongating spermatid(Testis)
X18.22	-4.321048956	1.009028806	rna	Elongating spermatid(Testis)
X19.22	-7.720016937	2.84515868	rna	Elongating spermatid(Testis)
X20.22	-5.012593012	1.207629218	rna	Elongating spermatid(Testis)
X21.22	-2.721949916	0.286289557	rna	Elongating spermatid(Testis)
X22.22	-2.930425983	0.156929596	rna	Elongating spermatid(Testis)
X23.22	-8.015101891	1.867101862	rna	Elongating spermatid(Testis)
X24.22	-1.862368922	0.552221461	rna	Elongating spermatid(Testis)
X25.22	2.693912287	-0.292434708	rna	Elongating spermatid(Testis)
X26.22	-2.534780007	0.337986215	rna	Elongating spermatid(Testis)
X27.22	5.673573036	-3.554262296	rna	Elongating spermatid(Testis)
X28.22	-6.075568657	1.261047005	rna	Elongating spermatid(Testis)
X29.22	2.842236776	-0.403201477	rna	Elongating spermatid(Testis)
X30.22	-3.149556379	1.439083363	rna	Elongating spermatid(Testis)
X31.22	-5.324371319	2.092712744	rna	Elongating spermatid(Testis)
X32.22	-23.87160919	2.565065726	rna	Elongating spermatid(Testis)
X33.22	15.96968033	-6.296268598	rna	Elongating spermatid(Testis)
X34.22	6.596571464	-3.796849863	rna	Elongating spermatid(Testis)
X35.22	-2.711763244	-0.279534356	rna	Elongating spermatid(Testis)
X36.22	-2.04955874	0.316703661	rna	Elongating spermatid(Testis)
X37.22	-4.447666149	1.754718586	rna	Elongating spermatid(Testis)
X38.22	-0.657717745	0.08118604	rna	Elongating spermatid(Testis)
X39.22	-0.972704518	0.504326685	rna	Elongating spermatid(Testis)
X40.22	-2.880134802	1.084744527	rna	Elongating spermatid(Testis)
X41.22	2.943752308	-0.62604107	rna	Elongating spermatid(Testis)
X42.22	-3.166767578	0.291910633	rna	Elongating spermatid(Testis)
X43.22	-3.056899409	0.551518186	rna	Elongating spermatid(Testis)
X44.22	18.73384621	-2.604389802	rna	Elongating spermatid(Testis)
X45.22	1.971497793	0.031951412	rna	Elongating spermatid(Testis)
X46.22	-8.172493439	2.004229351	rna	Elongating spermatid(Testis)
X47.22	-0.627868514	0.375522598	rna	Elongating spermatid(Testis)
X48.22	-4.406435232	1.245459168	rna	Elongating spermatid(Testis)
X49.22	-0.734645765	0.245186194	rna	Elongating spermatid(Testis)
X0.24	6.574785728	-3.807605878	rna	Spermatogonia_1700001P01Rik high(Testis)
X1.23	4.892995376	-3.161759511	rna	Spermatogonia_1700001P01Rik high(Testis)
X2.23	-1.782369237	0.417994603	rna	Spermatogonia_1700001P01Rik high(Testis)
X3.23	-3.826525669	1.151544645	rna	Spermatogonia_1700001P01Rik high(Testis)
X4.23	-3.112776499	0.120622738	rna	Spermatogonia_1700001P01Rik high(Testis)
X5.23	2.414237041	-0.152452365	rna	Spermatogonia_1700001P01Rik high(Testis)
X6.23	2.32850172	-0.483250276	rna	Spermatogonia_1700001P01Rik high(Testis)
X7.23	3.882840175	-2.582599298	rna	Spermatogonia_1700001P01Rik high(Testis)
X8.23	-4.104043942	-0.296080486	rna	Spermatogonia_1700001P01Rik high(Testis)
X9.23	2.618336935	-0.80148162	rna	Spermatogonia_1700001P01Rik high(Testis)
X10.23	-3.43338583	0.193645104	rna	Spermatogonia_1700001P01Rik high(Testis)
X11.23	-23.86195801	2.555438741	rna	Spermatogonia_1700001P01Rik high(Testis)
X12.23	-2.419484477	-0.323626057	rna	Spermatogonia_1700001P01Rik high(Testis)
X13.23	7.979761619	-3.990895406	rna	Spermatogonia_1700001P01Rik high(Testis)
X14.23	2.465296764	-1.404998199	rna	Spermatogonia_1700001P01Rik high(Testis)
X15.23	-6.757841091	3.092160805	rna	Spermatogonia_1700001P01Rik high(Testis)
X16.23	-4.214728098	0.540073856	rna	Spermatogonia_1700001P01Rik high(Testis)
X17.23	-4.132743578	1.632183313	rna	Spermatogonia_1700001P01Rik high(Testis)
X18.23	-7.626646023	1.845778211	rna	Spermatogonia_1700001P01Rik high(Testis)
X19.23	18.27265503	-3.034421102	rna	Spermatogonia_1700001P01Rik high(Testis)
X20.23	10.250546	-3.540057317	rna	Spermatogonia_1700001P01Rik high(Testis)
X21.23	-6.816950779	2.330994173	rna	Spermatogonia_1700001P01Rik high(Testis)
X22.23	-0.514123063	-0.221852557	rna	Spermatogonia_1700001P01Rik high(Testis)
X23.23	-1.314770918	-0.118024961	rna	Spermatogonia_1700001P01Rik high(Testis)
X24.23	-1.39129747	-0.243778006	rna	Spermatogonia_1700001P01Rik high(Testis)
X25.23	10.0628381	-3.59191002	rna	Spermatogonia_1700001P01Rik high(Testis)
X26.23	-3.973700504	-0.17173864	rna	Spermatogonia_1700001P01Rik high(Testis)
X27.23	4.514778156	-3.161416666	rna	Spermatogonia_1700001P01Rik high(Testis)
X28.23	0.08327486	-0.11179711	rna	Spermatogonia_1700001P01Rik high(Testis)
X29.23	9.525728721	-4.024768487	rna	Spermatogonia_1700001P01Rik high(Testis)
X30.23	2.501755733	-0.877588884	rna	Spermatogonia_1700001P01Rik high(Testis)
X31.23	-1.04986443	0.080633744	rna	Spermatogonia_1700001P01Rik high(Testis)
X32.23	9.232657928	-4.147002355	rna	Spermatogonia_1700001P01Rik high(Testis)
X33.23	-1.091166954	0.342587217	rna	Spermatogonia_1700001P01Rik high(Testis)
X34.23	-1.607164066	0.090350135	rna	Spermatogonia_1700001P01Rik high(Testis)
X35.23	-1.02832642	-0.249284879	rna	Spermatogonia_1700001P01Rik high(Testis)
X36.23	2.875264187	-0.743506328	rna	Spermatogonia_1700001P01Rik high(Testis)
X37.23	-1.923532586	-0.571442381	rna	Spermatogonia_1700001P01Rik high(Testis)
X38.23	-2.877915602	-1.361650602	rna	Spermatogonia_1700001P01Rik high(Testis)
X39.23	-3.745622378	-0.749870435	rna	Spermatogonia_1700001P01Rik high(Testis)
X40.23	2.526934881	-0.837263719	rna	Spermatogonia_1700001P01Rik high(Testis)
X41.23	5.5252948	-3.414821283	rna	Spermatogonia_1700001P01Rik high(Testis)
X42.23	-2.988701801	-1.702131406	rna	Spermatogonia_1700001P01Rik high(Testis)
X43.23	-2.801173668	0.370303734	rna	Spermatogonia_1700001P01Rik high(Testis)
X44.23	3.724285621	-2.432408945	rna	Spermatogonia_1700001P01Rik high(Testis)
X45.23	-3.420327406	-1.020133869	rna	Spermatogonia_1700001P01Rik high(Testis)
X46.23	4.239453335	-2.694541112	rna	Spermatogonia_1700001P01Rik high(Testis)
X47.23	-3.534404974	-1.317068235	rna	Spermatogonia_1700001P01Rik high(Testis)
X48.23	-3.01085804	-1.222470895	rna	Spermatogonia_1700001P01Rik high(Testis)
X49.23	-3.743166905	1.235566228	rna	Spermatogonia_1700001P01Rik high(Testis)
X0.25	8.16768219	-4.014016286	rna	Dividing cell(Stomach)
X1.24	7.819025535	-21.49039854	rna	Dividing cell(Stomach)
X2.24	4.100521107	-2.522953407	rna	Dividing cell(Stomach)
X3.24	8.200269241	-3.999429361	rna	Dividing cell(Stomach)
X4.24	2.000578661	-0.082621948	rna	Dividing cell(Stomach)
X5.24	5.377244491	-3.42899336	rna	Dividing cell(Stomach)
X6.24	11.85302593	-3.394202367	rna	Dividing cell(Stomach)
X7.24	8.150577087	-3.938959734	rna	Dividing cell(Stomach)
X8.24	13.48014786	-3.616360799	rna	Dividing cell(Stomach)
X9.24	-5.776811581	1.612275421	rna	Dividing cell(Stomach)
X10.24	2.743868847	-0.599610464	rna	Dividing cell(Stomach)
X11.24	16.35030128	-5.72736992	rna	Dividing cell(Stomach)
X12.24	-2.985946279	-1.264156477	rna	Dividing cell(Stomach)
X13.24	7.675382156	-3.933110849	rna	Dividing cell(Stomach)
X14.24	5.247203846	-3.173187391	rna	Dividing cell(Stomach)
X15.24	5.728748817	-3.325918809	rna	Dividing cell(Stomach)
X16.24	2.448768158	-1.239994184	rna	Dividing cell(Stomach)
X17.24	4.794907589	-2.461532966	rna	Dividing cell(Stomach)
X18.24	-2.212996345	-0.11792554	rna	Dividing cell(Stomach)
X19.24	16.53986694	-5.45797743	rna	Dividing cell(Stomach)
X20.24	8.609566231	-4.051928655	rna	Dividing cell(Stomach)
X21.24	1.4829426	-0.83086671	rna	Dividing cell(Stomach)
X22.24	7.878579635	-4.066070215	rna	Dividing cell(Stomach)
X23.24	1.788366575	-0.91894211	rna	Dividing cell(Stomach)
X24.24	2.814139862	-0.384205357	rna	Dividing cell(Stomach)
X25.24	1.90278842	-1.029581205	rna	Dividing cell(Stomach)
X26.24	6.213213463	-3.732470171	rna	Dividing cell(Stomach)
X27.24	16.9562278	-4.85189499	rna	Dividing cell(Stomach)
X28.24	16.61171295	-5.337542192	rna	Dividing cell(Stomach)
X29.24	5.327846546	-3.32907261	rna	Dividing cell(Stomach)
X30.24	16.9285083	-4.910617486	rna	Dividing cell(Stomach)
X31.24	6.535688419	-3.891367094	rna	Dividing cell(Stomach)
X32.24	-6.54983614	1.426881929	rna	Dividing cell(Stomach)
X33.24	4.789523144	-3.085297719	rna	Dividing cell(Stomach)
X34.24	7.514174003	-3.914127962	rna	Dividing cell(Stomach)
X35.24	7.888571281	-3.940227644	rna	Dividing cell(Stomach)
X36.24	-6.862586479	3.122295125	rna	Dividing cell(Stomach)
X37.24	7.77423336	-3.845275537	rna	Dividing cell(Stomach)
X38.24	14.16430618	-3.519754068	rna	Dividing cell(Stomach)
X39.24	9.919149895	-3.728601114	rna	Dividing cell(Stomach)
X40.24	5.370640297	-3.33229746	rna	Dividing cell(Stomach)
X41.24	11.62156822	-3.351446764	rna	Dividing cell(Stomach)
X42.24	3.991860885	-2.481766597	rna	Dividing cell(Stomach)
X43.24	-6.571362953	2.529836162	rna	Dividing cell(Stomach)
X44.24	17.14800789	-4.572650091	rna	Dividing cell(Stomach)
X45.24	1.71970417	-0.957413332	rna	Dividing cell(Stomach)
X46.24	-2.969250779	-0.438071744	rna	Dividing cell(Stomach)
X47.24	9.359068413	-4.020771162	rna	Dividing cell(Stomach)
X48.24	13.79470493	-3.581728593	rna	Dividing cell(Stomach)
X49.24	2.046229381	-0.476168648	rna	Dividing cell(Stomach)
X0.26	-2.593440514	0.399732574	rna	Stomach cell_Gkn2 high(Stomach)
X1.25	2.188535471	-0.408767716	rna	Stomach cell_Gkn2 high(Stomach)
X2.25	-2.320425015	-0.43101813	rna	Stomach cell_Gkn2 high(Stomach)
X3.25	9.271161575	-4.133930341	rna	Stomach cell_Gkn2 high(Stomach)
X4.25	-2.489938002	-1.129227535	rna	Stomach cell_Gkn2 high(Stomach)
X5.25	-3.567336302	1.634156614	rna	Stomach cell_Gkn2 high(Stomach)
X6.25	-3.28047679	-0.64091386	rna	Stomach cell_Gkn2 high(Stomach)
X7.25	-3.234027367	0.647236868	rna	Stomach cell_Gkn2 high(Stomach)
X8.25	2.018544931	-0.638163225	rna	Stomach cell_Gkn2 high(Stomach)
X9.25	-5.610598545	1.472806855	rna	Stomach cell_Gkn2 high(Stomach)
X10.25	-2.733612161	0.284694537	rna	Stomach cell_Gkn2 high(Stomach)
X11.25	-4.176599722	1.498393021	rna	Stomach cell_Gkn2 high(Stomach)
X12.25	-3.110383492	-0.192956344	rna	Stomach cell_Gkn2 high(Stomach)
X13.25	-6.992308121	2.058445378	rna	Stomach cell_Gkn2 high(Stomach)
X14.25	1.447143097	-0.444101707	rna	Stomach cell_Gkn2 high(Stomach)
X15.25	-2.718577604	-0.997609273	rna	Stomach cell_Gkn2 high(Stomach)
X16.25	-2.96880887	-0.999436752	rna	Stomach cell_Gkn2 high(Stomach)
X17.25	4.468132515	-2.753429548	rna	Stomach cell_Gkn2 high(Stomach)
X18.25	2.850729008	-0.540235058	rna	Stomach cell_Gkn2 high(Stomach)
X19.25	-2.418961506	0.62024556	rna	Stomach cell_Gkn2 high(Stomach)
X20.25	-7.598935108	2.496315225	rna	Stomach cell_Gkn2 high(Stomach)
X21.25	2.870533247	-0.88227214	rna	Stomach cell_Gkn2 high(Stomach)
X22.25	-7.684627991	1.674839838	rna	Stomach cell_Gkn2 high(Stomach)
X23.25	1.749068756	-0.597885744	rna	Stomach cell_Gkn2 high(Stomach)
X24.25	-3.158787947	-1.583855526	rna	Stomach cell_Gkn2 high(Stomach)
X25.25	-1.077069414	0.07256399	rna	Stomach cell_Gkn2 high(Stomach)
X26.25	-2.692975025	-0.689622299	rna	Stomach cell_Gkn2 high(Stomach)
X27.25	4.09631731	-2.806315557	rna	Stomach cell_Gkn2 high(Stomach)
X28.25	-7.25924633	2.860953673	rna	Stomach cell_Gkn2 high(Stomach)
X29.25	2.809388656	-0.700243846	rna	Stomach cell_Gkn2 high(Stomach)
X30.25	-6.483677368	3.02200888	rna	Stomach cell_Gkn2 high(Stomach)
X31.25	4.338797588	5.45264469	rna	Stomach cell_Gkn2 high(Stomach)
X32.25	-7.835025292	1.90394704	rna	Stomach cell_Gkn2 high(Stomach)
X33.25	4.85897686	-2.734063283	rna	Stomach cell_Gkn2 high(Stomach)
X34.25	1.967560072	-0.725760356	rna	Stomach cell_Gkn2 high(Stomach)
X35.25	-6.985430222	2.745703443	rna	Stomach cell_Gkn2 high(Stomach)
X36.25	5.721917171	-3.605582849	rna	Stomach cell_Gkn2 high(Stomach)
