a,TSNE_1,TSNE_2,X
X16.22,-2.97309120314873,2.73602601187982,Elongating spermatid(Testis)
X43.22,-2.85661707633649,2.73342877916142,Elongating spermatid(Testis)
X1.23,-2.9162204620531,2.78060517143291,Spermatogonia_1700001P01Rik high(Testis)
X2.22,-3.01867882964858,2.8174336476244,Elongating spermatid(Testis)
X31.16,-3.07419315966229,2.75497560784204,Spermatocyte_1700001F09Rik high(Testis)
X33.23,-3.09313302210861,2.75336095787391,Spermatogonia_1700001P01Rik high(Testis)
X48.23,-3.1009350204505,2.7824011592485,Spermatogonia_1700001P01Rik high(Testis)
X7.20,6.46234616077911,5.79570558721629,Spermatocyte_Mesp1 high(Testis)
X4.18,5.4355692010172,7.31244182921962,Spermatocyte_Slc2a3 high(Testis)
X36.16,5.68190647675852,7.2696742181355,Spermatocyte_1700001F09Rik high(Testis)
X15.18,5.56719612754855,7.29487392184705,Spermatocyte_Slc2a3 high(Testis)
X21.18,5.71719526517707,7.26455784387192,Spermatocyte_Slc2a3 high(Testis)
X27.18,5.60084081835785,7.28853971330225,Spermatocyte_Slc2a3 high(Testis)
X39.18,5.84501806016595,7.22400123252,Spermatocyte_Slc2a3 high(Testis)
X37.16,-6.93221814628282,4.02711900032214,Spermatocyte_1700001F09Rik high(Testis)
X33.22,-7.00780411117489,4.00943883242564,Elongating spermatid(Testis)
X44.22,-6.95705933314119,4.02043587563163,Elongating spermatid(Testis)
X19.23,-6.78568129461183,4.12951469914994,Spermatogonia_1700001P01Rik high(Testis)
X32.23,-6.98205250666871,4.02444921203113,Spermatogonia_1700001P01Rik high(Testis)
X17.17,-3.32804079132599,2.78229045798746,Spermatocyte_Calm2 high(Testis)
X38.16,-3.35471395955576,2.78041099371013,Spermatocyte_1700001F09Rik high(Testis)
X29.20,-3.18851314207903,2.85338497622855,Spermatocyte_Mesp1 high(Testis)
X27.22,-3.4202183283531,2.81792133213973,Elongating spermatid(Testis)
X39.22,-3.21382854442801,2.79001651745069,Elongating spermatid(Testis)
X2.23,-3.36624156811023,2.80554922988006,Spermatogonia_1700001P01Rik high(Testis)
X39.16,6.61484759685222,5.91608500172197,Spermatocyte_1700001F09Rik high(Testis)
X9.20,6.54318649368111,5.8502903649899,Spermatocyte_Mesp1 high(Testis)
X48.20,6.70574309871561,6.06104543618284,Spermatocyte_Mesp1 high(Testis)
X40.16,6.23618287712219,5.71621768918389,Spermatocyte_1700001F09Rik high(Testis)
X43.16,6.75782039369991,6.83967865128204,Spermatocyte_1700001F09Rik high(Testis)
X36.18,6.80786748928268,6.79940905661689,Spermatocyte_Slc2a3 high(Testis)
X45.16,-3.45238765870396,2.83772943552304,Spermatocyte_1700001F09Rik high(Testis)
X48.16,6.73693790491805,6.07974011390105,Spermatocyte_1700001F09Rik high(Testis)
X23.17,6.74882282819461,6.13690077721283,Spermatocyte_Calm2 high(Testis)
X18.17,-2.9815182082728,2.83252587432704,Spermatocyte_Calm2 high(Testis)
X26.17,-2.83654973135142,2.77524195057171,Spermatocyte_Calm2 high(Testis)
X37.17,-3.0958733801687,2.93181981472242,Spermatocyte_Calm2 high(Testis)
X17.22,-2.89589172415127,2.81472274136456,Elongating spermatid(Testis)
X29.18,6.61282383234717,6.83370311159355,Spermatocyte_Slc2a3 high(Testis)
X1.17,6.51563394753227,6.81190368340347,Spermatocyte_Calm2 high(Testis)
X3.20,6.57053732114368,6.75853539141219,Spermatocyte_Mesp1 high(Testis)
X20.20,6.50436292209227,6.8018354095913,Spermatocyte_Mesp1 high(Testis)
X44.20,6.42815869969367,6.90367317332571,Spermatocyte_Mesp1 high(Testis)
X10.19,-7.63603591515159,11.8113674422329,Spermatids_Tnp1 high(Testis)
X2.17,-7.63532054966621,11.7186488147112,Spermatocyte_Calm2 high(Testis)
X15.19,-7.65101307711037,11.515623705402,Spermatids_Tnp1 high(Testis)
X20.21,-7.62823656882409,11.8114663552535,Spermatids_Cst13 high(Testis)
X47.21,-7.25896502325355,4.1433270533502,Spermatids_Cst13 high(Testis)
X6.22,-7.64900319463525,11.778288575225,Elongating spermatid(Testis)
X15.17,5.87980206911122,5.41533392245614,Spermatocyte_Calm2 high(Testis)
X3.17,6.11193632610101,5.53141936181557,Spermatocyte_Calm2 high(Testis)
X28.17,6.17230127485824,5.57150089194584,Spermatocyte_Calm2 high(Testis)
X23.20,6.3787966844692,5.71920597112156,Spermatocyte_Mesp1 high(Testis)
X24.20,6.10141448720273,5.4981727374754,Spermatocyte_Mesp1 high(Testis)
X4.17,-2.23903490039694,2.47130847610031,Spermatocyte_Calm2 high(Testis)
X27.17,-2.45005081212356,2.42508230783003,Spermatocyte_Calm2 high(Testis)
X12.18,-2.26555413782946,2.47311232378775,Spermatocyte_Slc2a3 high(Testis)
X34.20,5.94606588667955,5.43883444970201,Spermatocyte_Mesp1 high(Testis)
X45.22,-2.43403496554591,2.42813468870849,Elongating spermatid(Testis)
X47.17,-7.44078743287966,11.9496100918161,Spermatocyte_Calm2 high(Testis)
X5.17,-7.32290872700653,12.0008468419938,Spermatocyte_Calm2 high(Testis)
X7.19,-7.11623781724269,12.0719164925995,Spermatids_Tnp1 high(Testis)
X32.22,-7.3612861904471,11.9864035137606,Elongating spermatid(Testis)
X24.23,-6.97658100879657,12.1091209109076,Spermatogonia_1700001P01Rik high(Testis)
X30.23,-7.41847087618367,11.963181494802,Spermatogonia_1700001P01Rik high(Testis)
X6.17,6.02368846939914,5.47174985075878,Spermatocyte_Calm2 high(Testis)
X35.20,6.1526108313264,5.53692252859593,Spermatocyte_Mesp1 high(Testis)
X22.17,6.62461327166068,6.05058161797503,Spermatocyte_Calm2 high(Testis)
X7.17,6.43513538464194,5.79207152728073,Spermatocyte_Calm2 high(Testis)
X33.17,6.34494002201945,5.68361236095717,Spermatocyte_Calm2 high(Testis)
X10.20,6.17904808529368,5.55326058755933,Spermatocyte_Mesp1 high(Testis)
X31.20,6.31606908750946,5.67625134237934,Spermatocyte_Mesp1 high(Testis)
X36.20,6.67669882919187,6.00735439613275,Spermatocyte_Mesp1 high(Testis)
X24.17,-6.2857441168041,4.10357130940799,Spermatocyte_Calm2 high(Testis)
X8.17,-6.33507977742428,3.98359063960702,Spermatocyte_Calm2 high(Testis)
X25.17,-6.26381237607985,4.09962654864595,Spermatocyte_Calm2 high(Testis)
X31.17,-6.27116543414813,3.95253904021932,Spermatocyte_Calm2 high(Testis)
X35.17,-6.41708814890188,3.9935005880684,Spermatocyte_Calm2 high(Testis)
X33.19,-6.29545798011604,4.07230051218054,Spermatids_Tnp1 high(Testis)
X4.20,6.7629179605054,6.34717220252536,Spermatocyte_Mesp1 high(Testis)
X9.17,6.77270659423212,6.29415251455786,Spermatocyte_Calm2 high(Testis)
X8.20,6.77822806657636,6.23617285714106,Spermatocyte_Mesp1 high(Testis)
X15.20,6.7997980539672,6.23955172795501,Spermatocyte_Mesp1 high(Testis)
X38.20,6.73207468991126,6.24065186984688,Spermatocyte_Mesp1 high(Testis)
X43.20,6.75878882148411,6.2054083510667,Spermatocyte_Mesp1 high(Testis)
X12.17,6.73231565566174,6.13187754908097,Spermatocyte_Calm2 high(Testis)
X10.17,6.70140819821264,6.10783050817926,Spermatocyte_Calm2 high(Testis)
X41.17,6.73724309200805,6.17180047902642,Spermatocyte_Calm2 high(Testis)
X48.17,6.68610881137595,6.08324786521477,Spermatocyte_Calm2 high(Testis)
X11.17,-7.46508949999105,11.9321017641289,Spermatocyte_Calm2 high(Testis)
X13.17,-7.56013851523319,11.8515253846914,Spermatocyte_Calm2 high(Testis)
X18.21,-7.56637451844842,11.8796053029776,Spermatids_Cst13 high(Testis)
X46.17,6.76896236137086,6.16317962459799,Spermatocyte_Calm2 high(Testis)
X14.17,6.73168830701363,6.4223022577313,Spermatocyte_Calm2 high(Testis)
X39.20,6.70348539978288,6.47647579591697,Spermatocyte_Mesp1 high(Testis)
X16.20,5.83183150966985,5.37969150060652,Spermatocyte_Mesp1 high(Testis)
X16.17,-2.94457812537789,2.92358716266356,Spermatocyte_Calm2 high(Testis)
X30.17,-3.09908650090177,2.88699624702611,Spermatocyte_Calm2 high(Testis)
X19.17,6.60213905897172,6.60911850182239,Spermatocyte_Calm2 high(Testis)
X39.17,6.69274043851142,6.21992401826969,Spermatocyte_Calm2 high(Testis)
X20.17,-6.52012687872166,4.32125232049142,Spermatocyte_Calm2 high(Testis)
X35.19,-7.22618880718888,4.04329622936542,Spermatids_Tnp1 high(Testis)
X21.17,-7.10456291039428,4.0155745728529,Spermatocyte_Calm2 high(Testis)
X41.21,-7.10720014828838,4.01350949959857,Spermatids_Cst13 high(Testis)
X21.22,-7.18165692383196,4.00647710683137,Elongating spermatid(Testis)
X24.22,-7.22964115540807,4.07516901346691,Elongating spermatid(Testis)
X42.22,-7.17999590171578,4.02847036438004,Elongating spermatid(Testis)
X38.17,6.65932993723783,5.99184844429033,Spermatocyte_Calm2 high(Testis)
X29.17,-6.33876173368638,4.16455254909511,Spermatocyte_Calm2 high(Testis)
X47.22,-6.31535476942796,4.20921973452891,Elongating spermatid(Testis)
X26.20,-2.53957474956533,2.47510545773887,Spermatocyte_Mesp1 high(Testis)
X35.23,-2.49219624610088,2.43840151327969,Spermatogonia_1700001P01Rik high(Testis)
X32.17,-5.83537517431677,3.83776978141923,Spermatocyte_Calm2 high(Testis)
X48.19,-3.21414357077849,2.89572366957635,Spermatids_Tnp1 high(Testis)
X45.20,6.24497129855211,5.58975988149541,Spermatocyte_Mesp1 high(Testis)
X42.17,-6.8432707079094,4.15328111030753,Spermatocyte_Calm2 high(Testis)
X34.17,-7.13298208847793,4.03061227999378,Spermatocyte_Calm2 high(Testis)
X49.20,-7.08874249656543,4.00502793063764,Spermatocyte_Mesp1 high(Testis)
X3.22,-7.06840805887618,3.9991721493092,Elongating spermatid(Testis)
X24.19,-4.30188066397846,11.6682497605255,Spermatids_Tnp1 high(Testis)
X36.17,-4.27364122157185,11.6750575934988,Spermatocyte_Calm2 high(Testis)
X34.19,-4.1214800891102,11.5965460158964,Spermatids_Tnp1 high(Testis)
X28.21,-4.3970510606478,11.7256949255635,Spermatids_Cst13 high(Testis)
X34.21,-4.54775459065294,11.7920167646655,Spermatids_Cst13 high(Testis)
X45.23,-4.35858490222454,11.7207860899677,Spermatogonia_1700001P01Rik high(Testis)
X40.17,-2.51202124304485,2.46738662916994,Spermatocyte_Calm2 high(Testis)
X11.19,-6.35056487076526,4.30017913109693,Spermatids_Tnp1 high(Testis)
X27.23,-6.4840565047675,4.27694459451273,Spermatogonia_1700001P01Rik high(Testis)
X2.19,-5.98673543463584,12.1795795200104,Spermatids_Tnp1 high(Testis)
X44.17,-6.18498164146515,12.1765305874157,Spermatocyte_Calm2 high(Testis)
X9.19,-6.19589489333035,12.1739292733323,Spermatids_Tnp1 high(Testis)
X16.21,-6.73211444914957,12.1445741279378,Spermatids_Cst13 high(Testis)
X19.22,-5.99859111222853,12.1745088922319,Elongating spermatid(Testis)
X11.23,-6.07006585170132,12.180387848559,Spermatogonia_1700001P01Rik high(Testis)
X45.17,-6.0394958300533,12.1801977045545,Spermatocyte_Calm2 high(Testis)
X25.22,-5.82323285398834,12.1619227001619,Elongating spermatid(Testis)
X4.19,-7.57718401912518,11.8602366411021,Spermatids_Tnp1 high(Testis)
X49.17,6.74819234319044,6.20640624635789,Spermatocyte_Calm2 high(Testis)
X6.18,0.706492497890433,7.88249710787056,Spermatocyte_Slc2a3 high(Testis)
X11.18,0.562619325593054,7.87922636643243,Spermatocyte_Slc2a3 high(Testis)
X30.18,0.569242352777571,7.88248692999245,Spermatocyte_Slc2a3 high(Testis)
X37.18,0.638780074226694,7.87546042332374,Spermatocyte_Slc2a3 high(Testis)
X42.18,0.470909136519532,7.88199595896469,Spermatocyte_Slc2a3 high(Testis)
X5.18,5.57631600119932,7.29353116955331,Spermatocyte_Slc2a3 high(Testis)
X1.18,5.66254828973589,7.27746991078496,Spermatocyte_Slc2a3 high(Testis)
X17.18,5.70035848771383,7.26786886387522,Spermatocyte_Slc2a3 high(Testis)
X32.18,5.63264548414655,7.28172136852694,Spermatocyte_Slc2a3 high(Testis)
X14.18,5.6484753358496,7.27628993091338,Spermatocyte_Slc2a3 high(Testis)
X2.18,5.82684912366654,7.2263943095524,Spermatocyte_Slc2a3 high(Testis)
X3.18,5.59426614744557,7.28776585797888,Spermatocyte_Slc2a3 high(Testis)
X22.18,5.48407459758768,7.30502672060783,Spermatocyte_Slc2a3 high(Testis)
X46.18,5.48611543999991,7.30803854465501,Spermatocyte_Slc2a3 high(Testis)
X26.18,0.850747051732216,7.87921929044785,Spermatocyte_Slc2a3 high(Testis)
X33.18,0.712911305278251,7.88017266657071,Spermatocyte_Slc2a3 high(Testis)
X7.18,6.53840049710217,5.83889212715867,Spermatocyte_Slc2a3 high(Testis)
X5.20,6.5243761550856,5.83127874187975,Spermatocyte_Mesp1 high(Testis)
X8.18,0.425461588497387,7.86130920199788,Spermatocyte_Slc2a3 high(Testis)
X13.18,0.612502215452866,7.85438403507968,Spermatocyte_Slc2a3 high(Testis)
X48.18,0.437195776101645,7.87774014293495,Spermatocyte_Slc2a3 high(Testis)
X9.18,0.341514403443306,7.84186974908017,Spermatocyte_Slc2a3 high(Testis)
X38.18,0.398851730170772,7.87518839331101,Spermatocyte_Slc2a3 high(Testis)
X10.18,5.87488271649925,7.21714010038378,Spermatocyte_Slc2a3 high(Testis)
X43.18,5.85743441266578,7.22017289922668,Spermatocyte_Slc2a3 high(Testis)
X31.18,0.712830971661699,7.87681964150008,Spermatocyte_Slc2a3 high(Testis)
X16.18,5.60440145860936,7.29013418578161,Spermatocyte_Slc2a3 high(Testis)
X18.18,6.7857743023598,6.28977856415121,Spermatocyte_Slc2a3 high(Testis)
X19.18,6.79011713816604,6.26543807235589,Spermatocyte_Slc2a3 high(Testis)
X20.18,6.09002584352637,7.1188599759945,Spermatocyte_Slc2a3 high(Testis)
X49.18,5.97740482774237,7.17894372146341,Spermatocyte_Slc2a3 high(Testis)
X23.18,5.42255021916493,7.31813296573268,Spermatocyte_Slc2a3 high(Testis)
X25.18,0.608918658755525,7.87814552102972,Spermatocyte_Slc2a3 high(Testis)
X28.18,5.6432666779465,7.2781141438742,Spermatocyte_Slc2a3 high(Testis)
X2.20,6.61047125052642,6.8106987273673,Spermatocyte_Mesp1 high(Testis)
X47.20,6.31735259528016,6.99064869673046,Spermatocyte_Mesp1 high(Testis)
X35.18,5.28894716183536,7.33072189055001,Spermatocyte_Slc2a3 high(Testis)
X40.18,5.6086637453962,7.29018465135013,Spermatocyte_Slc2a3 high(Testis)
X45.18,5.6210730339782,7.28746200012679,Spermatocyte_Slc2a3 high(Testis)
X47.18,6.11445192892958,7.12758240182166,Spermatocyte_Slc2a3 high(Testis)
X30.19,-7.58917132374914,11.8622149829861,Spermatids_Tnp1 high(Testis)
X1.19,-7.48704268726296,11.9368259036071,Spermatids_Tnp1 high(Testis)
X32.21,-7.50698574538035,11.9266287112612,Spermatids_Cst13 high(Testis)
X5.23,-7.52340447055269,11.9224629072355,Spermatogonia_1700001P01Rik high(Testis)
X3.21,-5.91401675085358,12.1754023935461,Spermatids_Cst13 high(Testis)
X17.23,-6.00751206850378,12.1824698620495,Spermatogonia_1700001P01Rik high(Testis)
X3.19,-5.71255865671837,12.1465209326061,Spermatids_Tnp1 high(Testis)
X8.19,-5.84415347175805,12.1710550836748,Spermatids_Tnp1 high(Testis)
X45.19,-5.25502757171717,12.0571817996828,Spermatids_Tnp1 high(Testis)
X46.21,-5.80009401522105,12.1451424758872,Spermatids_Cst13 high(Testis)
X12.23,-5.69383029508566,12.1456052071554,Spermatogonia_1700001P01Rik high(Testis)
X41.22,-7.58498873028964,11.8698428693978,Elongating spermatid(Testis)
X5.19,-7.17290527993849,4.01590168621597,Spermatids_Tnp1 high(Testis)
X22.19,-3.98469159277852,11.5379973334806,Spermatids_Tnp1 high(Testis)
X6.19,-3.95820099394616,11.5356173534105,Spermatids_Tnp1 high(Testis)
X12.21,-3.68511557778294,11.4548044250038,Spermatids_Cst13 high(Testis)
X14.21,-3.77400138821965,11.4463181550769,Spermatids_Cst13 high(Testis)
X3.23,-6.93162629372217,12.1017935491683,Spermatogonia_1700001P01Rik high(Testis)
X20.23,-6.87286018453956,12.1548005848475,Spermatogonia_1700001P01Rik high(Testis)
X46.23,-5.85974376212633,12.1874169124618,Spermatogonia_1700001P01Rik high(Testis)
X22.21,-6.8416896905393,12.1382129728354,Spermatids_Cst13 high(Testis)
X18.19,-7.61311795952773,11.8365006331788,Spermatids_Tnp1 high(Testis)
X5.22,-7.65675850288827,11.7829641884398,Elongating spermatid(Testis)
X31.19,-3.9176835689144,12.6031564287949,Spermatids_Tnp1 high(Testis)
X12.19,-3.92005165407875,12.6049988171833,Spermatids_Tnp1 high(Testis)
X37.19,-3.92483397064327,12.6182617207049,Spermatids_Tnp1 high(Testis)
X43.19,-3.92383677157397,12.6165667887956,Spermatids_Tnp1 high(Testis)
X30.21,-3.92287168147891,12.6147897335583,Spermatids_Cst13 high(Testis)
X38.21,-3.85407375939591,12.4345075238346,Spermatids_Cst13 high(Testis)
X19.19,-4.98479608822197,11.9949972871376,Spermatids_Tnp1 high(Testis)
X13.19,-4.98386167941107,11.9805760972215,Spermatids_Tnp1 high(Testis)
X6.21,-5.09334475507455,12.0141935219878,Spermatids_Cst13 high(Testis)
X24.21,-4.97393481961342,11.975080708132,Spermatids_Cst13 high(Testis)
X36.21,-4.78613947106037,11.9009948367026,Spermatids_Cst13 high(Testis)
X37.21,-5.14524299277779,12.0294016683553,Spermatids_Cst13 high(Testis)
X14.19,-3.60258457629046,11.505811567315,Spermatids_Tnp1 high(Testis)
X26.21,-3.6969556169608,11.7348122915424,Spermatids_Cst13 high(Testis)
X27.21,-3.69601199926033,11.6271477108961,Spermatids_Cst13 high(Testis)
X40.21,-3.68744945853246,11.6154647879924,Spermatids_Cst13 high(Testis)
X31.23,-7.64937237368403,11.6372999109658,Spermatogonia_1700001P01Rik high(Testis)
X16.19,-3.92541815772793,12.6248527360719,Spermatids_Tnp1 high(Testis)
X32.19,-3.91524783367559,12.600292565108,Spermatids_Tnp1 high(Testis)
X17.19,-6.887993695006,12.1306251445071,Spermatids_Tnp1 high(Testis)
X39.19,-5.04196012929419,12.0018232875409,Spermatids_Tnp1 high(Testis)
X47.19,-5.0293072879167,11.9915415620909,Spermatids_Tnp1 high(Testis)
X20.19,6.2352175427515,5.58850944841921,Spermatids_Tnp1 high(Testis)
X13.20,6.16421852690054,5.55151892777346,Spermatocyte_Mesp1 high(Testis)
X46.19,-3.79995682581638,12.2432826779836,Spermatids_Tnp1 high(Testis)
X21.19,-3.83301163760138,12.3667484389145,Spermatids_Tnp1 high(Testis)
X2.21,-3.83272302016649,12.3664199150381,Spermatids_Cst13 high(Testis)
X15.21,-3.82922620652607,12.3593805486023,Spermatids_Cst13 high(Testis)
X42.21,-3.82359420377313,12.3442116792596,Spermatids_Cst13 high(Testis)
X23.19,-3.83481530008228,12.3703924881199,Spermatids_Tnp1 high(Testis)
X13.21,-3.84277983389415,12.3885635645684,Spermatids_Cst13 high(Testis)
X21.21,-3.83795728403783,12.3775191735793,Spermatids_Cst13 high(Testis)
X48.21,-4.5363955084146,11.7881388896859,Spermatids_Cst13 high(Testis)
X25.19,-4.80428332234522,11.9034117288884,Spermatids_Tnp1 high(Testis)
X8.21,-4.91199052214745,11.9375438701598,Spermatids_Cst13 high(Testis)
X17.21,-4.97893331765449,11.9744342262866,Spermatids_Cst13 high(Testis)
X26.19,-3.83614576938999,12.3656547791196,Spermatids_Tnp1 high(Testis)
X28.19,-3.84181610412768,12.3965198594508,Spermatids_Tnp1 high(Testis)
X29.19,-7.46818607096951,11.9563541765748,Spermatids_Tnp1 high(Testis)
X36.19,-3.79659377611943,11.3945846206952,Spermatids_Tnp1 high(Testis)
X38.19,-7.62189968825816,11.8532029536941,Spermatids_Tnp1 high(Testis)
X30.22,-7.6573396054148,11.8017348044834,Elongating spermatid(Testis)
X10.21,-5.0320478629515,11.996703942251,Spermatids_Cst13 high(Testis)
X40.19,-6.90202586592572,12.1289065051569,Spermatids_Tnp1 high(Testis)
X29.22,-6.88099060550503,12.1346791617357,Elongating spermatid(Testis)
X49.19,-3.72070927878616,11.7004314694265,Spermatids_Tnp1 high(Testis)
X41.19,-3.76936142975721,11.5307961368683,Spermatids_Tnp1 high(Testis)
X11.21,-3.7025260457004,11.7667986809251,Spermatids_Cst13 high(Testis)
X44.19,-3.68992636887219,11.7558877034078,Spermatids_Tnp1 high(Testis)
X25.21,-3.72504144035085,11.8338524448389,Spermatids_Cst13 high(Testis)
X29.21,-3.71144456651027,11.7670033080243,Spermatids_Cst13 high(Testis)
X45.21,-3.71140155993832,11.7709724310646,Spermatids_Cst13 high(Testis)
X19.21,-5.47320541169773,12.1037174299708,Spermatids_Cst13 high(Testis)
X23.21,-5.20823363418536,12.0489597476279,Spermatids_Cst13 high(Testis)
X43.21,-5.10016139422539,12.0162411843649,Spermatids_Cst13 high(Testis)
X14.22,-3.16113289974778,2.886956148493,Elongating spermatid(Testis)
X1.20,6.82018537568806,6.34469993245363,Spermatocyte_Mesp1 high(Testis)
X11.20,6.86415933992873,6.70287312056604,Spermatocyte_Mesp1 high(Testis)
X41.20,6.79595202685487,6.77473463243414,Spermatocyte_Mesp1 high(Testis)
X6.20,-2.41078689296396,2.39443965040109,Spermatocyte_Mesp1 high(Testis)
X27.20,6.55079095494955,5.8663686955451,Spermatocyte_Mesp1 high(Testis)
X28.20,6.46455965226502,5.79497006647664,Spermatocyte_Mesp1 high(Testis)
X12.20,6.16237422438509,5.63283095650032,Spermatocyte_Mesp1 high(Testis)
X8.22,6.15773468363602,5.53677374396989,Elongating spermatid(Testis)
X14.20,6.70625147393237,6.46679831365347,Spermatocyte_Mesp1 high(Testis)
X17.20,6.7527512643398,6.34027776050854,Spermatocyte_Mesp1 high(Testis)
X19.20,6.74116624220455,6.71562956176279,Spermatocyte_Mesp1 high(Testis)
X21.20,5.94033580527681,7.17707237962933,Spermatocyte_Mesp1 high(Testis)
X25.20,-3.32435535506072,2.9589814152395,Spermatocyte_Mesp1 high(Testis)
X35.22,6.37405707526743,5.71262608725089,Elongating spermatid(Testis)
X30.20,-3.11081386832604,2.87233241268493,Spermatocyte_Mesp1 high(Testis)
X32.20,6.25906419054435,5.61275489055989,Spermatocyte_Mesp1 high(Testis)
X33.20,6.81310776202024,6.57502454480365,Spermatocyte_Mesp1 high(Testis)
X10.23,-6.9983630529803,4.02665994057279,Spermatogonia_1700001P01Rik high(Testis)
X9.21,-3.52238602612018,11.7893055503674,Spermatids_Cst13 high(Testis)
X1.21,-4.87664648954185,11.9349060486808,Spermatids_Cst13 high(Testis)
X35.21,-4.74325597478254,11.8762945673781,Spermatids_Cst13 high(Testis)
X4.21,-5.49986029574199,12.1142874743178,Spermatids_Cst13 high(Testis)
X39.21,-5.34972018664934,12.0841553106181,Spermatids_Cst13 high(Testis)
X39.23,-5.47663370534546,12.1069410112549,Spermatogonia_1700001P01Rik high(Testis)
X5.21,-3.72121873563104,11.7601144709367,Spermatids_Cst13 high(Testis)
X7.21,-3.75630334827,12.2112474256363,Spermatids_Cst13 high(Testis)
X43.23,-4.95377047654154,11.9671911506046,Spermatogonia_1700001P01Rik high(Testis)
X33.21,-5.31140417122756,12.0736089420725,Spermatids_Cst13 high(Testis)
X38.23,-4.57667390768817,11.8058515492841,Spermatogonia_1700001P01Rik high(Testis)
X46.22,-7.00989597212444,4.01584728401387,Elongating spermatid(Testis)
X23.23,-6.9371788318697,4.03882980464389,Spermatogonia_1700001P01Rik high(Testis)
X7.22,-7.22083684974871,4.05413480836432,Elongating spermatid(Testis)
X11.22,-7.23967470761495,4.0745466823342,Elongating spermatid(Testis)
X49.21,-7.66639810425068,11.8230375917224,Spermatids_Cst13 high(Testis)
X38.22,-7.66435513111755,11.8058014322844,Elongating spermatid(Testis)
X6.23,-7.68185558339691,11.78207931395,Spermatogonia_1700001P01Rik high(Testis)
X1.22,-6.35958489289128,4.23962999633902,Elongating spermatid(Testis)
X8.23,-6.40384099073032,4.23426927176683,Spermatogonia_1700001P01Rik high(Testis)
X4.22,-6.31179524931407,4.12826470610625,Elongating spermatid(Testis)
X7.23,-7.66472250932898,11.7957232018418,Spermatogonia_1700001P01Rik high(Testis)
X28.22,-7.18244889408231,4.00624730771687,Elongating spermatid(Testis)
X9.22,-7.07281199937162,4.01182341491587,Elongating spermatid(Testis)
X10.22,-6.93009123639477,4.0315512366944,Elongating spermatid(Testis)
X12.22,-2.4905725225664,2.41823727140366,Elongating spermatid(Testis)
X40.22,-2.49524178184773,2.42980074744141,Elongating spermatid(Testis)
X13.22,-7.12132958642976,4.0428275227488,Elongating spermatid(Testis)
X15.22,-6.81669676068585,4.08902388088549,Elongating spermatid(Testis)
X18.22,-2.50497635726565,2.43284639134867,Elongating spermatid(Testis)
X20.22,6.76808454559437,6.17617504161452,Elongating spermatid(Testis)
X22.22,-7.22152109947594,4.05426665331313,Elongating spermatid(Testis)
X37.23,-7.23288082778134,4.05356402725163,Spermatogonia_1700001P01Rik high(Testis)
X23.22,-6.43042513846877,4.26695006174879,Elongating spermatid(Testis)
X44.23,-7.09038699154927,3.98913589787191,Spermatogonia_1700001P01Rik high(Testis)
X31.22,-7.23308292153197,4.00771831480456,Elongating spermatid(Testis)
X36.22,-2.57441915933903,2.600466360557,Elongating spermatid(Testis)
X13.23,-6.96120522014565,4.02216639620542,Spermatogonia_1700001P01Rik high(Testis)
X48.22,-6.97079901982299,12.1006965934925,Elongating spermatid(Testis)
X28.23,-6.47474394968853,4.36468376458376,Spermatogonia_1700001P01Rik high(Testis)
X14.23,-7.49387878031396,11.9375899290842,Spermatogonia_1700001P01Rik high(Testis)
X9.23,-7.6688231966126,11.7616480372932,Spermatogonia_1700001P01Rik high(Testis)
X25.23,-6.92885982926959,4.02879342898474,Spermatogonia_1700001P01Rik high(Testis)
X21.23,-7.51415740762576,11.91804514595,Spermatogonia_1700001P01Rik high(Testis)
X15.23,-3.07766509785976,2.83014624868815,Spermatogonia_1700001P01Rik high(Testis)
X16.23,-7.0488940902928,3.99662087821294,Spermatogonia_1700001P01Rik high(Testis)
X18.23,-2.95171305939286,2.76136107020481,Spermatogonia_1700001P01Rik high(Testis)
X49.23,-3.02586706319657,2.77000895496155,Spermatogonia_1700001P01Rik high(Testis)
X22.23,-6.26973982028425,4.37869136689331,Spermatogonia_1700001P01Rik high(Testis)
X26.23,-3.31896970697923,2.8219490610597,Spermatogonia_1700001P01Rik high(Testis)
X34.23,-6.87606608272042,12.1321225798491,Spermatogonia_1700001P01Rik high(Testis)
X36.23,-6.30143259877196,4.4527823750946,Spermatogonia_1700001P01Rik high(Testis)
X41.23,-6.71187858614979,4.11144732274245,Spermatogonia_1700001P01Rik high(Testis)
X42.23,-6.94567373199697,4.0334063985274,Spermatogonia_1700001P01Rik high(Testis)
X47.23,-6.41555481310295,4.40054941400697,Spermatogonia_1700001P01Rik high(Testis)
X30.24,5.34155457254176,10.9719883011956,Dividing cell(Stomach)
X12.28,4.94193846952914,10.9636406166096,Antral mucous cell (Stomach)
X14.28,5.04762555922945,10.9835429865782,Antral mucous cell (Stomach)
X37.28,5.32728528289868,11.0014255522587,Antral mucous cell (Stomach)
X15.30,4.5542348081654,10.9046230236104,Stomach cell_Mt2 high(Stomach)
X25.27,5.51468411638447,11.0723203992121,Pit cell_Ifrd1 high(Stomach)
X1.24,5.28657673408669,11.0162194289365,Dividing cell(Stomach)
X34.28,5.31725992673286,11.0853479759406,Antral mucous cell (Stomach)
X45.28,4.77269887139949,10.9533960271781,Antral mucous cell (Stomach)
