Dim1	Dim2	Dataset		
X30.49	-1.728823163	-5.40664496	rna	B cell_Ly6d high(Peripheral_Blood)
X31.49	4.92853453	-1.090872009	rna	B cell_Ly6d high(Peripheral_Blood)
X32.49	6.369223617	-0.2028129	rna	B cell_Ly6d high(Peripheral_Blood)
X33.49	-1.189071097	-4.796155591	rna	B cell_Ly6d high(Peripheral_Blood)
X34.49	-1.113390305	-4.108219762	rna	B cell_Ly6d high(Peripheral_Blood)
X35.49	-12.60523937	-8.012034555	rna	B cell_Ly6d high(Peripheral_Blood)
X36.49	-11.22724388	-8.211131235	rna	B cell_Ly6d high(Peripheral_Blood)
X37.49	2.425686381	-2.505760212	rna	B cell_Ly6d high(Peripheral_Blood)
X38.49	-1.977034189	-4.498893638	rna	B cell_Ly6d high(Peripheral_Blood)
X39.49	-3.900188186	-6.025965352	rna	B cell_Ly6d high(Peripheral_Blood)
X40.49	-5.501547315	-6.111861368	rna	B cell_Ly6d high(Peripheral_Blood)
X41.49	-0.335930564	-3.839869399	rna	B cell_Ly6d high(Peripheral_Blood)
X42.49	-0.668855094	-3.702328344	rna	B cell_Ly6d high(Peripheral_Blood)
X43.49	-7.281558015	-6.574543138	rna	B cell_Ly6d high(Peripheral_Blood)
X44.49	-0.537948788	-4.551809926	rna	B cell_Ly6d high(Peripheral_Blood)
X45.49	2.180221818	-2.558828135	rna	B cell_Ly6d high(Peripheral_Blood)
X46.49	-0.36345736	-3.871778388	rna	B cell_Ly6d high(Peripheral_Blood)
X47.49	5.788836501	-0.448685964	rna	B cell_Ly6d high(Peripheral_Blood)
X48.49	2.95494344	-2.38658609	rna	B cell_Ly6d high(Peripheral_Blood)
X49.49	2.431388162	-2.599938293	rna	B cell_Ly6d high(Peripheral_Blood)
X0.51	5.945940993	15.38834796	rna	B cell_Vpreb3 high(Peripheral_Blood)
X1.50	10.01270726	14.0679401	rna	B cell_Vpreb3 high(Peripheral_Blood)
X2.50	-9.936574437	-7.949362417	rna	B cell_Vpreb3 high(Peripheral_Blood)
X3.50	-0.057120421	-3.940956493	rna	B cell_Vpreb3 high(Peripheral_Blood)
X4.50	9.807482264	3.865347724	rna	B cell_Vpreb3 high(Peripheral_Blood)
X5.50	-13.51672886	-7.974601884	rna	B cell_Vpreb3 high(Peripheral_Blood)
X6.50	-14.51922271	-8.09222426	rna	B cell_Vpreb3 high(Peripheral_Blood)
X7.50	-14.7018275	3.735572199	rna	B cell_Vpreb3 high(Peripheral_Blood)
X8.50	2.042903207	-7.879816671	rna	B cell_Vpreb3 high(Peripheral_Blood)
X9.50	-2.069435575	-5.617108007	rna	B cell_Vpreb3 high(Peripheral_Blood)
X10.50	9.207346461	14.64368282	rna	B cell_Vpreb3 high(Peripheral_Blood)
X11.50	-10.86372326	-8.062134881	rna	B cell_Vpreb3 high(Peripheral_Blood)
X12.50	-1.406503656	-4.479354282	rna	B cell_Vpreb3 high(Peripheral_Blood)
X13.50	-9.364499547	-7.62895598	rna	B cell_Vpreb3 high(Peripheral_Blood)
X14.50	11.51251461	12.84374938	rna	B cell_Vpreb3 high(Peripheral_Blood)
X15.50	8.179416201	1.008781652	rna	B cell_Vpreb3 high(Peripheral_Blood)
X16.50	0.866440914	-18.33126416	rna	B cell_Vpreb3 high(Peripheral_Blood)
X17.50	7.673139117	0.590394001	rna	B cell_Vpreb3 high(Peripheral_Blood)
X18.50	-7.518790223	-6.971889158	rna	B cell_Vpreb3 high(Peripheral_Blood)
X19.50	5.52254679	-0.701866009	rna	B cell_Vpreb3 high(Peripheral_Blood)
X20.50	8.23562958	0.741811494	rna	B cell_Vpreb3 high(Peripheral_Blood)
X21.50	7.464172862	0.479924302	rna	B cell_Vpreb3 high(Peripheral_Blood)
X22.50	-8.966392972	-7.822532793	rna	B cell_Vpreb3 high(Peripheral_Blood)
X23.50	-5.467351892	18.64854846	rna	B cell_Vpreb3 high(Peripheral_Blood)
X24.50	-1.48965434	-4.451524635	rna	B cell_Vpreb3 high(Peripheral_Blood)
X25.50	-0.940673121	-3.51031961	rna	B cell_Vpreb3 high(Peripheral_Blood)
X26.50	10.19727852	13.95905147	rna	B cell_Vpreb3 high(Peripheral_Blood)
X27.50	-11.36398933	-8.042058607	rna	B cell_Vpreb3 high(Peripheral_Blood)
X28.50	-3.387388684	-5.556613584	rna	B cell_Vpreb3 high(Peripheral_Blood)
X29.50	1.993674539	-2.773065944	rna	B cell_Vpreb3 high(Peripheral_Blood)
X30.50	6.431728385	15.11313472	rna	B cell_Vpreb3 high(Peripheral_Blood)
X31.50	-13.17737816	-7.782962938	rna	B cell_Vpreb3 high(Peripheral_Blood)
X32.50	-2.357431271	-5.048202653	rna	B cell_Vpreb3 high(Peripheral_Blood)
X33.50	9.571021579	3.28600059	rna	B cell_Vpreb3 high(Peripheral_Blood)
X34.50	9.407538913	14.45275913	rna	B cell_Vpreb3 high(Peripheral_Blood)
X35.50	-14.83351944	-8.188965936	rna	B cell_Vpreb3 high(Peripheral_Blood)
X36.50	-1.792795279	-4.443017145	rna	B cell_Vpreb3 high(Peripheral_Blood)
X37.50	-7.188783147	-6.389388223	rna	B cell_Vpreb3 high(Peripheral_Blood)
X38.50	10.55095341	13.68782936	rna	B cell_Vpreb3 high(Peripheral_Blood)
X39.50	-9.394075849	-7.583199163	rna	B cell_Vpreb3 high(Peripheral_Blood)
X40.50	-2.906398036	-5.107082506	rna	B cell_Vpreb3 high(Peripheral_Blood)
X41.50	7.804810069	0.642144422	rna	B cell_Vpreb3 high(Peripheral_Blood)
X42.50	8.017339251	0.885976414	rna	B cell_Vpreb3 high(Peripheral_Blood)
X43.50	6.49182894	15.0982946	rna	B cell_Vpreb3 high(Peripheral_Blood)
X44.50	6.38204243	14.94467483	rna	B cell_Vpreb3 high(Peripheral_Blood)
X45.50	-14.81326816	2.600865702	rna	B cell_Vpreb3 high(Peripheral_Blood)
X46.50	7.062124274	0.209525327	rna	B cell_Vpreb3 high(Peripheral_Blood)
X47.50	7.322588942	14.8558992	rna	B cell_Vpreb3 high(Peripheral_Blood)
X48.50	-2.201433398	-5.295549055	rna	B cell_Vpreb3 high(Peripheral_Blood)
X49.50	9.178487323	2.668061595	rna	B cell_Vpreb3 high(Peripheral_Blood)
X0.52	3.925512336	-1.930482765	rna	T cell_Trbc2 high(Peripheral_Blood)
X1.51	-1.764728524	-5.05675282	rna	T cell_Trbc2 high(Peripheral_Blood)
X2.51	-2.406092383	-5.296768804	rna	T cell_Trbc2 high(Peripheral_Blood)
X3.51	-12.29887722	-8.001794954	rna	T cell_Trbc2 high(Peripheral_Blood)
X4.51	8.17794945	0.956552128	rna	T cell_Trbc2 high(Peripheral_Blood)
X5.51	1.940075181	-2.619227906	rna	T cell_Trbc2 high(Peripheral_Blood)
X6.51	-3.766795375	-5.393125196	rna	T cell_Trbc2 high(Peripheral_Blood)
X7.51	-14.85172699	-8.171583791	rna	T cell_Trbc2 high(Peripheral_Blood)
X8.51	-2.068016269	-4.755965848	rna	T cell_Trbc2 high(Peripheral_Blood)
X9.51	0.037189029	-3.386907001	rna	T cell_Trbc2 high(Peripheral_Blood)
X10.51	-4.14021013	-5.931924482	rna	T cell_Trbc2 high(Peripheral_Blood)
X11.51	5.474222682	-0.805062083	rna	T cell_Trbc2 high(Peripheral_Blood)
X12.51	-8.744649388	-7.474442621	rna	T cell_Trbc2 high(Peripheral_Blood)
X13.51	-14.41147087	-7.888458391	rna	T cell_Trbc2 high(Peripheral_Blood)
X14.51	-9.653299787	-7.629461427	rna	T cell_Trbc2 high(Peripheral_Blood)
X15.51	3.136766217	-2.307927628	rna	T cell_Trbc2 high(Peripheral_Blood)
X16.51	5.839518092	-0.61290614	rna	T cell_Trbc2 high(Peripheral_Blood)
X17.51	4.227365516	-1.712653299	rna	T cell_Trbc2 high(Peripheral_Blood)
X18.51	-6.057000138	-6.444669385	rna	T cell_Trbc2 high(Peripheral_Blood)
X19.51	3.838006995	-1.969868679	rna	T cell_Trbc2 high(Peripheral_Blood)
X20.51	5.125288985	-0.992898961	rna	T cell_Trbc2 high(Peripheral_Blood)
X21.51	-1.165728547	-3.731793542	rna	T cell_Trbc2 high(Peripheral_Blood)
X22.51	-0.131276079	-3.318762203	rna	T cell_Trbc2 high(Peripheral_Blood)
X23.51	5.110367797	-0.915432175	rna	T cell_Trbc2 high(Peripheral_Blood)
X24.51	-10.00238559	-7.944648405	rna	T cell_Trbc2 high(Peripheral_Blood)
X25.51	5.786286376	-0.579597396	rna	T cell_Trbc2 high(Peripheral_Blood)
X26.51	-7.523436524	-6.860398431	rna	T cell_Trbc2 high(Peripheral_Blood)
X27.51	6.054880641	-0.282538404	rna	T cell_Trbc2 high(Peripheral_Blood)
X28.51	-1.939187266	-5.321851869	rna	T cell_Trbc2 high(Peripheral_Blood)
X29.51	-6.859604337	-6.81375422	rna	T cell_Trbc2 high(Peripheral_Blood)
X30.51	-9.751395681	-7.8252212	rna	T cell_Trbc2 high(Peripheral_Blood)
X31.51	8.630739711	1.692095856	rna	T cell_Trbc2 high(Peripheral_Blood)
X32.51	1.512196324	-2.802408596	rna	T cell_Trbc2 high(Peripheral_Blood)
X33.51	-9.16568134	-7.668008466	rna	T cell_Trbc2 high(Peripheral_Blood)
X34.51	-1.25793127	-4.473644395	rna	T cell_Trbc2 high(Peripheral_Blood)
X35.51	4.756365321	-1.262734611	rna	T cell_Trbc2 high(Peripheral_Blood)
X36.51	4.52875521	-1.500476737	rna	T cell_Trbc2 high(Peripheral_Blood)
X37.51	6.984459422	14.97476516	rna	T cell_Trbc2 high(Peripheral_Blood)
X38.51	1.95005872	-2.762007137	rna	T cell_Trbc2 high(Peripheral_Blood)
X39.51	-0.25988523	-3.784245391	rna	T cell_Trbc2 high(Peripheral_Blood)
X40.51	5.848241828	-0.297501196	rna	T cell_Trbc2 high(Peripheral_Blood)
X41.51	5.449183963	-0.691103902	rna	T cell_Trbc2 high(Peripheral_Blood)
X42.51	-9.346007802	-7.616216798	rna	T cell_Trbc2 high(Peripheral_Blood)
X43.51	1.914229892	-2.343596836	rna	T cell_Trbc2 high(Peripheral_Blood)
X44.51	-10.97793625	-8.188666482	rna	T cell_Trbc2 high(Peripheral_Blood)
X45.51	-13.81178043	-7.747205873	rna	T cell_Trbc2 high(Peripheral_Blood)
X46.51	4.582197211	-1.360324104	rna	T cell_Trbc2 high(Peripheral_Blood)
X47.51	-9.868661382	-7.449749132	rna	T cell_Trbc2 high(Peripheral_Blood)
X48.51	-6.274976232	-6.285954137	rna	T cell_Trbc2 high(Peripheral_Blood)
X49.51	-1.057698466	-3.887501617	rna	T cell_Trbc2 high(Peripheral_Blood)
X0.53	-5.301254251	-5.643814702	rna	Monocyte_F13a1 high(Peripheral_Blood)
X1.52	0.649466179	-3.105590959	rna	Monocyte_F13a1 high(Peripheral_Blood)
X2.52	4.335573218	-1.658285995	rna	Monocyte_F13a1 high(Peripheral_Blood)
X3.52	11.43593361	12.92233787	rna	Monocyte_F13a1 high(Peripheral_Blood)
X4.52	-3.869045236	-5.570522924	rna	Monocyte_F13a1 high(Peripheral_Blood)
X5.52	4.963801406	-1.060322513	rna	Monocyte_F13a1 high(Peripheral_Blood)
X6.52	-0.12331868	-3.758677383	rna	Monocyte_F13a1 high(Peripheral_Blood)
X7.52	9.873786471	3.487331729	rna	Monocyte_F13a1 high(Peripheral_Blood)
X8.52	-0.903098859	-4.294860979	rna	Monocyte_F13a1 high(Peripheral_Blood)
X9.52	-0.7902276	-3.929482599	rna	Monocyte_F13a1 high(Peripheral_Blood)
X10.52	-3.821802117	-5.825152536	rna	Monocyte_F13a1 high(Peripheral_Blood)
X11.52	-4.490930059	18.49912105	rna	Monocyte_F13a1 high(Peripheral_Blood)
X12.52	-5.700960137	18.78783832	rna	Monocyte_F13a1 high(Peripheral_Blood)
X13.52	0.003479979	-3.391800065	rna	Monocyte_F13a1 high(Peripheral_Blood)
X14.52	-1.624443509	17.76138339	rna	Monocyte_F13a1 high(Peripheral_Blood)
X15.52	-1.594851234	17.84463726	rna	Monocyte_F13a1 high(Peripheral_Blood)
X16.52	-0.41591952	-3.909814735	rna	Monocyte_F13a1 high(Peripheral_Blood)
X17.52	-4.796592691	18.563372	rna	Monocyte_F13a1 high(Peripheral_Blood)
X18.52	9.034875415	2.322796206	rna	Monocyte_F13a1 high(Peripheral_Blood)
X19.52	7.329932712	0.352414827	rna	Monocyte_F13a1 high(Peripheral_Blood)
X20.52	-7.27709768	17.26666294	rna	Monocyte_F13a1 high(Peripheral_Blood)
X21.52	-2.03794048	-4.702034135	rna	Monocyte_F13a1 high(Peripheral_Blood)
X22.52	9.464474223	3.330418448	rna	Monocyte_F13a1 high(Peripheral_Blood)
X23.52	-1.970690586	-5.211073537	rna	Monocyte_F13a1 high(Peripheral_Blood)
X24.52	0.007524035	-3.698382516	rna	Monocyte_F13a1 high(Peripheral_Blood)
X25.52	0.144329689	-2.841629167	rna	Monocyte_F13a1 high(Peripheral_Blood)
X26.52	-0.703357108	-3.589919467	rna	Monocyte_F13a1 high(Peripheral_Blood)
X27.52	-1.910004236	17.7939857	rna	Monocyte_F13a1 high(Peripheral_Blood)
X28.52	-2.07153485	17.78077541	rna	Monocyte_F13a1 high(Peripheral_Blood)
X29.52	8.445993922	1.13344429	rna	Monocyte_F13a1 high(Peripheral_Blood)
X30.52	-2.054020741	17.77660785	rna	Monocyte_F13a1 high(Peripheral_Blood)
X31.52	-2.000774958	1.873144726	rna	Monocyte_F13a1 high(Peripheral_Blood)
X32.52	-7.197896936	-6.66671433	rna	Monocyte_F13a1 high(Peripheral_Blood)
X33.52	5.566996596	15.56183658	rna	Monocyte_F13a1 high(Peripheral_Blood)
X34.52	7.551478885	0.60534368	rna	Monocyte_F13a1 high(Peripheral_Blood)
X35.52	3.167541764	-2.264907976	rna	Monocyte_F13a1 high(Peripheral_Blood)
X36.52	-4.769818761	-5.659494539	rna	Monocyte_F13a1 high(Peripheral_Blood)
X37.52	7.550660632	0.461116056	rna	Monocyte_F13a1 high(Peripheral_Blood)
X38.52	-3.462393262	-5.974143644	rna	Monocyte_F13a1 high(Peripheral_Blood)
X39.52	11.12170651	13.20459114	rna	Monocyte_F13a1 high(Peripheral_Blood)
X40.52	-5.056388356	-6.052508493	rna	Monocyte_F13a1 high(Peripheral_Blood)
X41.52	9.131891749	14.59410797	rna	Monocyte_F13a1 high(Peripheral_Blood)
X42.52	-3.443824746	-5.250726839	rna	Monocyte_F13a1 high(Peripheral_Blood)
X43.52	-14.84417198	-8.145928998	rna	Monocyte_F13a1 high(Peripheral_Blood)
X44.52	-2.84197519	-5.298838277	rna	Monocyte_F13a1 high(Peripheral_Blood)
X45.52	2.778719685	-2.466785212	rna	Monocyte_F13a1 high(Peripheral_Blood)
X46.52	4.908326648	-1.25493886	rna	Monocyte_F13a1 high(Peripheral_Blood)
X47.52	-0.797469609	-3.938297172	rna	Monocyte_F13a1 high(Peripheral_Blood)
X48.52	7.596390269	14.92140995	rna	Monocyte_F13a1 high(Peripheral_Blood)
X49.52	6.251461528	-0.245900263	rna	Monocyte_F13a1 high(Peripheral_Blood)
X0.54	-2.145824291	-4.568143506	rna	Macrophage_S100a4 high(Peripheral_Blood)
X1.53	-6.330464341	-6.522596021	rna	Macrophage_S100a4 high(Peripheral_Blood)
X2.53	-0.929846742	-3.342563529	rna	Macrophage_S100a4 high(Peripheral_Blood)
X3.53	-11.57680176	-7.906271596	rna	Macrophage_S100a4 high(Peripheral_Blood)
X4.53	4.300990603	-1.686155458	rna	Macrophage_S100a4 high(Peripheral_Blood)
X5.53	5.614090941	-0.578171399	rna	Macrophage_S100a4 high(Peripheral_Blood)
X6.53	-9.539667585	-7.662501474	rna	Macrophage_S100a4 high(Peripheral_Blood)
X7.53	-1.545589485	-4.640381713	rna	Macrophage_S100a4 high(Peripheral_Blood)
X8.53	-2.841008164	-5.149667879	rna	Macrophage_S100a4 high(Peripheral_Blood)
X9.53	-3.199349382	-5.836681505	rna	Macrophage_S100a4 high(Peripheral_Blood)
X10.53	5.928099654	-0.328674008	rna	Macrophage_S100a4 high(Peripheral_Blood)
X11.53	-3.405255057	18.09474979	rna	Macrophage_S100a4 high(Peripheral_Blood)
X12.53	-3.038684585	-5.734338422	rna	Macrophage_S100a4 high(Peripheral_Blood)
X13.53	-2.778839805	-5.309049268	rna	Macrophage_S100a4 high(Peripheral_Blood)
X14.53	-2.184532621	-5.160649438	rna	Macrophage_S100a4 high(Peripheral_Blood)
X15.53	-3.306590774	-5.170472761	rna	Macrophage_S100a4 high(Peripheral_Blood)
X16.53	-7.387816884	-6.45496573	rna	Macrophage_S100a4 high(Peripheral_Blood)
X17.53	-7.115481355	-6.363138814	rna	Macrophage_S100a4 high(Peripheral_Blood)
X18.53	-0.374598586	-3.619589229	rna	Macrophage_S100a4 high(Peripheral_Blood)
X19.53	2.942749999	-2.52993979	rna	Macrophage_S100a4 high(Peripheral_Blood)
X20.53	-5.304116227	-6.334749837	rna	Macrophage_S100a4 high(Peripheral_Blood)
X21.53	-7.302700498	-7.036285062	rna	Macrophage_S100a4 high(Peripheral_Blood)
X22.53	-3.633270719	18.11508022	rna	Macrophage_S100a4 high(Peripheral_Blood)
X23.53	-2.98858092	-5.490703245	rna	Macrophage_S100a4 high(Peripheral_Blood)
X24.53	6.096671603	-0.334816386	rna	Macrophage_S100a4 high(Peripheral_Blood)
X25.53	9.69003918	3.914605002	rna	Macrophage_S100a4 high(Peripheral_Blood)
X26.53	-5.581591584	-6.211204191	rna	Macrophage_S100a4 high(Peripheral_Blood)
X27.53	-8.150696256	-7.217517991	rna	Macrophage_S100a4 high(Peripheral_Blood)
X28.53	-2.081505158	-5.096120973	rna	Macrophage_S100a4 high(Peripheral_Blood)
X29.53	-7.390921094	-6.981044431	rna	Macrophage_S100a4 high(Peripheral_Blood)
X30.53	-5.188352563	-6.284284254	rna	Macrophage_S100a4 high(Peripheral_Blood)
X31.53	-1.481342115	-4.137214799	rna	Macrophage_S100a4 high(Peripheral_Blood)
X32.53	-2.865398624	-4.826520105	rna	Macrophage_S100a4 high(Peripheral_Blood)
X33.53	-6.718427159	-6.831774373	rna	Macrophage_S100a4 high(Peripheral_Blood)
X34.53	0.644959472	-2.734467168	rna	Macrophage_S100a4 high(Peripheral_Blood)
X35.53	-13.28533409	-7.787755151	rna	Macrophage_S100a4 high(Peripheral_Blood)
X36.53	-2.16770003	-5.393106122	rna	Macrophage_S100a4 high(Peripheral_Blood)
X37.53	1.38399484	-2.570617338	rna	Macrophage_S100a4 high(Peripheral_Blood)
X38.53	-2.370566942	-4.853008409	rna	Macrophage_S100a4 high(Peripheral_Blood)
X39.53	8.757317088	1.831561427	rna	Macrophage_S100a4 high(Peripheral_Blood)
X40.53	2.864485047	-2.216726919	rna	Macrophage_S100a4 high(Peripheral_Blood)
X41.53	0.442057393	-3.272626539	rna	Macrophage_S100a4 high(Peripheral_Blood)
X42.53	2.478775285	-2.53491654	rna	Macrophage_S100a4 high(Peripheral_Blood)
X43.53	-11.17484234	-8.083453317	rna	Macrophage_S100a4 high(Peripheral_Blood)
X44.53	9.340434573	3.058796982	rna	Macrophage_S100a4 high(Peripheral_Blood)
X45.53	6.421883128	-0.365713795	rna	Macrophage_S100a4 high(Peripheral_Blood)
X46.53	8.038816951	0.715073804	rna	Macrophage_S100a4 high(Peripheral_Blood)
X47.53	-7.265645959	-7.021122117	rna	Macrophage_S100a4 high(Peripheral_Blood)
X48.53	-2.074693896	-4.903977533	rna	Macrophage_S100a4 high(Peripheral_Blood)
X49.53	0.929592631	-2.642156382	rna	Macrophage_S100a4 high(Peripheral_Blood)
X0.55	5.946066878	-0.339594384	rna	Neutrophil_Camp high(Peripheral_Blood)
X1.54	-7.129824617	-6.886532445	rna	Neutrophil_Camp high(Peripheral_Blood)
X2.54	9.1486459	14.58032546	rna	Neutrophil_Camp high(Peripheral_Blood)
X3.54	4.660158179	-1.419735868	rna	Neutrophil_Camp high(Peripheral_Blood)
X4.54	8.334294818	1.071440796	rna	Neutrophil_Camp high(Peripheral_Blood)
X5.54	6.707835219	-0.181308945	rna	Neutrophil_Camp high(Peripheral_Blood)
X6.54	4.046024821	-1.908766647	rna	Neutrophil_Camp high(Peripheral_Blood)
X7.54	-5.148888566	18.6911491	rna	Neutrophil_Camp high(Peripheral_Blood)
X8.54	-10.39532325	-7.755601545	rna	Neutrophil_Camp high(Peripheral_Blood)
X9.54	6.219708941	-0.296086301	rna	Neutrophil_Camp high(Peripheral_Blood)
X10.54	23.83030941	-2.594154616	rna	Neutrophil_Camp high(Peripheral_Blood)
X11.54	-7.9407954	0.609821181	rna	Neutrophil_Camp high(Peripheral_Blood)
X12.54	2.659457229	-2.427528401	rna	Neutrophil_Camp high(Peripheral_Blood)
X13.54	-1.93150387	-5.250636239	rna	Neutrophil_Camp high(Peripheral_Blood)
X14.54	23.79426815	-2.542537351	rna	Neutrophil_Camp high(Peripheral_Blood)
X15.54	-11.57503174	-8.35512795	rna	Neutrophil_Camp high(Peripheral_Blood)
X16.54	-5.331422784	-6.095334669	rna	Neutrophil_Camp high(Peripheral_Blood)
X17.54	4.594195865	-1.399083395	rna	Neutrophil_Camp high(Peripheral_Blood)
X18.54	-3.805900313	-5.737774511	rna	Neutrophil_Camp high(Peripheral_Blood)
X19.54	-11.14331768	-8.108450551	rna	Neutrophil_Camp high(Peripheral_Blood)
X20.54	4.000079654	-1.838586111	rna	Neutrophil_Camp high(Peripheral_Blood)
X21.54	-10.01680801	-8.036963125	rna	Neutrophil_Camp high(Peripheral_Blood)
X22.54	2.579952023	-2.593814512	rna	Neutrophil_Camp high(Peripheral_Blood)
X23.54	-14.61004589	-8.010676046	rna	Neutrophil_Camp high(Peripheral_Blood)
X24.54	8.393816493	1.045057396	rna	Neutrophil_Camp high(Peripheral_Blood)
X25.54	-7.936835744	0.613893966	rna	Neutrophil_Camp high(Peripheral_Blood)
X26.54	2.689366839	-2.803914209	rna	Neutrophil_Camp high(Peripheral_Blood)
X27.54	-2.477735378	-4.885180135	rna	Neutrophil_Camp high(Peripheral_Blood)
X28.54	-2.663564183	-5.635771413	rna	Neutrophil_Camp high(Peripheral_Blood)
X29.54	-12.30359981	-8.004794259	rna	Neutrophil_Camp high(Peripheral_Blood)
X30.54	23.85928013	-2.606204768	rna	Neutrophil_Camp high(Peripheral_Blood)
X31.54	-5.455074288	18.71251903	rna	Neutrophil_Camp high(Peripheral_Blood)
X32.54	-2.890914895	-5.266687055	rna	Neutrophil_Camp high(Peripheral_Blood)
X33.54	-5.898712613	-6.402495046	rna	Neutrophil_Camp high(Peripheral_Blood)
X34.54	6.585498355	14.96880088	rna	Neutrophil_Camp high(Peripheral_Blood)
X35.54	9.716993831	3.98259006	rna	Neutrophil_Camp high(Peripheral_Blood)
X36.54	-7.12328098	-6.808604379	rna	Neutrophil_Camp high(Peripheral_Blood)
X37.54	-7.474009969	-6.468286653	rna	Neutrophil_Camp high(Peripheral_Blood)
X38.54	-0.941369482	-4.023315568	rna	Neutrophil_Camp high(Peripheral_Blood)
X39.54	-6.933083989	17.60743938	rna	Neutrophil_Camp high(Peripheral_Blood)
X40.54	6.179619334	-0.047939141	rna	Neutrophil_Camp high(Peripheral_Blood)
X41.54	-11.33263252	-8.270794054	rna	Neutrophil_Camp high(Peripheral_Blood)
X42.54	1.709301732	-2.635791679	rna	Neutrophil_Camp high(Peripheral_Blood)
X43.54	2.829762719	-2.39081945	rna	Neutrophil_Camp high(Peripheral_Blood)
X44.54	-7.78165672	16.36030994	rna	Neutrophil_Camp high(Peripheral_Blood)
X45.54	2.336922667	-2.382377644	rna	Neutrophil_Camp high(Peripheral_Blood)
X46.54	-0.388777324	-4.551907916	rna	Neutrophil_Camp high(Peripheral_Blood)
X47.54	2.849454902	-2.255791326	rna	Neutrophil_Camp high(Peripheral_Blood)
X48.54	-7.392416455	-6.5858561	rna	Neutrophil_Camp high(Peripheral_Blood)
X49.54	-10.83716724	-7.972240587	rna	Neutrophil_Camp high(Peripheral_Blood)
X0.56	6.482104323	15.10716758	rna	Monocyte_Elane high(Peripheral_Blood)
X1.55	8.364018939	1.31466351	rna	Monocyte_Elane high(Peripheral_Blood)
X2.55	11.49854615	12.84649787	rna	Monocyte_Elane high(Peripheral_Blood)
X3.55	6.887491725	14.91021762	rna	Monocyte_Elane high(Peripheral_Blood)
X4.55	23.86542752	-2.511394997	rna	Monocyte_Elane high(Peripheral_Blood)
X5.55	-1.24359683	17.71904598	rna	Monocyte_Elane high(Peripheral_Blood)
X6.55	-14.80298755	3.558406214	rna	Monocyte_Elane high(Peripheral_Blood)
X7.55	23.89432194	-2.629185815	rna	Monocyte_Elane high(Peripheral_Blood)
X8.55	-1.423046627	-4.761840482	rna	Monocyte_Elane high(Peripheral_Blood)
X9.55	-3.230467536	-5.434935708	rna	Monocyte_Elane high(Peripheral_Blood)
X10.55	-2.29377804	-4.976647516	rna	Monocyte_Elane high(Peripheral_Blood)
X11.55	9.638479731	14.31478439	rna	Monocyte_Elane high(Peripheral_Blood)
X12.55	-10.19369552	-7.828076024	rna	Monocyte_Elane high(Peripheral_Blood)
X13.55	11.41632893	12.93463836	rna	Monocyte_Elane high(Peripheral_Blood)
X14.55	4.846842788	-1.257028778	rna	Monocyte_Elane high(Peripheral_Blood)
X15.55	8.563607715	14.91151557	rna	Monocyte_Elane high(Peripheral_Blood)
X16.55	5.652482055	-0.771333557	rna	Monocyte_Elane high(Peripheral_Blood)
X17.55	-1.739740469	17.82497249	rna	Monocyte_Elane high(Peripheral_Blood)
X18.55	10.49759915	13.72348819	rna	Monocyte_Elane high(Peripheral_Blood)
X19.55	-1.680584409	17.79402767	rna	Monocyte_Elane high(Peripheral_Blood)
X20.55	-14.80755851	2.878319602	rna	Monocyte_Elane high(Peripheral_Blood)
X21.55	8.68975117	14.74097095	rna	Monocyte_Elane high(Peripheral_Blood)
X22.55	0.324879847	-3.332783361	rna	Monocyte_Elane high(Peripheral_Blood)
X23.55	-3.981637456	18.2309917	rna	Monocyte_Elane high(Peripheral_Blood)
X24.55	11.54399636	12.82697139	rna	Monocyte_Elane high(Peripheral_Blood)
X25.55	8.875469706	2.183052401	rna	Monocyte_Elane high(Peripheral_Blood)
X26.55	-3.181654431	-5.620961805	rna	Monocyte_Elane high(Peripheral_Blood)
X27.55	4.846763156	-1.217006047	rna	Monocyte_Elane high(Peripheral_Blood)
X28.55	-2.84140084	-5.274125238	rna	Monocyte_Elane high(Peripheral_Blood)
X29.55	9.765105746	14.2326263	rna	Monocyte_Elane high(Peripheral_Blood)
X30.55	-0.230681547	-4.082123895	rna	Monocyte_Elane high(Peripheral_Blood)
X31.55	11.29110195	13.05340419	rna	Monocyte_Elane high(Peripheral_Blood)
X32.55	-14.77021072	2.491618733	rna	Monocyte_Elane high(Peripheral_Blood)
X33.55	-1.152854182	-4.755191942	rna	Monocyte_Elane high(Peripheral_Blood)
X34.55	11.53374054	12.81948028	rna	Monocyte_Elane high(Peripheral_Blood)
X35.55	11.30667546	13.17049633	rna	Monocyte_Elane high(Peripheral_Blood)
X36.55	-1.043193289	-4.415943523	rna	Monocyte_Elane high(Peripheral_Blood)
X37.55	8.380055926	14.84780059	rna	Monocyte_Elane high(Peripheral_Blood)
X38.55	-4.238686778	2.097916941	rna	Monocyte_Elane high(Peripheral_Blood)
X39.55	-0.671893247	3.264552931	rna	Monocyte_Elane high(Peripheral_Blood)
X40.55	1.920596145	-2.413493176	rna	Monocyte_Elane high(Peripheral_Blood)
X41.55	0.155047975	-3.344500442	rna	Monocyte_Elane high(Peripheral_Blood)
X42.55	-14.74423835	3.592614989	rna	Monocyte_Elane high(Peripheral_Blood)
X43.55	7.227531455	14.87717853	rna	Monocyte_Elane high(Peripheral_Blood)
