	Dim1	Dim2	Dataset
X22.44	-1.438908191	-2.358780902	PE lineage cell_Gkn2 high(Placenta)
X23.44	-1.748157235	-2.698321622	PE lineage cell_Gkn2 high(Placenta)
X24.44	-1.769428583	-2.508770746	PE lineage cell_Gkn2 high(Placenta)
X25.44	-1.75877461	-2.710469288	PE lineage cell_Gkn2 high(Placenta)
X26.44	-1.925508948	-2.4151452	PE lineage cell_Gkn2 high(Placenta)
X27.44	-1.361676784	-2.631352943	PE lineage cell_Gkn2 high(Placenta)
X28.44	-1.954060646	-2.412532848	PE lineage cell_Gkn2 high(Placenta)
X29.44	-1.973014327	-2.426533264	PE lineage cell_Gkn2 high(Placenta)
X30.44	-2.024385424	-2.511570734	PE lineage cell_Gkn2 high(Placenta)
X31.44	-1.685869666	-2.580657047	PE lineage cell_Gkn2 high(Placenta)
X32.44	-2.003471585	-2.290430587	PE lineage cell_Gkn2 high(Placenta)
X33.44	-1.894068094	-2.778382343	PE lineage cell_Gkn2 high(Placenta)
X34.44	-1.860189648	-2.468921226	PE lineage cell_Gkn2 high(Placenta)
X35.44	-1.619199248	-2.991691869	PE lineage cell_Gkn2 high(Placenta)
X36.44	-1.886738868	-2.458932918	PE lineage cell_Gkn2 high(Placenta)
X37.44	-1.988122077	-2.425951284	PE lineage cell_Gkn2 high(Placenta)
X38.44	-2.003487559	-2.439637941	PE lineage cell_Gkn2 high(Placenta)
X39.44	-3.395318242	-4.116167348	PE lineage cell_Gkn2 high(Placenta)
X40.44	-1.639214249	-2.756983083	PE lineage cell_Gkn2 high(Placenta)
X41.44	-1.999557944	-2.417797607	PE lineage cell_Gkn2 high(Placenta)
X42.44	-1.835050793	-2.418509287	PE lineage cell_Gkn2 high(Placenta)
X43.44	-1.744927021	-2.576088947	PE lineage cell_Gkn2 high(Placenta)
X44.44	-1.723126264	-2.723006052	PE lineage cell_Gkn2 high(Placenta)
X45.44	-1.748135896	-2.432136816	PE lineage cell_Gkn2 high(Placenta)
X46.44	-1.973468514	-2.790889543	PE lineage cell_Gkn2 high(Placenta)
X47.44	-1.41852984	-2.490944904	PE lineage cell_Gkn2 high(Placenta)
X48.44	-1.72529635	-2.949329895	PE lineage cell_Gkn2 high(Placenta)
X49.44	-1.937088461	-2.4432805	PE lineage cell_Gkn2 high(Placenta)
X0.46	-3.08250639	-3.838882011	Spiral artery trophoblast giant cells(Placenta)
X1.45	-3.829308482	-4.120587629	Spiral artery trophoblast giant cells(Placenta)
X2.45	-3.082566948	-3.727884573	Spiral artery trophoblast giant cells(Placenta)
X3.45	-1.731397958	-3.224335712	Spiral artery trophoblast giant cells(Placenta)
X4.45	-3.227763863	-3.698284906	Spiral artery trophoblast giant cells(Placenta)
X5.45	-3.680899115	-4.051540178	Spiral artery trophoblast giant cells(Placenta)
X6.45	-3.724732848	-4.239600462	Spiral artery trophoblast giant cells(Placenta)
X7.45	-4.282114478	-4.662214082	Spiral artery trophoblast giant cells(Placenta)
X8.45	-3.885055037	-4.201352399	Spiral artery trophoblast giant cells(Placenta)
X9.45	-2.117027255	-3.319039863	Spiral artery trophoblast giant cells(Placenta)
X10.45	-3.645517083	-4.072027725	Spiral artery trophoblast giant cells(Placenta)
X11.45	-3.123047562	-3.815904182	Spiral artery trophoblast giant cells(Placenta)
X12.45	-1.942758055	-3.389629644	Spiral artery trophoblast giant cells(Placenta)
X13.45	-3.70007226	-4.245902818	Spiral artery trophoblast giant cells(Placenta)
X14.45	-2.354073258	-3.467431587	Spiral artery trophoblast giant cells(Placenta)
X15.45	-3.55824277	-3.99491362	Spiral artery trophoblast giant cells(Placenta)
X16.45	-2.302346201	-3.467112344	Spiral artery trophoblast giant cells(Placenta)
X17.45	-3.997198792	-4.287051958	Spiral artery trophoblast giant cells(Placenta)
X18.45	-4.255498381	-4.598392767	Spiral artery trophoblast giant cells(Placenta)
X19.45	-2.692953082	-3.56132583	Spiral artery trophoblast giant cells(Placenta)
X20.45	-3.81725833	-4.118458313	Spiral artery trophoblast giant cells(Placenta)
X21.45	-3.360537262	-3.989140075	Spiral artery trophoblast giant cells(Placenta)
X22.45	-4.389997454	-4.478076738	Spiral artery trophoblast giant cells(Placenta)
X23.45	-2.121670456	-3.331619304	Spiral artery trophoblast giant cells(Placenta)
X24.45	-3.035361977	-3.791522544	Spiral artery trophoblast giant cells(Placenta)
X25.45	-4.373051615	-4.34437589	Spiral artery trophoblast giant cells(Placenta)
X26.45	-2.900514098	-3.675341171	Spiral artery trophoblast giant cells(Placenta)
X27.45	-3.620955916	-3.915643734	Spiral artery trophoblast giant cells(Placenta)
X28.45	-2.180454464	-3.42049889	Spiral artery trophoblast giant cells(Placenta)
X29.45	-1.82908413	-3.373240989	Spiral artery trophoblast giant cells(Placenta)
X30.45	-4.051912756	-5.011949819	Spiral artery trophoblast giant cells(Placenta)
X31.45	-3.079637261	-3.820931238	Spiral artery trophoblast giant cells(Placenta)
X32.45	-2.03495142	-3.384544653	Spiral artery trophoblast giant cells(Placenta)
X33.45	-4.371810885	-4.635437769	Spiral artery trophoblast giant cells(Placenta)
X34.45	-4.653317423	-4.536735815	Spiral artery trophoblast giant cells(Placenta)
X35.45	-1.867318483	-3.047148746	Spiral artery trophoblast giant cells(Placenta)
X36.45	-3.016649695	-3.555550617	Spiral artery trophoblast giant cells(Placenta)
X37.45	-3.226241799	-3.926030439	Spiral artery trophoblast giant cells(Placenta)
X38.45	-6.373247118	-6.161224645	Spiral artery trophoblast giant cells(Placenta)
X39.45	-4.472827406	-4.432293218	Spiral artery trophoblast giant cells(Placenta)
X40.45	-2.312189551	-3.302250188	Spiral artery trophoblast giant cells(Placenta)
X41.45	-3.100572319	-3.796277088	Spiral artery trophoblast giant cells(Placenta)
X42.45	-2.821655007	-3.667595428	Spiral artery trophoblast giant cells(Placenta)
X43.45	-1.97971365	-3.30361132	Spiral artery trophoblast giant cells(Placenta)
X44.45	-3.919370146	-4.210372013	Spiral artery trophoblast giant cells(Placenta)
X45.45	-4.02243516	-4.163051408	Spiral artery trophoblast giant cells(Placenta)
X46.45	-4.033403368	-4.283465189	Spiral artery trophoblast giant cells(Placenta)
X47.45	-4.263168784	-4.513076109	Spiral artery trophoblast giant cells(Placenta)
X48.45	-3.481131525	-3.955109161	Spiral artery trophoblast giant cells(Placenta)
X49.45	-2.195541831	-3.186114591	Spiral artery trophoblast giant cells(Placenta)
X0.47	-3.194106074	-4.134712499	PE lineage cell_S100g high(Placenta)
X1.46	-3.10401866	-3.90948419	PE lineage cell_S100g high(Placenta)
X2.46	-1.948117466	-2.533148092	PE lineage cell_S100g high(Placenta)
X3.46	-1.865566702	-2.378602546	PE lineage cell_S100g high(Placenta)
X4.46	-1.687505217	-2.787678045	PE lineage cell_S100g high(Placenta)
X5.46	-3.012999745	-3.758463186	PE lineage cell_S100g high(Placenta)
X6.46	-1.751058431	-2.473826688	PE lineage cell_S100g high(Placenta)
X7.46	-2.568524333	-3.440586847	PE lineage cell_S100g high(Placenta)
X8.46	-3.403007002	-4.23207311	PE lineage cell_S100g high(Placenta)
X9.46	-1.871484609	-3.124117416	PE lineage cell_S100g high(Placenta)
X10.46	-1.862551423	-2.799299043	PE lineage cell_S100g high(Placenta)
X11.46	-1.46019456	-2.932522577	PE lineage cell_S100g high(Placenta)
X12.46	-1.82962987	-2.552619976	PE lineage cell_S100g high(Placenta)
X13.46	-2.423478337	-2.040236634	PE lineage cell_S100g high(Placenta)
X14.46	-2.310876103	-3.374611896	PE lineage cell_S100g high(Placenta)
X15.46	-2.011157723	-2.589874548	PE lineage cell_S100g high(Placenta)
X16.46	-2.594327183	-3.37414841	PE lineage cell_S100g high(Placenta)
X17.46	-3.58381054	-4.615314764	PE lineage cell_S100g high(Placenta)
X18.46	-1.898002835	-2.800797266	PE lineage cell_S100g high(Placenta)
X19.46	3.230932502	-2.912429851	PE lineage cell_S100g high(Placenta)
X20.46	-2.117739649	-3.227917236	PE lineage cell_S100g high(Placenta)
X21.46	-1.811731191	-2.520516437	PE lineage cell_S100g high(Placenta)
X22.46	-7.511905642	0.560294587	PE lineage cell_S100g high(Placenta)
X23.46	-2.06051323	-3.040376228	PE lineage cell_S100g high(Placenta)
X24.46	-1.910990925	-2.917419952	PE lineage cell_S100g high(Placenta)
X25.46	-1.943650575	-2.743599695	PE lineage cell_S100g high(Placenta)
X26.46	-1.705481263	-2.844908517	PE lineage cell_S100g high(Placenta)
X27.46	-2.071478816	-2.564815324	PE lineage cell_S100g high(Placenta)
X28.46	-1.98456225	-2.505172056	PE lineage cell_S100g high(Placenta)
X29.46	-1.383414717	-2.25978319	PE lineage cell_S100g high(Placenta)
X30.46	-1.212633939	-1.953771037	PE lineage cell_S100g high(Placenta)
X31.46	-1.801864238	-2.821123642	PE lineage cell_S100g high(Placenta)
X32.46	-3.1277909	-3.951285881	PE lineage cell_S100g high(Placenta)
X33.46	-2.707964154	-3.557889742	PE lineage cell_S100g high(Placenta)
X34.46	-1.771568032	-2.48740415	PE lineage cell_S100g high(Placenta)
X35.46	-2.877071591	8.574859339	PE lineage cell_S100g high(Placenta)
X36.46	-1.870095344	-2.383930963	PE lineage cell_S100g high(Placenta)
X37.46	-1.781215163	-2.708531898	PE lineage cell_S100g high(Placenta)
X38.46	-3.494507046	8.70717879	PE lineage cell_S100g high(Placenta)
X39.46	-1.904734226	-2.602852148	PE lineage cell_S100g high(Placenta)
X40.46	-1.223883958	5.129490572	PE lineage cell_S100g high(Placenta)
X41.46	-1.810705991	-3.054434818	PE lineage cell_S100g high(Placenta)
X42.46	-1.849864216	-2.308801216	PE lineage cell_S100g high(Placenta)
X43.46	-2.080227585	-2.792902273	PE lineage cell_S100g high(Placenta)
X44.46	-3.692614527	-4.334570211	PE lineage cell_S100g high(Placenta)
X45.46	-1.918621154	-2.927863401	PE lineage cell_S100g high(Placenta)
X46.46	-2.463644715	-2.43829183	PE lineage cell_S100g high(Placenta)
X47.46	-1.97738132	-2.389582199	PE lineage cell_S100g high(Placenta)
X48.46	-2.409389229	-3.062283558	PE lineage cell_S100g high(Placenta)
X49.46	-1.877568455	-2.968616527	PE lineage cell_S100g high(Placenta)
X0.48	-1.330270858	-3.437793535	Invasive spongiotrophoblast(Placenta)
X1.47	-1.811979981	-3.355582756	Invasive spongiotrophoblast(Placenta)
X2.47	-2.097640248	-3.409231704	Invasive spongiotrophoblast(Placenta)
X3.47	-1.26073608	-3.39351992	Invasive spongiotrophoblast(Placenta)
X4.47	-1.097391816	-3.448377174	Invasive spongiotrophoblast(Placenta)
X5.47	-1.4582617	-3.313179535	Invasive spongiotrophoblast(Placenta)
X6.47	-1.350571723	-3.499065441	Invasive spongiotrophoblast(Placenta)
X7.47	-1.266028972	-3.170362037	Invasive spongiotrophoblast(Placenta)
X8.47	-1.806402894	-3.443981689	Invasive spongiotrophoblast(Placenta)
X9.47	-1.108638854	-3.399642271	Invasive spongiotrophoblast(Placenta)
X10.47	-1.038981052	-3.256738466	Invasive spongiotrophoblast(Placenta)
X11.47	-1.242737861	-3.457441848	Invasive spongiotrophoblast(Placenta)
X12.47	-1.797174783	-3.367691558	Invasive spongiotrophoblast(Placenta)
X13.47	-1.214863391	-3.341539425	Invasive spongiotrophoblast(Placenta)
X14.47	-0.87667063	-3.050375503	Invasive spongiotrophoblast(Placenta)
X15.47	-1.588786693	-3.479091209	Invasive spongiotrophoblast(Placenta)
X16.47	-1.738039227	-3.434523386	Invasive spongiotrophoblast(Placenta)
X17.47	-1.52187583	-3.481056255	Invasive spongiotrophoblast(Placenta)
X18.47	-3.713414879	-4.044932169	Invasive spongiotrophoblast(Placenta)
X19.47	-1.190672369	-3.352870983	Invasive spongiotrophoblast(Placenta)
X20.47	-1.465584131	-3.502063554	Invasive spongiotrophoblast(Placenta)
X21.47	-1.897958489	-3.494791072	Invasive spongiotrophoblast(Placenta)
X22.47	-1.538974853	-3.446301025	Invasive spongiotrophoblast(Placenta)
X23.47	-1.170651288	-3.421971363	Invasive spongiotrophoblast(Placenta)
X24.47	-1.781119318	-3.509043258	Invasive spongiotrophoblast(Placenta)
X25.47	-1.174295874	-3.278138441	Invasive spongiotrophoblast(Placenta)
X26.47	-1.788358183	-3.388745111	Invasive spongiotrophoblast(Placenta)
X27.47	-1.614983411	-3.084108871	Invasive spongiotrophoblast(Placenta)
X28.47	-1.466313811	-3.493727249	Invasive spongiotrophoblast(Placenta)
X29.47	-1.779394956	-3.473262113	Invasive spongiotrophoblast(Placenta)
X30.47	-1.8766782	-3.480971378	Invasive spongiotrophoblast(Placenta)
X31.47	-1.527750583	-3.376673025	Invasive spongiotrophoblast(Placenta)
X32.47	-0.97812459	-3.267465156	Invasive spongiotrophoblast(Placenta)
X33.47	-1.467624517	-3.455032629	Invasive spongiotrophoblast(Placenta)
X34.47	-1.658588024	-3.412287038	Invasive spongiotrophoblast(Placenta)
X35.47	-1.164165707	-3.214364809	Invasive spongiotrophoblast(Placenta)
X36.47	-1.305934639	-3.336777729	Invasive spongiotrophoblast(Placenta)
X37.47	-1.004736753	-3.303473276	Invasive spongiotrophoblast(Placenta)
X38.47	-1.401314707	-3.407976431	Invasive spongiotrophoblast(Placenta)
X39.47	-1.090483637	-3.405811113	Invasive spongiotrophoblast(Placenta)
X40.47	-1.428800674	-3.172899288	Invasive spongiotrophoblast(Placenta)
X41.47	-1.786496969	-3.390428823	Invasive spongiotrophoblast(Placenta)
X42.47	-1.272538157	-3.428533834	Invasive spongiotrophoblast(Placenta)
X43.47	-1.699384184	-3.363680166	Invasive spongiotrophoblast(Placenta)
X44.47	-1.145761581	-3.230912727	Invasive spongiotrophoblast(Placenta)
X45.47	-1.146129818	-3.363865417	Invasive spongiotrophoblast(Placenta)
X46.47	-1.356811734	-3.510531705	Invasive spongiotrophoblast(Placenta)
X47.47	-1.096706839	-3.339760584	Invasive spongiotrophoblast(Placenta)
X48.47	-1.236803623	-3.408711713	Invasive spongiotrophoblast(Placenta)
X49.47	-1.394627901	-3.477486175	Invasive spongiotrophoblast(Placenta)
X0.49	-4.010457011	-4.416436952	Spongiotrophoblast_Phlda2 high(Placenta)
X1.48	-4.18726203	-4.720374387	Spongiotrophoblast_Phlda2 high(Placenta)
X2.48	-4.592624159	-4.59031133	Spongiotrophoblast_Phlda2 high(Placenta)
X3.48	-4.028485747	-4.47019462	Spongiotrophoblast_Phlda2 high(Placenta)
X4.48	-4.307376833	-4.85143308	Spongiotrophoblast_Phlda2 high(Placenta)
X5.48	-4.320014925	-4.724247259	Spongiotrophoblast_Phlda2 high(Placenta)
X6.48	-3.906760188	-4.431161684	Spongiotrophoblast_Phlda2 high(Placenta)
X7.48	-4.503477545	-4.678271097	Spongiotrophoblast_Phlda2 high(Placenta)
X8.48	-3.818482132	-4.30429725	Spongiotrophoblast_Phlda2 high(Placenta)
X9.48	-5.071371527	-4.627239507	Spongiotrophoblast_Phlda2 high(Placenta)
X10.48	-4.042836638	-4.662170213	Spongiotrophoblast_Phlda2 high(Placenta)
X11.48	-4.829637499	-5.929663461	Spongiotrophoblast_Phlda2 high(Placenta)
X12.48	-4.212720366	-4.616609377	Spongiotrophoblast_Phlda2 high(Placenta)
X13.48	-4.271273585	-4.629152101	Spongiotrophoblast_Phlda2 high(Placenta)
X14.48	-4.933391543	-4.957246584	Spongiotrophoblast_Phlda2 high(Placenta)
X15.48	-4.982634993	-5.303025049	Spongiotrophoblast_Phlda2 high(Placenta)
X16.48	-4.146952601	-4.539523882	Spongiotrophoblast_Phlda2 high(Placenta)
X17.48	-4.17132804	-4.635441106	Spongiotrophoblast_Phlda2 high(Placenta)
X18.48	-4.274879904	-4.769746107	Spongiotrophoblast_Phlda2 high(Placenta)
X19.48	-4.008855792	-4.333504957	Spongiotrophoblast_Phlda2 high(Placenta)
X20.48	-4.579090567	-4.70568971	Spongiotrophoblast_Phlda2 high(Placenta)
X21.48	-4.273238631	-4.564538759	Spongiotrophoblast_Phlda2 high(Placenta)
X22.48	-4.325544329	-5.030453485	Spongiotrophoblast_Phlda2 high(Placenta)
X23.48	-3.671397181	-4.253315252	Spongiotrophoblast_Phlda2 high(Placenta)
X24.48	-4.113488169	-4.395560545	Spongiotrophoblast_Phlda2 high(Placenta)
X25.48	-4.497909995	-4.923780721	Spongiotrophoblast_Phlda2 high(Placenta)
X26.48	-4.068994017	-4.356086534	Spongiotrophoblast_Phlda2 high(Placenta)
X27.48	-4.717557402	-4.673297208	Spongiotrophoblast_Phlda2 high(Placenta)
X28.48	-4.4732022	-5.07737903	Spongiotrophoblast_Phlda2 high(Placenta)
X29.48	-4.023173304	-4.87610082	Spongiotrophoblast_Phlda2 high(Placenta)
X30.48	-4.784276457	-5.027047437	Spongiotrophoblast_Phlda2 high(Placenta)
X31.48	-4.65730712	-4.758247179	Spongiotrophoblast_Phlda2 high(Placenta)
X32.48	-4.331863375	-4.937549871	Spongiotrophoblast_Phlda2 high(Placenta)
X33.48	-3.717390748	-4.077214283	Spongiotrophoblast_Phlda2 high(Placenta)
X34.48	-4.263019057	-4.742986005	Spongiotrophoblast_Phlda2 high(Placenta)
X35.48	-4.053433867	-4.473984998	Spongiotrophoblast_Phlda2 high(Placenta)
X36.48	-4.918835612	-4.338191312	Spongiotrophoblast_Phlda2 high(Placenta)
X37.48	-4.532459708	-4.782886785	Spongiotrophoblast_Phlda2 high(Placenta)
X38.48	-5.42468402	-4.213212055	Spongiotrophoblast_Phlda2 high(Placenta)
X39.48	-4.200663538	-4.776395601	Spongiotrophoblast_Phlda2 high(Placenta)
X40.48	-4.085267992	-4.504350465	Spongiotrophoblast_Phlda2 high(Placenta)
X41.48	-4.292534323	-5.029838842	Spongiotrophoblast_Phlda2 high(Placenta)
X42.48	-3.981353493	-4.420085233	Spongiotrophoblast_Phlda2 high(Placenta)
X43.48	-4.555702181	-5.222413343	Spongiotrophoblast_Phlda2 high(Placenta)
X44.48	-4.145061465	-4.279539388	Spongiotrophoblast_Phlda2 high(Placenta)
X45.48	-4.355450602	-5.049217027	Spongiotrophoblast_Phlda2 high(Placenta)
X46.48	-4.964570494	-5.096135419	Spongiotrophoblast_Phlda2 high(Placenta)
X47.48	-3.992485257	-4.585969251	Spongiotrophoblast_Phlda2 high(Placenta)
X48.48	-4.966173144	-5.848153871	Spongiotrophoblast_Phlda2 high(Placenta)
X49.48	-4.352531882	-4.99991731	Spongiotrophoblast_Phlda2 high(Placenta)
X0.50	-10.05551574	5.812445837	B cell_Ly6d high(Peripheral_Blood)
X1.49	-9.547908278	5.540362555	B cell_Ly6d high(Peripheral_Blood)
X2.49	-9.92067668	5.297027308	B cell_Ly6d high(Peripheral_Blood)
X3.49	-10.05828616	5.380326945	B cell_Ly6d high(Peripheral_Blood)
X4.49	-9.661582442	5.584459502	B cell_Ly6d high(Peripheral_Blood)
X5.49	-10.0275769	5.705227095	B cell_Ly6d high(Peripheral_Blood)
X6.49	-9.458157988	2.182367283	B cell_Ly6d high(Peripheral_Blood)
X7.49	-9.994410964	5.800242621	B cell_Ly6d high(Peripheral_Blood)
X8.49	-10.07901237	5.812716204	B cell_Ly6d high(Peripheral_Blood)
X9.49	-9.326328726	5.266974169	B cell_Ly6d high(Peripheral_Blood)
X10.49	-10.63335845	0.745608407	B cell_Ly6d high(Peripheral_Blood)
X11.49	-9.116087409	4.8904769	B cell_Ly6d high(Peripheral_Blood)
X12.49	-10.06075618	5.246204573	B cell_Ly6d high(Peripheral_Blood)
X13.49	-9.622688742	5.551986414	B cell_Ly6d high(Peripheral_Blood)
X14.49	-10.04827449	5.005174357	B cell_Ly6d high(Peripheral_Blood)
X15.49	-9.740753623	5.617412764	B cell_Ly6d high(Peripheral_Blood)
X16.49	-9.823883505	5.775925356	B cell_Ly6d high(Peripheral_Blood)
X17.49	-10.14399287	5.585529047	B cell_Ly6d high(Peripheral_Blood)
X18.49	-10.9584584	2.085201699	B cell_Ly6d high(Peripheral_Blood)
X19.49	-9.988552542	5.303299624	B cell_Ly6d high(Peripheral_Blood)
X20.49	-9.786817999	5.716335493	B cell_Ly6d high(Peripheral_Blood)
X21.49	-10.13483474	5.594939906	B cell_Ly6d high(Peripheral_Blood)
X22.49	-9.680885764	5.549343306	B cell_Ly6d high(Peripheral_Blood)
X23.49	-9.961815329	5.240434367	B cell_Ly6d high(Peripheral_Blood)
X24.49	-10.99833915	5.167906004	B cell_Ly6d high(Peripheral_Blood)
X25.49	-9.544339629	3.840508658	B cell_Ly6d high(Peripheral_Blood)
X26.49	-9.576835127	4.483551699	B cell_Ly6d high(Peripheral_Blood)
X27.49	-9.216611357	5.104520995	B cell_Ly6d high(Peripheral_Blood)
X28.49	-9.899305792	5.395365435	B cell_Ly6d high(Peripheral_Blood)
X29.49	-10.37017581	5.857697684	B cell_Ly6d high(Peripheral_Blood)
X30.49	-10.90556094	5.151317316	B cell_Ly6d high(Peripheral_Blood)
X31.49	-9.779574843	4.162009913	B cell_Ly6d high(Peripheral_Blood)
X32.49	-10.46240661	5.561674792	B cell_Ly6d high(Peripheral_Blood)
X33.49	-10.15194366	5.901988703	B cell_Ly6d high(Peripheral_Blood)
X34.49	-9.762595625	5.353681284	B cell_Ly6d high(Peripheral_Blood)
X35.49	-10.18355414	5.603748518	B cell_Ly6d high(Peripheral_Blood)
X36.49	-9.28115222	5.060620982	B cell_Ly6d high(Peripheral_Blood)
X37.49	-9.836912604	5.170159537	B cell_Ly6d high(Peripheral_Blood)
X38.49	-9.789667578	5.401087004	B cell_Ly6d high(Peripheral_Blood)
X39.49	-9.875004263	5.782198149	B cell_Ly6d high(Peripheral_Blood)
X40.49	-9.564018698	5.497819144	B cell_Ly6d high(Peripheral_Blood)
X41.49	-9.6866183	5.387424666	B cell_Ly6d high(Peripheral_Blood)
X42.49	-9.529542418	5.44035216	B cell_Ly6d high(Peripheral_Blood)
X43.49	-9.899889441	4.627466875	B cell_Ly6d high(Peripheral_Blood)
X44.49	-9.887880774	5.353530604	B cell_Ly6d high(Peripheral_Blood)
X45.49	-10.1580405	5.398313242	B cell_Ly6d high(Peripheral_Blood)
X46.49	-9.627479048	5.541096407	B cell_Ly6d high(Peripheral_Blood)
X47.49	-3.002775879	7.32108565	B cell_Ly6d high(Peripheral_Blood)
X48.49	-9.783573599	5.670084196	B cell_Ly6d high(Peripheral_Blood)
X49.49	-10.23928115	5.171140391	B cell_Ly6d high(Peripheral_Blood)
X0.51	-6.751993628	-2.903265518	B cell_Vpreb3 high(Peripheral_Blood)
X1.50	-10.85390994	0.103610265	B cell_Vpreb3 high(Peripheral_Blood)
X2.50	-10.65190646	0.083054948	B cell_Vpreb3 high(Peripheral_Blood)
X3.50	-10.28330371	0.208131063	B cell_Vpreb3 high(Peripheral_Blood)
X4.50	-6.866719218	-2.843567651	B cell_Vpreb3 high(Peripheral_Blood)
X5.50	-10.26999995	-0.115558606	B cell_Vpreb3 high(Peripheral_Blood)
X6.50	-11.35685298	-0.366652977	B cell_Vpreb3 high(Peripheral_Blood)
X7.50	-10.91252563	-0.25341474	B cell_Vpreb3 high(Peripheral_Blood)
X8.50	-6.586065741	-3.705476802	B cell_Vpreb3 high(Peripheral_Blood)
X9.50	-10.74545333	1.080822069	B cell_Vpreb3 high(Peripheral_Blood)
X10.50	-6.892954798	-2.684406561	B cell_Vpreb3 high(Peripheral_Blood)
X11.50	-10.67823455	0.040227223	B cell_Vpreb3 high(Peripheral_Blood)
X12.50	-12.74774119	-0.620993388	B cell_Vpreb3 high(Peripheral_Blood)
X13.50	-10.42740771	1.105318147	B cell_Vpreb3 high(Peripheral_Blood)
X14.50	-10.48449943	0.892575222	B cell_Vpreb3 high(Peripheral_Blood)
X15.50	-12.39056918	-0.600050789	B cell_Vpreb3 high(Peripheral_Blood)
X16.50	-10.11288688	-0.034628224	B cell_Vpreb3 high(Peripheral_Blood)
X17.50	-12.3264117	0.228720266	B cell_Vpreb3 high(Peripheral_Blood)
X18.50	-11.09496257	1.962965208	B cell_Vpreb3 high(Peripheral_Blood)
X19.50	-11.71630237	-0.384135578	B cell_Vpreb3 high(Peripheral_Blood)
X20.50	-12.61844394	-0.511715007	B cell_Vpreb3 high(Peripheral_Blood)
X21.50	-11.28488013	0.101715255	B cell_Vpreb3 high(Peripheral_Blood)
X22.50	-11.95757148	-0.170406815	B cell_Vpreb3 high(Peripheral_Blood)
X23.50	-10.30897281	-0.095794526	B cell_Vpreb3 high(Peripheral_Blood)
X24.50	-12.57325694	-0.482907158	B cell_Vpreb3 high(Peripheral_Blood)
X25.50	-12.08483836	0.312238473	B cell_Vpreb3 high(Peripheral_Blood)
X26.50	-10.24170444	-0.252141312	B cell_Vpreb3 high(Peripheral_Blood)
X27.50	-11.39153335	-0.288075326	B cell_Vpreb3 high(Peripheral_Blood)
X28.50	-10.63690517	0.724730212	B cell_Vpreb3 high(Peripheral_Blood)
X29.50	-6.451687308	0.790521461	B cell_Vpreb3 high(Peripheral_Blood)
X30.50	-10.38648364	-0.047753078	B cell_Vpreb3 high(Peripheral_Blood)
X31.50	-12.59103725	-0.560247761	B cell_Vpreb3 high(Peripheral_Blood)
X32.50	-11.77447936	-0.437361044	B cell_Vpreb3 high(Peripheral_Blood)
X33.50	-10.59372661	0.351761955	B cell_Vpreb3 high(Peripheral_Blood)
X34.50	-6.940026255	-3.90698604	B cell_Vpreb3 high(Peripheral_Blood)
X35.50	-12.43762824	0.269902188	B cell_Vpreb3 high(Peripheral_Blood)
X36.50	-11.0071654	-0.27575264	B cell_Vpreb3 high(Peripheral_Blood)
X37.50	-9.94229743	-0.121959504	B cell_Vpreb3 high(Peripheral_Blood)
X38.50	-11.7277064	-0.311872299	B cell_Vpreb3 high(Peripheral_Blood)
X39.50	-12.03296229	-0.383301076	B cell_Vpreb3 high(Peripheral_Blood)
X40.50	-11.35460326	-0.173053932	B cell_Vpreb3 high(Peripheral_Blood)
X41.50	-11.83393619	0.339931446	B cell_Vpreb3 high(Peripheral_Blood)
X42.50	-6.997873755	-2.70900206	B cell_Vpreb3 high(Peripheral_Blood)
X43.50	-6.753530951	-3.288115781	B cell_Vpreb3 high(Peripheral_Blood)
X44.50	-9.378840895	-0.26268893	B cell_Vpreb3 high(Peripheral_Blood)
X45.50	-6.667400809	-3.931332868	B cell_Vpreb3 high(Peripheral_Blood)
X46.50	-10.50833175	-0.052281883	B cell_Vpreb3 high(Peripheral_Blood)
X47.50	-9.540211173	0.150266993	B cell_Vpreb3 high(Peripheral_Blood)
X48.50	-11.88187549	0.545104522	B cell_Vpreb3 high(Peripheral_Blood)
X49.50	-9.553913565	0.464359838	B cell_Vpreb3 high(Peripheral_Blood)
X0.52	-9.851480933	3.811839777	T cell_Trbc2 high(Peripheral_Blood)
X1.51	-9.915702315	2.458246189	T cell_Trbc2 high(Peripheral_Blood)
X2.51	-10.1073632	4.859068114	T cell_Trbc2 high(Peripheral_Blood)
X3.51	-10.63966224	4.657337386	T cell_Trbc2 high(Peripheral_Blood)
X4.51	-10.05479571	4.44112559	T cell_Trbc2 high(Peripheral_Blood)
X5.51	-10.31604907	4.526400286	T cell_Trbc2 high(Peripheral_Blood)
X6.51	-10.39681384	4.905109126	T cell_Trbc2 high(Peripheral_Blood)
X7.51	-10.57182929	4.757480818	T cell_Trbc2 high(Peripheral_Blood)
X8.51	-9.934430571	4.936277586	T cell_Trbc2 high(Peripheral_Blood)
X9.51	-10.04771182	5.004413802	T cell_Trbc2 high(Peripheral_Blood)
X10.51	-9.848981352	5.698310572	T cell_Trbc2 high(Peripheral_Blood)
X11.51	-9.853345366	4.258711535	T cell_Trbc2 high(Peripheral_Blood)
X12.51	-10.68721721	4.880713183	T cell_Trbc2 high(Peripheral_Blood)
X13.51	-10.79457423	5.276339251	T cell_Trbc2 high(Peripheral_Blood)
