a,TSNE_1,TSNE_2,X
X46.9,1.70414112887257,2.90691256961557,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X12.9,1.72158831753303,2.74447067124481,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X13.9,1.72460694393826,3.18469326522852,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X45.9,1.89733027468482,2.79925435903848,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X48.9,1.77400780770615,3.13234848479959,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X2.158,1.82027404434879,3.6674980765609,Epithelial cell_Sftpc high(Fetal_Lung)
X24.158,1.42186997291143,3.67391255816988,Epithelial cell_Sftpc high(Fetal_Lung)
X17.9,2.5166317834579,2.65709282686356,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X14.9,2.59715181714076,2.55187507306157,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X41.83,3.13618767786777,1.75398284168748,Erythroblast_Hba-a1 high(Neonatal-Rib)
X10.179,2.64414417406199,2.56309716737767,ES_Actb_high(Embryonic-Stem-Cell)
X43.181,2.32878403040977,2.93653642692403,ES_Rps28_high(Embryonic-Stem-Cell)
X15.9,2.03045438093732,3.35879593036287,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X22.152,2.07306502947091,3.67782756343108,Epithelial cell(Fetal_Stomache)
X24.152,1.93677697633741,3.52107001340553,Epithelial cell(Fetal_Stomache)
X47.158,1.94429054610618,3.57878273493167,Epithelial cell_Sftpc high(Fetal_Lung)
X16.9,1.82820508291846,2.88440456404823,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X9.151,0.615671209247322,3.74564083015909,Stromal cell_Dcn high(Fetal_Stomache)
X5.152,2.24272706109574,3.8263927944498,Epithelial cell(Fetal_Stomache)
X10.181,2.16410641560027,2.98238151814609,ES_Rps28_high(Embryonic-Stem-Cell)
X38.153,2.93372652437857,2.03651720002923,Erythroblast_Klf1 high(Fetal_Stomache)
X44.180,2.39825657372529,3.00653516355374,ES_Nedd4_high(Embryonic-Stem-Cell)
X18.9,2.26191713947591,3.33050592237432,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X3.152,2.51326702387789,3.92315998037399,Epithelial cell(Fetal_Stomache)
X12.169,2.32513926653552,4.05337904928408,Epithelial cell_Lgals2 high(Fetal_Intestine)
X19.9,-0.0484404530914377,2.8250471519513,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X36.112,-0.0486185129731558,2.12877177060254,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X10.157,-0.342216715122749,3.32448257814397,Stromal cell_Ankfy1 high(Fetal_Lung)
X36.170,-0.50768363953188,3.23171150971831,Enterocyte progenitor(Fetal_Intestine)
X36.152,2.66385284935749,3.29937546395096,Epithelial cell(Fetal_Stomache)
X20.9,2.48940541130896,2.95482620188562,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X46.180,2.49305745700546,2.65906057015894,ES_Nedd4_high(Embryonic-Stem-Cell)
X33.181,2.40247234860088,3.03349403742062,ES_Rps28_high(Embryonic-Stem-Cell)
X42.181,2.43626391147337,3.14211452269745,ES_Rps28_high(Embryonic-Stem-Cell)
X21.9,1.68659200185528,2.83455249370923,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X22.9,0.363296685185347,2.30946627608052,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X37.111,0.297105765612756,2.28597387601441,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X2.112,0.243042036994263,2.22345787634593,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X33.112,0.211086718018504,2.36013755392882,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X23.9,1.9941654055455,2.96728517515909,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X39.10,2.11868449677913,2.96813347052349,TS_Rps28_high(Trophoblast-Stem-Cell)
X24.9,2.47029075941011,2.92591336244405,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X8.10,2.53110910079621,2.7157705099533,TS_Rps28_high(Trophoblast-Stem-Cell)
X47.181,2.46087696472077,2.94850022063125,ES_Rps28_high(Embryonic-Stem-Cell)
X25.9,2.24698124117864,2.68013706378119,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X13.10,2.39993827892831,2.73295944905092,TS_Rps28_high(Trophoblast-Stem-Cell)
X38.10,2.2504812712665,2.8465372440512,TS_Rps28_high(Trophoblast-Stem-Cell)
X26.9,2.40165016020894,2.75086618673041,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X27.10,2.39477330000231,2.70606071851374,TS_Rps28_high(Trophoblast-Stem-Cell)
X33.10,2.36443515495045,2.70028730576027,TS_Rps28_high(Trophoblast-Stem-Cell)
X6.181,2.52439305306468,2.8687140915048,ES_Rps28_high(Embryonic-Stem-Cell)
X27.9,2.23827757104412,2.76623206504424,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X47.154,2.32225463741552,2.88263322275131,Acinar cell_Spp1 high(Fetal_Stomache)
X28.9,1.6410200137309,2.86160948322425,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X29.9,2.21928122959302,2.9156016692201,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X41.9,2.09631506905613,2.90643487906954,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X18.10,2.09868882410538,2.80908724301515,TS_Rps28_high(Trophoblast-Stem-Cell)
X39.180,2.33876548703387,2.95612196216428,ES_Nedd4_high(Embryonic-Stem-Cell)
X30.9,1.87968784445208,2.90201646820105,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X32.9,1.9261651995173,2.65495757842514,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X7.181,2.4394347104014,2.97976390407087,ES_Rps28_high(Embryonic-Stem-Cell)
X33.9,1.98046374048133,3.02867542029071,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X7.158,1.89771769698866,3.56451793793936,Epithelial cell_Sftpc high(Fetal_Lung)
X35.9,2.02064975159542,2.95230731767802,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X36.9,2.01613165562337,3.01542417260654,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X37.9,2.15293907928163,2.78136682521173,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X39.9,2.05226491687234,3.26843478178496,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X10.152,2.42062863922931,3.84354656755691,Epithelial cell(Fetal_Stomache)
X14.152,2.06250692424268,3.52083658576545,Epithelial cell(Fetal_Stomache)
X41.152,2.46889399620219,3.92949572149111,Epithelial cell(Fetal_Stomache)
X8.152,2.51517118642602,3.88759546223315,Epithelial cell(Fetal_Stomache)
X31.181,2.38076221299297,3.22923184169435,ES_Rps28_high(Embryonic-Stem-Cell)
X43.9,1.91224842735617,3.08889465567144,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X44.9,2.3421391627879,2.97826305840064,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X46.179,2.31408430918096,3.11292093473389,ES_Actb_high(Embryonic-Stem-Cell)
X28.180,2.3963410438764,2.90579654918584,ES_Nedd4_high(Embryonic-Stem-Cell)
X10.112,0.319265162867627,2.15822999499622,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X47.9,2.09220670104627,2.77209267814448,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X14.10,2.38724522989094,2.64724952636015,TS_Rps28_high(Trophoblast-Stem-Cell)
X6.157,0.540420770855587,4.01378208186564,Stromal cell_Ankfy1 high(Fetal_Lung)
X14.166,0.368223197934371,3.76107083697611,Stromal cell_Adamdec1 high(Fetal_Intestine)
X41.10,2.4639400285314,2.80500577086967,TS_Rps28_high(Trophoblast-Stem-Cell)
X45.153,3.06376179230748,1.90437489814417,Erythroblast_Klf1 high(Fetal_Stomache)
X24.180,2.25844771619875,3.11275332479199,ES_Nedd4_high(Embryonic-Stem-Cell)
X2.10,2.60720337043061,2.53169967289163,TS_Rps28_high(Trophoblast-Stem-Cell)
X13.154,2.83978284748395,3.81796184918894,Acinar cell_Spp1 high(Fetal_Stomache)
X3.10,2.47002128622068,3.05341011578729,TS_Rps28_high(Trophoblast-Stem-Cell)
X0.155,2.85067809899837,3.363904643931,Acinar cell_Spp1 high(Fetal_Stomache)
X31.179,2.34411566749294,3.00149582424737,ES_Actb_high(Embryonic-Stem-Cell)
X5.180,2.33550010278441,2.91621902588161,ES_Nedd4_high(Embryonic-Stem-Cell)
X5.10,2.27779003162361,3.07729395095794,TS_Rps28_high(Trophoblast-Stem-Cell)
X8.181,2.44877562501691,3.03624398613476,ES_Rps28_high(Embryonic-Stem-Cell)
X6.10,2.69919382230217,3.03853577531407,TS_Rps28_high(Trophoblast-Stem-Cell)
X26.154,2.9059818219922,3.42635212810147,Acinar cell_Spp1 high(Fetal_Stomache)
X11.181,2.57825558490055,2.75114083212485,ES_Rps28_high(Embryonic-Stem-Cell)
X21.181,2.51178052532777,2.94045154468981,ES_Rps28_high(Embryonic-Stem-Cell)
X7.10,2.26187220874088,2.76559967377662,TS_Rps28_high(Trophoblast-Stem-Cell)
X4.181,2.47788327834629,2.88706015745508,ES_Rps28_high(Embryonic-Stem-Cell)
X11.10,2.26171025544351,3.14504317708366,TS_Rps28_high(Trophoblast-Stem-Cell)
X8.180,2.40470668172735,3.22215722243681,ES_Nedd4_high(Embryonic-Stem-Cell)
X12.10,2.26503717776963,2.63136906418235,TS_Rps28_high(Trophoblast-Stem-Cell)
X43.10,2.56441326704207,2.51775698092077,TS_Rps28_high(Trophoblast-Stem-Cell)
X14.153,3.41871126109209,1.50143672795707,Erythroblast_Klf1 high(Fetal_Stomache)
X17.153,3.24829938099521,1.44761544147515,Erythroblast_Klf1 high(Fetal_Stomache)
X29.153,1.22920386617858,3.55387211149035,Erythroblast_Klf1 high(Fetal_Stomache)
X15.10,2.47424896748518,3.08172972694938,TS_Rps28_high(Trophoblast-Stem-Cell)
X9.181,2.3483527446083,3.0612218569737,ES_Rps28_high(Embryonic-Stem-Cell)
X16.10,2.36286092404363,2.90047365594308,TS_Rps28_high(Trophoblast-Stem-Cell)
X17.10,2.26057106959227,2.6515526043843,TS_Rps28_high(Trophoblast-Stem-Cell)
X48.152,0.684863034136244,4.38387467572199,Epithelial cell(Fetal_Stomache)
X19.10,1.93245826476625,3.3902041835477,TS_Rps28_high(Trophoblast-Stem-Cell)
X3.179,2.39543037069551,3.0689805085583,ES_Actb_high(Embryonic-Stem-Cell)
X22.10,2.19431071228633,2.63303363654535,TS_Rps28_high(Trophoblast-Stem-Cell)
X23.10,2.09642374074781,2.78534742373547,TS_Rps28_high(Trophoblast-Stem-Cell)
X37.10,2.4219679402998,3.09106729745321,TS_Rps28_high(Trophoblast-Stem-Cell)
X24.10,2.4590112963753,3.16121657762929,TS_Rps28_high(Trophoblast-Stem-Cell)
X43.180,2.40328026071284,3.24375616430871,ES_Nedd4_high(Embryonic-Stem-Cell)
X25.10,2.34508252945643,2.90887231382762,TS_Rps28_high(Trophoblast-Stem-Cell)
X7.179,2.25904847716749,3.22228741753448,ES_Actb_high(Embryonic-Stem-Cell)
X6.180,2.52241316993821,3.07267994800638,ES_Nedd4_high(Embryonic-Stem-Cell)
X28.10,2.27748586746627,2.78119910650855,TS_Rps28_high(Trophoblast-Stem-Cell)
X29.10,2.57257761966427,2.57510621349731,TS_Rps28_high(Trophoblast-Stem-Cell)
X30.10,2.17154181301583,2.93461438669021,TS_Rps28_high(Trophoblast-Stem-Cell)
X31.10,2.2660264217595,3.1705762754572,TS_Rps28_high(Trophoblast-Stem-Cell)
X32.10,1.96088744137347,3.05330217993974,TS_Rps28_high(Trophoblast-Stem-Cell)
X5.179,2.44129440602677,3.02812854196802,ES_Actb_high(Embryonic-Stem-Cell)
X35.10,2.46863897220734,2.82488167203272,TS_Rps28_high(Trophoblast-Stem-Cell)
X36.10,2.35826934336429,2.97711722179616,TS_Rps28_high(Trophoblast-Stem-Cell)
X12.181,2.53804519733715,2.84360735177562,ES_Rps28_high(Embryonic-Stem-Cell)
X42.10,2.11360033244333,2.57583293208456,TS_Rps28_high(Trophoblast-Stem-Cell)
X44.10,2.38546374872696,2.6244083193384,TS_Rps28_high(Trophoblast-Stem-Cell)
X45.10,2.46745983903304,2.79023530503274,TS_Rps28_high(Trophoblast-Stem-Cell)
X46.10,2.35215316462598,2.99810060503959,TS_Rps28_high(Trophoblast-Stem-Cell)
X12.179,2.45004727403395,3.07353061237217,ES_Actb_high(Embryonic-Stem-Cell)
X47.10,2.14669244345527,2.69806559489238,TS_Rps28_high(Trophoblast-Stem-Cell)
X48.10,2.39007631149298,2.97336474515707,TS_Rps28_high(Trophoblast-Stem-Cell)
X49.10,2.25635881142267,2.59234242911584,TS_Rps28_high(Trophoblast-Stem-Cell)
X36.182,0.117903084306772,-6.19374965151185,Macrophage(Embryonic-Mesenchyme)
X4.11,-0.349869110854141,1.79264087194037,MEF(Trophoblast-Stem-Cell)
X1.11,-0.429444162197781,1.752259309391,MEF(Trophoblast-Stem-Cell)
X16.11,-0.606300730513074,1.6684148294715,MEF(Trophoblast-Stem-Cell)
X20.11,-0.499529870036947,1.67789464456373,MEF(Trophoblast-Stem-Cell)
X28.11,-0.330375853631632,1.87560407581722,MEF(Trophoblast-Stem-Cell)
X37.11,-0.351086101786263,1.83040762433972,MEF(Trophoblast-Stem-Cell)
X10.11,-0.452567742324237,1.71215187724359,MEF(Trophoblast-Stem-Cell)
X2.11,-0.519029244338243,1.60920563761556,MEF(Trophoblast-Stem-Cell)
X13.11,-0.438398363117648,1.70309673852206,MEF(Trophoblast-Stem-Cell)
X25.11,-0.431619536753688,1.71338685428695,MEF(Trophoblast-Stem-Cell)
X26.11,-0.567980337948675,1.53035622783194,MEF(Trophoblast-Stem-Cell)
X42.11,-0.514449925093962,1.5948902019463,MEF(Trophoblast-Stem-Cell)
X3.11,-0.458920013302286,1.68968664891589,MEF(Trophoblast-Stem-Cell)
X14.11,-0.293088318251102,1.86655107890983,MEF(Trophoblast-Stem-Cell)
X23.11,-0.528939485699262,1.56907143165714,MEF(Trophoblast-Stem-Cell)
X11.112,-0.35537524517261,1.99563332219277,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X33.11,-0.303482851985928,1.87378715398244,MEF(Trophoblast-Stem-Cell)
X38.11,-0.389318888575904,1.74616916683695,MEF(Trophoblast-Stem-Cell)
X47.11,-0.255505677950028,1.84457877064589,MEF(Trophoblast-Stem-Cell)
X38.42,-3.17299870525108,1.56717119995408,Stromal cell(Placenta)
X5.11,-2.98922319643427,1.3051077520672,MEF(Trophoblast-Stem-Cell)
X6.62,-2.94380032515774,1.26873499767367,Stroma cell (Ovary)
X33.73,-3.06000804413394,1.19964986194145,Osteoblast_Ppic high(Neonatal-Skin)
X6.11,-0.294509694307121,1.84996022229729,MEF(Trophoblast-Stem-Cell)
X7.11,-0.323420906723081,1.8025604938361,MEF(Trophoblast-Stem-Cell)
X14.112,-0.183526705988185,2.01507071012595,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X24.11,-0.222630782976901,1.93474893608905,MEF(Trophoblast-Stem-Cell)
X8.11,-0.140661166647464,2.04780863336798,MEF(Trophoblast-Stem-Cell)
X32.11,-0.145284200582952,2.28392947462692,MEF(Trophoblast-Stem-Cell)
X1.111,-0.0409029328098289,2.05727702019066,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X6.112,-0.181282185163636,1.94377707110443,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X9.11,0.0572034436129162,2.122165194926,MEF(Trophoblast-Stem-Cell)
X34.111,0.0518836218324747,2.07590293592848,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X42.111,0.0405441521739358,2.06321357018803,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X40.112,0.00404791812716858,2.15311717006816,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X25.111,-0.295967594942547,1.90270577385349,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X15.11,-0.577728045938454,1.5443682751935,MEF(Trophoblast-Stem-Cell)
X11.11,-0.628842092881518,1.46144012626134,MEF(Trophoblast-Stem-Cell)
X36.11,-0.518225334120865,1.5792014026267,MEF(Trophoblast-Stem-Cell)
X46.11,-0.548242418106206,1.55207233207633,MEF(Trophoblast-Stem-Cell)
X12.11,-0.54283649598018,1.54808450095546,MEF(Trophoblast-Stem-Cell)
X43.11,-0.585550476070562,1.50291017008462,MEF(Trophoblast-Stem-Cell)
X18.11,-0.537784131499166,1.59657437072415,MEF(Trophoblast-Stem-Cell)
X30.11,0.124284215428933,1.88231900752522,MEF(Trophoblast-Stem-Cell)
X17.11,0.0135337130204209,1.83963605527894,MEF(Trophoblast-Stem-Cell)
X34.11,0.0141463333532892,1.87890617494315,MEF(Trophoblast-Stem-Cell)
X15.111,0.161422522175117,1.86887917448736,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X44.111,0.0852842566760773,1.85438769066537,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X47.112,0.112852125261811,1.88448398721121,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X19.11,-0.188539725106862,1.85669777215504,MEF(Trophoblast-Stem-Cell)
X3.112,0.0725124966618064,1.8472621390025,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X21.11,-0.540403757192881,1.56913223695217,MEF(Trophoblast-Stem-Cell)
X22.11,-0.39388698166134,1.94034242817013,MEF(Trophoblast-Stem-Cell)
X10.111,-0.182614699217497,1.96933869764173,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X0.112,0.0301909905976247,2.14784680172652,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X27.11,0.0130582235126025,2.25634999908352,MEF(Trophoblast-Stem-Cell)
X29.112,0.153912342548188,2.05195538414834,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X34.112,-0.0271896632457795,2.16659837842645,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X46.112,-0.053117836993318,2.2296133622238,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X35.111,-0.0141148923877581,2.04778082573104,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X2.111,0.218184654581656,1.98023627090256,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X29.11,0.31000809017904,2.18561089445834,MEF(Trophoblast-Stem-Cell)
X8.111,0.0957193402006406,2.06601888867622,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X43.111,0.536360028722462,2.63044547787831,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X21.112,0.212012337754904,1.9651042591089,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X4.111,0.129369130986339,1.91938411599952,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X20.112,0.155783819929282,1.90495931113344,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X30.112,0.154800274859312,1.90899644578552,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X32.112,0.218893335417432,1.89140797730586,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X48.11,0.022381912750796,2.15968668398709,MEF(Trophoblast-Stem-Cell)
X31.11,-0.031961384394538,2.11287209424128,MEF(Trophoblast-Stem-Cell)
X7.111,-0.0778668930718786,2.06264461160975,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X29.171,-0.275464850060994,3.49662460847503,Stromal cell_Stmn2 high (Fetal_Intestine)
X20.184,-0.803906701719491,3.00113132843633,Stromal cell_Cxcl12 high(Embryonic-Mesenchyme)
X41.112,0.123866830723804,2.08716462531994,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X35.11,0.0410502054907355,1.924257883396,MEF(Trophoblast-Stem-Cell)
X13.111,0.0410996209533144,2.07548356769603,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X40.11,-1.27563960744562,2.5931554134424,MEF(Trophoblast-Stem-Cell)
X41.11,-0.434501002855039,2.18970384355622,MEF(Trophoblast-Stem-Cell)
X40.42,-2.01975045579255,2.68690244223463,Stromal cell(Placenta)
X2.88,-1.63699495592128,3.03672614484829,Mesenchymal cell(Neonatal-Muscle)
X25.88,-1.54516350858988,2.92919265857541,Mesenchymal cell(Neonatal-Muscle)
X20.111,-0.210873481983526,2.13365222863745,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X43.112,-0.0937847873488733,2.11052769391173,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)
X12.170,-0.955851524294396,2.81661408158882,Enterocyte progenitor(Fetal_Intestine)
X44.11,-0.200717553837859,1.75010705208998,MEF(Trophoblast-Stem-Cell)
X45.11,1.04452289024417,2.62395604760514,MEF(Trophoblast-Stem-Cell)
X18.111,0.110707226441527,2.151799551376,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X23.111,0.136239173777584,2.13258516841272,Mesenchymal stem cell_Tmsb10 high(Mesenchymal-Stem-Cell-Cultured)
X49.11,-2.30817025094058,1.66334181563178,MEF(Trophoblast-Stem-Cell)
X14.42,-2.09126675279331,2.21976224117823,Stromal cell(Placenta)
X37.42,-2.42140943720982,1.80247003663543,Stromal cell(Placenta)
X15.12,6.19015309807201,-2.63238014439155,B cell(Thymus)
X33.12,6.31802022011347,-3.11548939719268,B cell(Thymus)
X5.14,6.34257984202625,-3.1222372770567,T cell_Ms4a4b high(Thymus)
X22.14,6.25680879829509,-2.72864074515736,T cell_Ms4a4b high(Thymus)
X29.14,6.3459141329482,-3.14442456936435,T cell_Ms4a4b high(Thymus)
X25.12,6.29718808326909,-3.25352016944365,B cell(Thymus)
X1.12,6.20164914238308,-2.90079197045921,B cell(Thymus)
X41.12,6.26000754617993,-3.05789865534053,B cell(Thymus)
X9.14,6.50507203797049,-3.23583232455378,T cell_Ms4a4b high(Thymus)
X18.12,6.2636347108227,-3.13931577644475,B cell(Thymus)
X2.12,6.25664160011391,-3.22480095220776,B cell(Thymus)
X39.15,6.29192174734025,-3.22875887342412,DPT cell(Thymus)
X3.14,6.51954848987641,-3.10722446046427,T cell_Ms4a4b high(Thymus)
X3.12,6.35140369057424,-2.98640629735795,B cell(Thymus)
X7.14,6.53631168562575,-3.150582023059,T cell_Ms4a4b high(Thymus)
X4.12,6.23973176348591,-3.21681168385928,B cell(Thymus)
X5.12,6.51270776940668,-3.25773751266808,B cell(Thymus)
X32.14,6.64044861946693,-3.37180770051971,T cell_Ms4a4b high(Thymus)
X8.12,6.14785186894372,-2.45574518067104,B cell(Thymus)
X6.12,6.16665440957864,-2.56612314468906,B cell(Thymus)
X48.12,6.12177659391055,-2.46605662129392,B cell(Thymus)
X39.13,6.14966064261753,-2.61413616738322,Proliferating thymocyte(Thymus)
X7.12,6.20792473571458,-2.9029004129893,B cell(Thymus)
X1.14,6.21078071759545,-2.47810080438986,T cell_Ms4a4b high(Thymus)
X4.130,6.44487275971919,-2.57783103505971,T cell_Pclaf high(Mammary-Gland-Involution)
X46.130,6.38201655724809,-2.26852990111312,T cell_Pclaf high(Mammary-Gland-Involution)
X9.12,6.30928910091904,-3.16922735005692,B cell(Thymus)
X10.12,6.34739713112114,-3.1872040234573,B cell(Thymus)
X11.12,6.130515735161,-2.52242415226007,B cell(Thymus)
X32.13,6.0556441389008,-2.40567107961791,Proliferating thymocyte(Thymus)
X8.32,8.0022880329984,-2.41526945500758,T cell(Spleen)
X12.12,8.07310378617073,-2.4110492098066,B cell(Thymus)
X12.32,8.2554145712726,-2.542032536322,T cell(Spleen)
X42.32,7.97750948816663,-2.4493386307598,T cell(Spleen)
X0.117,8.17465135073828,-2.40800814911991,Dividing cell(Mammary-Gland-Virgin)
X1.116,7.92601052393473,-2.42422634655303,Dividing cell(Mammary-Gland-Virgin)
X8.14,6.742905988979,-3.06678391576006,T cell_Ms4a4b high(Thymus)
X13.12,6.46076264575322,-2.84453814827063,B cell(Thymus)
X46.14,6.44424809588547,-2.73048061459714,T cell_Ms4a4b high(Thymus)
X13.130,6.5528270807385,-2.68604803542991,T cell_Pclaf high(Mammary-Gland-Involution)
X14.12,6.07236365395189,-2.44826133384933,B cell(Thymus)
X11.130,6.48925786778201,-2.59525607498773,T cell_Pclaf high(Mammary-Gland-Involution)
X38.12,6.91945623015826,-3.13153655784784,B cell(Thymus)
X16.12,6.60489571712001,-3.18009046475203,B cell(Thymus)
X37.14,6.80941431727257,-3.17265198518815,T cell_Ms4a4b high(Thymus)
X17.12,6.28719615819384,-3.18453513771949,B cell(Thymus)
X19.12,6.32827640757194,-3.18724706473276,B cell(Thymus)
X45.12,6.36457330020711,-3.22516450145851,B cell(Thymus)
X20.12,6.03543509679881,-2.31584592397993,B cell(Thymus)
X34.12,6.01106562562307,-2.28967549939121,B cell(Thymus)
X21.12,6.23256742955504,-3.11337778906938,B cell(Thymus)
X22.12,5.96440110982721,-2.24174103743353,B cell(Thymus)
X27.12,5.9756945387544,-2.26652557975859,B cell(Thymus)
X30.12,5.95236243779168,-2.24294406999589,B cell(Thymus)
X23.12,6.41591702015686,-2.88005344431229,B cell(Thymus)
X40.14,6.64566842564863,-3.12597592636611,T cell_Ms4a4b high(Thymus)
X24.12,6.17531423031374,-2.66350355477527,B cell(Thymus)
X33.14,6.63304467803604,-3.36554671103706,T cell_Ms4a4b high(Thymus)
X26.12,6.05689658627975,-2.47694044409599,B cell(Thymus)
X28.12,6.36648346174182,-2.63239834811403,B cell(Thymus)
X29.12,6.40357630677862,-3.22528628973606,B cell(Thymus)
X31.12,6.37338232516489,-3.25643207868153,B cell(Thymus)
X32.12,6.26091148371055,-2.91627090008791,B cell(Thymus)
X35.12,6.26611985251414,-2.90703240580998,B cell(Thymus)
X36.12,6.29099454054421,-3.19050249842159,B cell(Thymus)
X37.12,6.24134055331051,-3.12582140749259,B cell(Thymus)
X6.14,6.94747785902254,-3.37937397958814,T cell_Ms4a4b high(Thymus)
X20.14,7.13160787262631,-2.93652582953377,T cell_Ms4a4b high(Thymus)
X36.51,6.91486889850109,-2.96986523624912,T cell_Trbc2 high(Peripheral_Blood)
X10.117,7.31913815319653,-3.08175254456296,T-cells_Ctla4 high(Mammary-Gland-Virgin)
X39.12,6.10128800698886,-2.4989990315858,B cell(Thymus)
X42.12,6.29276402946929,-2.8512122075323,B cell(Thymus)
X43.12,6.2746546870226,-3.21571279805445,B cell(Thymus)
X44.12,6.5768532026851,-3.17675790159258,B cell(Thymus)
X46.12,6.3316600878138,-3.14889565484617,B cell(Thymus)
X47.12,6.42334053471598,-3.12651816160602,B cell(Thymus)
X35.13,6.29250190803825,-2.82481687393534,Proliferating thymocyte(Thymus)
X25.116,6.34772487119854,-2.22823897627805,Dividing cell(Mammary-Gland-Virgin)
X49.12,6.3981057213275,-3.12937253717533,B cell(Thymus)
X1.13,6.30626427770287,-3.10880548357755,Proliferating thymocyte(Thymus)
